Gene = APOD
index = 92
Annotated 5SS: [  328  4867 10356 12929]
Annotated 3SS: [ 4709 10233 12839 15069]
SMsplice 5SS: [  328  1139  4867 10356]
SMsplice 3SS: [ 1002  4709 10233 15069]
top_k =  100
Partition function (log Z): -0.6008609006093175

Sorted 5' Splice Sites (High to Low Probability):
Position 10356: 0.9998187134256408
Position 328: 0.9972391185925028
Position 4867: 0.7938522150252945
Position 1139: 0.7488104929064591
Position 5081: 0.6163546355907982
Position 12929: 0.3073157155845347
Position 4790: 0.19878226628239318
Position 8242: 0.18788246799123248
Position 494: 0.1786564800231535
Position 8074: 0.16613953192183398
Position 5283: 0.14580352909325678
Position 5113: 0.10217440042704443
Position 6637: 0.04196648604394197
Position 5338: 0.03990298478331064
Position 11795: 0.0366673038939632
Position 13407: 0.026145875550109263
Position 658: 0.011928521749312615
Position 12180: 0.011017118106247658
Position 2745: 0.010428207895679812
Position 5445: 0.01026881297827702
Position 684: 0.0054195575346470005
Position 5147: 0.00469259006666504
Position 11701: 0.0036760094264787265
Position 12933: 0.0036230730143385053
Position 5073: 0.0026675831720434666
Position 900: 0.002099448467793181
Position 723: 0.0019592310916101445
Position 498: 0.0015470850439269013
Position 15282: 0.0013519195271194618
Position 2413: 0.0012843836234512275
Position 1589: 0.0012621600988745145
Position 209: 4.550946235402072e-05
Position 332: 3.89331291608452e-05
Position 337: 2.549159125530028e-05
Position 1079: 1.1073829616797839e-05
Position 135: 8.362432346850822e-07
Position 449: 6.172579899979186e-08
Position 88: 3.884370906461062e-08
Position 133: 6.562682607480772e-09
Position 340: 6.216983471443577e-09
Position 259: 3.884531664902141e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10233: 0.9942015729762883
Position 4709: 0.9533265652516749
Position 15069: 0.8886895034600075
Position 1002: 0.5574872241731993
Position 5004: 0.4363602840573355
Position 7834: 0.35420328648742555
Position 12839: 0.33329887224951377
Position 5007: 0.28833436188825645
Position 412: 0.1957343792793261
Position 5207: 0.190609390031321
Position 975: 0.09410879692429824
Position 13267: 0.05537066177766148
Position 6554: 0.04196648604394197
Position 11581: 0.03733969188888005
Position 4715: 0.03232396932786398
Position 13589: 0.025409204177232466
Position 890: 0.023646791966918032
Position 12065: 0.020990960159277393
Position 919: 0.01774031563303468
Position 1047: 0.017451667630016342
Position 10644: 0.014623056029152188
Position 1010: 0.013401060322566537
Position 981: 0.010751914495313073
Position 2630: 0.010428207895679812
Position 11652: 0.009730390683953285
Position 4667: 0.008200330000892637
Position 854: 0.007984052560690685
Position 10144: 0.005617140449352966
Position 964: 0.0055123788268984526
Position 5405: 0.005303289938059452
Position 1051: 0.002089238318331508
Position 15490: 0.0013519195271194618
Position 1465: 0.0012621600988745154
Position 10712: 0.0012471491598246244
Position 657: 0.0009280756970680745
Position 2254: 0.000926281232468178
Position 11158: 0.0006611769018737422
Position 10597: 0.0005499589959388046
Position 521: 0.00044496319255432675
Position 2290: 0.0003581023909830495
Position 11517: 0.00035318351799793445
Position 578: 0.0002544665617558289
Position 562: 7.763250404094301e-05
Position 493: 5.190929768612297e-05
Position 594: 4.3901545456161025e-05
Position 529: 4.136821428733135e-05
Position 5145: 4.0826923679524155e-05
Position 873: 2.5402963820969604e-05
Position 452: 2.3447657399017164e-06
Position 458: 1.7669421429596853e-06
Position 549: 9.518887971758256e-07
Position 439: 6.576964142482394e-07
Position 1125: 6.354983750532155e-07
