Gene = ADCK2
index = 27
Annotated 5SS: [ 1111  1605  6131  7985 14089 16573 17661]
Annotated 3SS: [ 1457  6001  7888 13836 16443 17606 21509]
SMsplice 5SS: [  350  1605  6131  7985 14089 16573]
SMsplice 3SS: [ 1457  6001  7888 13836 16443 21509]
top_k =  100
Partition function (log Z): -5.357318217557343

Sorted 5' Splice Sites (High to Low Probability):
Position 1605: 0.9996755269530674
Position 16573: 0.9791426727782582
Position 6131: 0.9132319922747519
Position 14089: 0.8664632406533133
Position 7985: 0.8096761996392509
Position 350: 0.4261510052663969
Position 1111: 0.36572925348057195
Position 15528: 0.263139968299843
Position 3011: 0.21167827989944954
Position 3071: 0.09114851459276006
Position 6124: 0.08350637762767674
Position 17661: 0.07933276905841334
Position 325: 0.07754785573355279
Position 346: 0.049302937479408136
Position 7720: 0.036988960821038815
Position 228: 0.03426669231180017
Position 2762: 0.028249306115923592
Position 86: 0.026085930560887045
Position 17696: 0.02508992399766052
Position 4659: 0.019647007621915145
Position 4781: 0.017115614915689827
Position 4910: 0.0166789052631195
Position 4974: 0.014678591488809048
Position 920: 0.012770449501410038
Position 31: 0.01077575930920666
Position 385: 0.010116045010724993
Position 17044: 0.009491509360020665
Position 5527: 0.008031348375303822
Position 2282: 0.006042566895958442
Position 336: 0.005825473044892489
Position 499: 0.005605299896272659
Position 208: 0.005399319831458678
Position 4625: 0.004482330727405264
Position 5119: 0.0033474530881592093
Position 5456: 0.0031882805089551007
Position 2125: 0.0026665006837633355
Position 2803: 0.002129273055414121
Position 495: 0.002000399538261076
Position 2784: 0.001990453449476986
Position 1385: 0.0018471623924667085
Position 1060: 0.001025469573713182
Position 181: 0.0009495163779118426
Position 817: 0.0009335904698749295
Position 328: 0.0008736160906972972
Position 697: 0.0004650813928170222
Position 1027: 0.00043027933159275596
Position 691: 0.0003562864636566718
Position 77: 0.00033970112897821437
Position 1696: 0.0002941020515362731
Position 196: 0.0002635873390515732
Position 627: 0.0002543344473848892
Position 202: 0.00021025340139381796
Position 553: 0.00016441381741836707
Position 2376: 0.00014886024716414238
Position 140: 0.00014500466641259935
Position 1627: 2.9632405833732512e-05
Position 1729: 7.385895614493174e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6001: 0.9951958831369033
Position 1457: 0.9924801506729688
Position 16443: 0.9875976768975395
Position 7888: 0.7420217536034236
Position 21509: 0.4602616223595273
Position 13836: 0.39800172435908454
Position 17797: 0.28345891714227556
Position 15436: 0.2631399682998429
Position 13864: 0.24582630117745052
Position 13783: 0.2226352151167781
Position 2656: 0.16747151088460085
Position 17606: 0.13291956171073627
Position 7569: 0.0838679771424734
Position 2910: 0.052335971763794474
Position 2959: 0.04856701848562785
Position 4526: 0.041813237574317756
Position 19690: 0.04167469887623214
Position 2943: 0.035859064245333916
Position 20347: 0.03043340270582061
Position 19856: 0.02961206404597419
Position 16710: 0.028403096830772172
Position 18368: 0.02633961447779555
Position 1018: 0.02356681353615386
Position 7918: 0.021103413824693114
Position 2885: 0.01937433404801042
Position 19229: 0.018806435772309636
Position 18951: 0.01761121382047363
Position 4887: 0.014513260438102771
Position 4638: 0.012361678457350717
Position 16935: 0.01227872619436345
Position 17793: 0.012239446908346684
Position 5205: 0.011219628884258934
Position 2889: 0.007450526305736611
Position 1484: 0.00739194220861715
Position 16684: 0.005242790785366114
Position 2202: 0.005081870880470826
Position 4909: 0.003914273547167486
Position 4973: 0.0033474530881592093
Position 1059: 0.0030888779770796918
Position 14916: 0.002867697298074504
Position 1841: 0.002668648300646245
Position 16966: 0.0025654774381181954
Position 2761: 0.0022983460865467985
Position 997: 0.0021552013641183672
Position 741: 0.002036451096086071
Position 2787: 0.0018491331287770272
Position 916: 0.001785436789804973
Position 1105: 0.0017355726540815946
Position 5944: 0.0017079047151505001
Position 206: 0.0015284864035095818
Position 970: 0.001309250225511406
Position 1001: 0.0012206640788448905
Position 2175: 0.001109556262651762
Position 802: 0.0005848719495980065
Position 1042: 0.0003399440560681892
Position 816: 0.00030184451249770156
Position 10686: 0.00023880441841555154
Position 852: 0.00018130321486130462
Position 1423: 9.143771430075725e-05
Position 1359: 3.5484485371222246e-05
Position 1362: 9.849187399885353e-07
