Gene = TRMO
index = 1487
Annotated 5SS: [  153  6407  9170 12611]
Annotated 3SS: [ 6231  9011 11953 17577]
SMsplice 5SS: [ 153 6407 9170 9698]
SMsplice 3SS: [ 6231  9011  9594 17577]
top_k =  100
Partition function (log Z): -3.2431762116854483

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9517178944791178
Position 6407: 0.9485313740438694
Position 9170: 0.8406184003956448
Position 9698: 0.6454892402604893
Position 8063: 0.5718235148978542
Position 9933: 0.3844376279898441
Position 10770: 0.34489146431322204
Position 8592: 0.27716910132753525
Position 764: 0.1571725273493434
Position 9163: 0.15366702251479636
Position 9823: 0.10078486951825302
Position 8586: 0.07105275258961423
Position 5618: 0.06666130780155635
Position 13299: 0.04039999029864251
Position 9327: 0.020406891671201372
Position 8581: 0.019659153173057643
Position 8661: 0.01913926337206924
Position 1617: 0.012326543510234163
Position 759: 0.011894729190154326
Position 9693: 0.009896649279050818
Position 3367: 0.008772632547132607
Position 3740: 0.005612301990260007
Position 309: 0.001138213971808947
Position 190: 0.0007960499482942257
Position 254: 0.0007750422841757901
Position 52: 0.0005276741925835293
Position 9343: 0.0005219093491205345
Position 314: 0.0001448511249938694
Position 419: 0.0001333059124399315
Position 479: 0.00012035316342886788
Position 38: 0.0001159392784573453
Position 172: 4.22102997043826e-06
Position 121: 3.929318390122462e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9011: 0.9896961486901793
Position 6231: 0.9485313740438694
Position 17577: 0.9352398567219135
Position 9594: 0.7202461744654789
Position 9786: 0.3987037668605181
Position 8543: 0.3870202704622765
Position 10581: 0.3541103669397371
Position 8031: 0.21891607615367054
Position 7838: 0.15357098524568263
Position 7893: 0.1300925866417929
Position 630: 0.11707510648502165
Position 7995: 0.06924386685670815
Position 5466: 0.06666130780155635
Position 13227: 0.040399990298642476
Position 9801: 0.028453222876598787
Position 9258: 0.022911245397648126
Position 10016: 0.022667050028148335
Position 13988: 0.020300818348379445
Position 3225: 0.008772632547132612
Position 1528: 0.008221309413522624
Position 8944: 0.004253216716685051
Position 1511: 0.004105234096711544
Position 3346: 0.003134734367895273
Position 691: 0.0029858911818626626
Position 632: 0.002927546880922071
Position 11953: 0.002763309654768781
Position 3397: 0.0024775676223647357
Position 522: 0.0015561866953505872
Position 9233: 0.000348524815232258
Position 9565: 0.000346259402366079
Position 9478: 0.00033805687039299725
Position 8841: 0.0003248454908442996
Position 8873: 1.1212012732763722e-05
