Gene = TIPRL
index = 1403
Annotated 5SS: [  249  5149  5946 12568 17710 20049]
Annotated 3SS: [ 4968  5845 12435 17613 19985 20969]
SMsplice 5SS: [  249 12568 17710]
SMsplice 3SS: [12435 17613 19985]
top_k =  100
Partition function (log Z): -11.143301191263475

Sorted 5' Splice Sites (High to Low Probability):
Position 12568: 0.9967165277260507
Position 249: 0.9893361121425148
Position 17710: 0.8797631094315842
Position 870: 0.1372158421437327
Position 860: 0.11356717785196024
Position 5697: 0.07922208536929218
Position 5149: 0.07330933015477355
Position 19521: 0.06461784405410123
Position 8230: 0.04404279183880859
Position 19499: 0.033030976017827576
Position 758: 0.03246329387286522
Position 269: 0.006555138029747722
Position 352: 0.0012828469756436978
Position 32: 0.0012742680055619253
Position 285: 0.0009033318374878978
Position 231: 0.0005805441455688763
Position 472: 2.411954935719967e-05
Position 241: 2.3024553409288476e-05
Position 519: 2.183172180321358e-05
Position 85: 1.820899151230826e-09
Position 83: 1.2284952638000955e-09
Position 131: 3.3115803804268215e-10
Position 118: 4.096070047702985e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12435: 0.9994204221357089
Position 17613: 0.9070927502842068
Position 19985: 0.5278745814491241
Position 627: 0.22130553314316095
Position 19332: 0.17232552320778732
Position 20969: 0.13271167858449817
Position 21814: 0.09524391154733536
Position 4968: 0.05192850415833852
Position 5627: 0.047752648940869356
Position 18026: 0.04632303152463416
Position 8099: 0.04410423568595443
Position 20291: 0.03660973193747232
Position 687: 0.032645078810817935
Position 5537: 0.03146943642842282
Position 4765: 0.021418258924355137
Position 13243: 0.01242554732871675
Position 18603: 0.011695343869408653
Position 17864: 0.011167711666404147
Position 652: 0.010658772119664239
Position 719: 0.008942063880832973
Position 580: 0.007550898249600124
Position 16375: 0.006334387479770562
Position 14534: 0.004028241124449276
Position 13684: 0.003976098116785043
Position 15348: 0.003216188250060545
Position 771: 0.002182196644547865
Position 13274: 0.0016330032722588566
Position 13183: 0.0014707275866508726
Position 9313: 0.000325383585641492
Position 7986: 4.939893245536585e-05
Position 345: 1.8008731271525977e-05
Position 4477: 1.0010770894922391e-05
Position 1912: 9.896650064846902e-06
Position 351: 6.643986803682809e-06
Position 2301: 6.598199198557066e-06
Position 2746: 5.490609719584116e-06
Position 3444: 4.268579237217902e-06
Position 1941: 2.865040811866959e-06
Position 1915: 2.42813465531554e-06
Position 1143: 1.4788884031179048e-06
Position 107: 6.26104698560041e-07
Position 165: 3.179615791557462e-07
Position 142: 2.3997356813264533e-07
Position 170: 2.4763310514280472e-08
Position 201: 1.1579455089083231e-08
