Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  100
Partition function (log Z): -6.8074626116441745

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.9470666475044914
Position 2677: 0.8486579950004653
Position 454: 0.6442825573870099
Position 720: 0.4805218825923306
Position 144: 0.41220490012633615
Position 684: 0.19778944161228246
Position 1079: 0.06532107669292123
Position 3064: 0.04114771644307654
Position 1322: 0.03809694015931941
Position 775: 0.03224073282434382
Position 4775: 0.030275040055509524
Position 3938: 0.025915343182573734
Position 120: 0.011263369742220301
Position 1055: 0.009061249622684191
Position 724: 0.007646514713393238
Position 490: 0.000901744566785345
Position 280: 0.0008570729799263112
Position 422: 0.0007583284144122858
Position 90: 0.0005426745928355007
Position 523: 0.00018122116383214129
Position 436: 0.0001635921240224639
Position 292: 3.922067961153768e-05
Position 177: 2.693542195257782e-05
Position 30: 2.249716049490679e-06
Position 136: 1.0431858900004213e-06
Position 23: 9.498200289857652e-07
Position 243: 6.734009926567661e-07
Position 214: 3.722163647497792e-10
Position 18: 2.6461537625319997e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.7679506974941128
Position 2569: 0.7327935331914851
Position 584: 0.37346967646044016
Position 3539: 0.34344805481395185
Position 637: 0.25982825268307563
Position 1185: 0.1928162057493065
Position 4685: 0.1882024909395165
Position 2573: 0.11377502910700178
Position 3805: 0.09412483156208232
Position 5113: 0.09242504908805725
Position 3110: 0.0893872560198456
Position 224: 0.06589788110285824
Position 240: 0.06061963752125064
Position 6190: 0.052534676635708905
Position 3829: 0.04799966066513045
Position 1026: 0.041381517943146234
Position 943: 0.0338399248086633
Position 3307: 0.028133969868924406
Position 5678: 0.027956815797879515
Position 2619: 0.026942203607675852
Position 1702: 0.022804250489570826
Position 299: 0.020957897295199552
Position 1224: 0.01654155459764869
Position 2852: 0.014839327711257497
Position 4460: 0.00957069630417662
Position 2127: 0.00867768845840566
Position 2996: 0.007851837003087572
Position 392: 0.007685557122522107
Position 2892: 0.007556360759062451
Position 1749: 0.00543107053531878
Position 2927: 0.005398140294659851
Position 2768: 0.005157739599600695
Position 3516: 0.004812655200155991
Position 262: 0.004521815822168241
Position 2867: 0.0041470476630636
Position 2755: 0.003640326516994918
Position 1947: 0.003285121603916186
Position 2993: 0.0028470853349902886
Position 978: 0.0027244667342765884
Position 265: 0.0009864814134409503
Position 605: 0.0009164059273367095
Position 307: 0.0008021660732183326
Position 413: 0.00020504009418584042
Position 267: 3.536862464462273e-05
Position 648: 3.130785694325026e-05
Position 543: 1.1672228940045504e-05
Position 190: 6.677752607121915e-07
