Gene = SELK
index = 1243
Annotated 5SS: [ 219 3596 5138 6163]
Annotated 3SS: [3504 5053 6075 6426]
SMsplice 5SS: [ 219 1063 3596 5138 6163]
SMsplice 3SS: [ 927 3504 5053 6075 6426]
top_k =  100
Partition function (log Z): 4.1958869177278215

Sorted 5' Splice Sites (High to Low Probability):
Position 5138: 0.9850897846778351
Position 6163: 0.9764452367559958
Position 219: 0.959422944116196
Position 3596: 0.7835059503134739
Position 1063: 0.6891399719657396
Position 6531: 0.2085603190684693
Position 1938: 0.1907951824149989
Position 1785: 0.071255386209219
Position 2714: 0.06319891884234552
Position 3642: 0.05368623295450366
Position 1157: 0.05226699067901321
Position 1162: 0.03742186855017819
Position 3057: 0.023833775441355214
Position 1076: 0.01414807676559079
Position 2490: 0.01309473871553345
Position 5601: 0.013066757626741544
Position 257: 0.011106274926139107
Position 310: 0.01090969894059861
Position 732: 0.008155122086368307
Position 698: 0.007779097903017562
Position 420: 0.0075854108614441485
Position 5203: 0.00649590560762132
Position 527: 0.004176273142736746
Position 542: 0.004095786425962577
Position 250: 0.0026993004438609137
Position 2402: 0.0018383621778229587
Position 3836: 0.0017983730841049437
Position 441: 0.0016459903007910131
Position 3860: 0.0010033273711010735
Position 274: 0.0007433202310219915
Position 1020: 0.00046728985923331706
Position 1169: 0.0004534656460977321
Position 857: 0.00037838349443248235
Position 523: 0.00031782358083258056
Position 436: 0.0002441914589953086
Position 223: 1.1086943144920304e-06
Position 84: 1.0250169614910275e-06
Position 190: 2.6126370469921547e-07
Position 171: 2.4450465376936325e-07
Position 203: 8.014498157064123e-08
Position 110: 4.8030834914382365e-08
Position 42: 1.3022512460786837e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5053: 0.986237674216519
Position 6426: 0.9696580591447398
Position 3504: 0.8371865751478091
Position 927: 0.7557547654554976
Position 6075: 0.6055822806644041
Position 5968: 0.3497761821879455
Position 1686: 0.17151843738581404
Position 1833: 0.07388208135453628
Position 2539: 0.06311890410074729
Position 6710: 0.061079883815529624
Position 896: 0.02470892602582972
Position 2958: 0.02383377544135522
Position 7495: 0.022589936329533038
Position 6566: 0.020160070251632124
Position 6980: 0.01644855817042615
Position 7452: 0.015986257949562988
Position 6999: 0.014348855285284953
Position 5430: 0.01166613178877105
Position 7039: 0.011478649906558367
Position 6447: 0.009733867468703371
Position 330: 0.009669111676657665
Position 1847: 0.00965457207328191
Position 7093: 0.009222481804704126
Position 2386: 0.008849279801904033
Position 930: 0.008603065338284685
Position 7061: 0.008419124821395842
Position 6666: 0.007769709784774443
Position 6717: 0.007359104617998449
Position 6750: 0.007340331724104978
Position 6687: 0.007217168922379023
Position 6600: 0.006895219467597027
Position 6099: 0.0062308227985101005
Position 2283: 0.006083821091452374
Position 574: 0.00593626563060538
Position 6052: 0.005549771780790521
Position 5072: 0.005348016068938066
Position 6083: 0.005219145733890741
Position 7224: 0.0045475378405670204
Position 1062: 0.003831021786922539
Position 1642: 0.0037165908455849377
Position 7380: 0.0034243080871860006
Position 1725: 0.0032788869650007837
Position 3699: 0.0028017004552060177
Position 6871: 0.002292216748671594
Position 6049: 0.002192600443647014
Position 6132: 0.0018944331468079888
Position 6874: 0.00139267118325435
Position 5488: 0.0011340750121093788
Position 592: 0.0010719227861129223
Position 7507: 0.0007483026089415957
Position 542: 0.0007328540323583964
Position 474: 0.0006328416748594256
Position 850: 0.00046902145440529526
Position 298: 0.0004422654435440977
Position 600: 0.00032598433867980146
Position 934: 0.000216697383401808
Position 689: 0.00019302358072341682
Position 6379: 0.00018055834322737305
Position 955: 0.00016663590094812044
Position 731: 0.00016386352712953323
Position 6450: 0.00015947893155264105
Position 5449: 0.00014957809184681207
Position 5452: 0.00011697273401429421
Position 350: 9.413366971706687e-05
Position 2644: 8.001474159821561e-05
Position 992: 7.937962180599101e-05
Position 6444: 6.957542052818741e-05
Position 989: 6.815049875818664e-05
Position 6477: 2.198780336633194e-05
Position 6474: 1.640263625043905e-05
Position 3318: 5.608120168567168e-06
Position 407: 8.799319470702515e-08
Position 305: 4.423677735185967e-08
