Gene = STYXL1
index = 1352
Annotated 5SS: [  342 17583 19362 26153 34262 42745 44246 47114]
Annotated 3SS: [17478 19299 26010 34115 42598 44147 47000 51403]
SMsplice 5SS: [  342 14196 14368 17583 19362 26153 34262 42745 44246 47114]
SMsplice 3SS: [14059 14296 17478 19299 26010 34115 42598 44147 47000 51403]
top_k =  100
Partition function (log Z): -24.136890125989723

Sorted 5' Splice Sites (High to Low Probability):
Position 342: 0.9999950594609333
Position 14196: 0.9995738337634591
Position 14368: 0.9995738337634591
Position 17583: 0.9988738670328414
Position 19362: 0.9537382460662391
Position 26153: 0.541598243734146
Position 7293: 1.3494886603452152e-05
Position 192: 4.0336876569460114e-06
Position 91: 8.022276277255727e-07
Position 347: 1.046237689181421e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14059: 0.9996357845494881
Position 14296: 0.9995738337634591
Position 17478: 0.9988738670328414
Position 19299: 0.8768660170380331
Position 27467: 0.8554051667972337
Position 26010: 0.541598243734146
Position 19275: 0.08579790574559687
Position 23393: 0.032592894927275434
Position 23061: 0.022936826140848358
Position 22776: 0.012313800103536356
Position 22222: 0.011915453299632908
Position 25345: 0.010765788588332695
Position 20391: 0.010207808471849137
Position 20947: 0.0052167640584992745
Position 22524: 0.004794746116035333
Position 21818: 0.004434112877810098
Position 22902: 0.0034278201175525
Position 20788: 0.003055318750480748
Position 20856: 0.00205975232900531
Position 20563: 0.0020314693339560826
Position 21455: 0.0017514682768075727
Position 20763: 0.0014765533325514718
Position 18462: 0.0012302703641433295
Position 19526: 0.0012151677324455845
Position 20591: 0.0011412195502349676
Position 18911: 0.0008181729708817376
Position 19446: 0.0006999773838460107
Position 19546: 0.0006650030215918247
Position 18306: 0.000420329717864942
Position 11296: 8.59503494480435e-05
Position 14536: 7.227278366015847e-05
Position 13206: 6.926385523337098e-05
Position 5018: 5.3108729360330074e-05
Position 7181: 4.198246050721497e-05
Position 12546: 3.157911682967293e-05
Position 12061: 2.1027785895936426e-05
Position 520: 1.501308426552684e-05
Position 8443: 1.044516021847578e-05
Position 4418: 6.862708612028311e-06
Position 593: 5.898858925379145e-06
Position 4244: 3.826138287738265e-06
Position 4390: 3.0139910919447473e-06
Position 6829: 2.9676081245549976e-06
Position 4166: 2.821065739903057e-06
Position 6272: 2.1857503089535923e-06
Position 423: 2.1161059975901986e-06
Position 6684: 1.8845106075130455e-06
Position 445: 1.8656310559363878e-06
Position 3476: 1.7786882570165899e-06
Position 3881: 1.684083429620156e-06
Position 749: 1.5364812597189032e-06
Position 4470: 1.4653767062398812e-06
Position 3439: 1.437765467421639e-06
Position 5947: 1.128898924459786e-06
Position 3461: 1.0421233319920164e-06
Position 5683: 1.0093825302313384e-06
Position 429: 9.987890835967124e-07
Position 4977: 7.82802426054893e-07
Position 3054: 7.601534247258861e-07
Position 4082: 5.059185522683453e-07
Position 819: 3.127015570391339e-07
Position 2737: 2.8835951476928083e-07
Position 2310: 2.847362466099173e-07
Position 907: 1.9830496889789568e-07
Position 910: 1.5723421107235174e-07
Position 1058: 1.4958862538307348e-07
Position 565: 1.4581884901457042e-07
Position 1390: 1.4359091957655069e-07
Position 451: 8.662831404327607e-08
