Gene = FANCG
index = 540
Annotated 5SS: [ 576  866 1412 1876 2753 3046 3293 3585 4055 4552 4738 5090 5646]
Annotated 3SS: [ 774 1279 1672 2616 2914 3145 3432 3987 4261 4690 4933 5521 5799]
SMsplice 5SS: [ 576 1412 2753 3038 3293 3585]
SMsplice 3SS: [1279 2616 2914 3145 3432 5799]
top_k =  100
Partition function (log Z): 8.071935999863419

Sorted 5' Splice Sites (High to Low Probability):
Position 576: 0.9305064517377598
Position 3585: 0.9206222912055159
Position 2753: 0.9016634386160037
Position 1412: 0.896852963567509
Position 3038: 0.7769431085245055
Position 3293: 0.7163179670288607
Position 4738: 0.4868037757374759
Position 2031: 0.46980060948668906
Position 866: 0.45069372542153857
Position 4552: 0.4300116639985305
Position 5090: 0.3576006856503162
Position 4055: 0.2953830768888767
Position 286: 0.23253496437492413
Position 3046: 0.21595472900891666
Position 3308: 0.1986676840106846
Position 4095: 0.1891677635063297
Position 4059: 0.1852977716132399
Position 1876: 0.15317460646252995
Position 4961: 0.11894034737024786
Position 3567: 0.07624071804545082
Position 2168: 0.0722978647000619
Position 5646: 0.05684793712199589
Position 3337: 0.04700113823724197
Position 4791: 0.03625740061169025
Position 889: 0.035418052425921075
Position 1704: 0.028465158205994948
Position 1125: 0.02789950388217816
Position 4890: 0.022647612954770597
Position 600: 0.01660846625543696
Position 1553: 0.012499222627428459
Position 387: 0.012332908978619201
Position 629: 0.011762524907002954
Position 347: 0.008030688564140612
Position 5410: 0.007593770371471388
Position 1166: 0.005046186867685231
Position 3287: 0.004987459777388506
Position 4779: 0.004112388266620638
Position 1624: 0.004105309192034855
Position 127: 0.004087310188856567
Position 3010: 0.0027544684388197595
Position 395: 0.0026648371411577445
Position 14: 0.0009366057952719323
Position 584: 0.0007877506022011605
Position 178: 0.0007256712017141314
Position 141: 0.0007236490024245175
Position 185: 0.000626643302198093
Position 419: 0.0005384112056716287
Position 209: 0.0002286549272667994
Position 47: 9.496998426449717e-05
Position 196: 3.1387889576887755e-05
Position 327: 2.0289455540292372e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3432: 0.9930579884648015
Position 5799: 0.9415946703820963
Position 3145: 0.8971821395062728
Position 2914: 0.8804228158070515
Position 1279: 0.8167254952378534
Position 4690: 0.7487359022417384
Position 2616: 0.7371127315962289
Position 1938: 0.5420984741867512
Position 3987: 0.4998778871527433
Position 774: 0.43596638648890745
Position 4286: 0.3367338918934532
Position 4815: 0.21450532411398845
Position 3884: 0.17103176845531437
Position 480: 0.16650569411793067
Position 2700: 0.1602496383878298
Position 4641: 0.10953896955080111
Position 4261: 0.09327777210507757
Position 2830: 0.07691378919118834
Position 1672: 0.0762298161045071
Position 1541: 0.07399339059649734
Position 3182: 0.06882060844023784
Position 5553: 0.05684793712199587
Position 503: 0.05177036657458266
Position 2881: 0.03671911275060028
Position 1252: 0.02918440924806717
Position 1291: 0.02344649461368578
Position 1584: 0.023395298844548634
Position 1803: 0.02219039143276411
Position 749: 0.02070769080913442
Position 1046: 0.019501403475258115
Position 456: 0.016214575430132997
Position 1314: 0.014969541232223887
Position 1183: 0.014714200532459663
Position 523: 0.013954700921010452
Position 5819: 0.010926300702886898
Position 5304: 0.007593770371471388
Position 909: 0.007460096686054413
Position 1015: 0.004783705863164393
Position 724: 0.004670478210956263
Position 2487: 0.003975045067728487
Position 3452: 0.0038050207861654306
Position 2847: 0.001596588223402435
Position 3111: 0.0009715011076654684
Position 783: 0.000533048000584382
Position 2512: 0.00032602356421624864
Position 569: 0.0002084453044130287
Position 1150: 9.076981965240653e-05
Position 426: 4.37429004317538e-05
Position 435: 3.6841670883490825e-05
Position 369: 3.124045760944621e-05
Position 1109: 2.388935608551284e-05
Position 392: 1.0045222735874271e-05
Position 440: 7.668119927074397e-06
Position 607: 7.623639320314929e-06
Position 548: 7.173234445133857e-06
Position 736: 6.169119130205113e-06
Position 661: 3.033643359489965e-06
Position 857: 2.3855004685904784e-06
Position 803: 4.249965985436374e-07
Position 209: 1.4163331762885716e-07
Position 372: 1.3512814597972305e-07
