Gene = CCT3
index = 317
Annotated 5SS: [  312  2639  3598  3753  4919 13494 17627 19598 21051 21300 26425 27516
 27908]
Annotated 3SS: [ 2576  3546  3689  4821 13375 17439 19447 20917 21217 26243 27269 27775
 29161]
SMsplice 5SS: [  312  3598  3753  4919 13494 17627 19598 19906 21051 21300 26425 27516
 27908]
SMsplice 3SS: [ 3546  3689  4821 13375 17439 19447 19760 20917 21217 26243 27269 27775
 29161]
top_k =  100
Partition function (log Z): 18.85714120481556

Sorted 5' Splice Sites (High to Low Probability):
Position 4919: 1.0000000000000009
Position 27908: 0.997937685229885
Position 312: 0.9929811743521738
Position 19598: 0.9871897082449504
Position 17627: 0.9684257505654145
Position 26425: 0.9557165877497275
Position 3753: 0.9444031504185124
Position 3598: 0.8473518838414692
Position 21051: 0.8172051397746758
Position 19906: 0.7448790474170183
Position 13494: 0.7264182831382988
Position 27516: 0.7258620292508593
Position 21300: 0.6039794436888519
Position 21313: 0.39602055631115085
Position 2664: 0.3584546183618663
Position 29263: 0.27081414412765786
Position 1712: 0.2569581568808451
Position 789: 0.23593345350487013
Position 131: 0.22970945730122622
Position 2639: 0.16545385040689292
Position 26856: 0.15875682818285555
Position 27113: 0.1344428084652773
Position 21087: 0.12513535506149442
Position 136: 0.11279038874096188
Position 18029: 0.0940892914036782
Position 73: 0.07352964450158453
Position 2691: 0.06390100725367111
Position 102: 0.04140878254169106
Position 17564: 0.03141739364859966
Position 21097: 0.026343142258838992
Position 20994: 0.018358171757979318
Position 173: 0.013916803285686494
Position 29371: 0.007595510866393538
Position 158: 0.006434791804601224
Position 165: 0.006266968186446452
Position 28304: 0.005905312546796537
Position 1794: 0.005553929479661721
Position 19671: 0.005012489004489995
Position 717: 0.0028319761611979503
Position 1387: 0.0026522574359206315
Position 820: 0.002545608092502081
Position 171: 0.0022212856445729223
Position 19603: 0.0020287037320730283
Position 37: 0.0019044211792616963
Position 828: 0.0012129436733913385
Position 57: 0.0002588380966444928
Position 28687: 0.00012784990430527273
Position 17583: 0.00010747037497214167
Position 28277: 9.737679616619029e-05
Position 15: 7.922156573794222e-05
Position 26: 2.0265749479191586e-05
Position 112: 1.233081218897609e-05
Position 20207: 1.071603528782221e-05
Position 256: 1.998572684565034e-06
Position 34: 1.4299417817795527e-06
Position 48: 1.1440690599809288e-06
Position 94: 5.899401752220348e-07
Position 106: 3.7443797907806233e-07
Position 231: 4.173295140402641e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 17439: 0.9999506145889862
Position 19447: 0.9942309009815157
Position 29161: 0.9915811113263807
Position 27775: 0.9873339919303963
Position 4821: 0.9780086538252021
Position 21217: 0.9694351017809436
Position 26243: 0.9557165877497282
Position 20917: 0.8856393591568453
Position 3546: 0.8678315495916293
Position 3689: 0.8567158693118184
Position 19760: 0.7448776860242673
Position 13375: 0.7264182831383004
Position 2576: 0.5878094760224315
Position 27269: 0.5163612513170293
Position 227: 0.40314022119501824
Position 27332: 0.20950077793382998
Position 1594: 0.1975860219554003
Position 26710: 0.17886461612805704
Position 675: 0.14924959403579102
Position 27062: 0.11433502052007591
Position 20965: 0.0996827948276545
Position 29452: 0.08982665631154586
Position 17739: 0.08708420733879148
Position 29405: 0.08513673832868804
Position 3655: 0.06720761535653438
Position 29327: 0.06535137384155007
Position 1618: 0.06232587452901342
Position 230: 0.04888957757529273
Position 620: 0.047887286609335125
Position 249: 0.03539068316892714
Position 585: 0.033224759011040286
Position 21131: 0.030564898219058192
Position 29464: 0.023355627994259602
Position 4696: 0.02199134617480006
Position 29360: 0.012446482979851695
Position 27644: 0.010603693299488508
Position 29201: 0.005143101828874638
Position 17886: 0.0035510528388954356
Position 17735: 0.0034540312259912043
Position 679: 0.0030705314124205383
Position 28165: 0.00300824638949907
Position 1224: 0.0026522574359206315
Position 1429: 0.0026001898760929527
Position 374: 0.0025947856620005347
Position 28190: 0.0021640986348530956
Position 27978: 0.001899076371181899
Position 29410: 0.001658841374000204
Position 28434: 0.0013105866944892197
Position 20865: 0.001097785713530295
Position 29489: 0.0009142810638902226
Position 20896: 0.0006218691549572666
Position 711: 0.0003174196036988164
Position 28136: 0.00029945042534676274
Position 714: 0.0002918735347102122
Position 28139: 0.0002495336182607502
Position 28592: 0.00012784990430527273
Position 29168: 6.713715434346859e-05
Position 19980: 1.0716035287822208e-05
Position 443: 3.645508105815638e-06
Position 161: 1.8798301682843946e-06
Position 191: 1.6293329662606275e-06
Position 19719: 1.346657964714259e-06
Position 19702: 6.270651510723174e-09
Position 19894: 4.461071595200186e-09
Position 19732: 4.0030652347448e-09
Position 299: 3.685960267371953e-09
Position 156: 9.919032144705215e-10
Position 184: 7.621242461970131e-10
Position 177: 2.7816761959313403e-10
