Gene = POGK
index = 1049
Annotated 5SS: [  148  1632  7282  8136 10967]
Annotated 3SS: [ 1497  7154  8036  9480 13127]
SMsplice 5SS: [ 148 1632]
SMsplice 3SS: [ 1497 13127]
top_k =  100
Partition function (log Z): -5.971514494559504

Sorted 5' Splice Sites (High to Low Probability):
Position 1632: 0.999845256710919
Position 148: 0.9622015439152475
Position 1057: 0.5460848224472804
Position 8136: 0.43154558966932854
Position 1410: 0.37531621817391597
Position 7282: 0.37186759327813396
Position 13316: 0.2480942602096547
Position 9656: 0.08075288182112589
Position 313: 0.03622097025615658
Position 1414: 0.01543838178197436
Position 836: 0.0015286039441325633
Position 868: 0.0012255871484944927
Position 339: 0.0009534009315095455
Position 152: 0.0006327643485605903
Position 684: 0.00037748642452519143
Position 195: 8.717059064954496e-10
Position 20: 5.966125888828789e-10
Position 88: 1.1272322808602755e-10
Position 113: 2.2414931473622923e-11
Position 22: 1.4911787023384763e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1497: 0.9859157131043672
Position 13127: 0.89841461434763
Position 954: 0.4831073817093254
Position 8036: 0.4373487825335599
Position 7154: 0.3784075316589381
Position 1262: 0.21958826348975793
Position 9480: 0.13904644571330319
Position 14095: 0.12449332725778134
Position 13922: 0.07088324274661564
Position 1189: 0.0704000052175616
Position 1311: 0.0559101141218999
Position 13601: 0.02997677898757721
Position 1346: 0.027946820765063225
Position 918: 0.02360171280927384
Position 927: 0.02359030416875652
Position 13399: 0.02274091121768037
Position 8340: 0.012755031094547474
Position 1441: 0.010373186887163585
Position 1383: 0.008325688184077917
Position 8271: 0.007361626314436586
Position 1229: 0.006543122177766722
Position 2627: 0.004332637761707494
Position 875: 0.003914814434057471
Position 1284: 0.003906347419428298
Position 931: 0.00329348708831448
Position 965: 0.00314865332054113
Position 728: 0.0028880221667519886
Position 989: 0.0021398486190592736
Position 4740: 0.0015866082368986077
Position 664: 0.0014331283340414114
Position 2356: 0.0013655692268434566
Position 4858: 0.0010533167745142389
Position 1266: 0.0009849185225646966
Position 1785: 0.0009380281077279161
Position 1040: 0.0006294507076820911
Position 2484: 0.0005378449832270564
Position 5141: 0.0005321320145020581
Position 543: 0.0003628934758156715
Position 219: 0.0003498671001546937
Position 550: 0.0003217503953787321
Position 747: 0.0003055558087684127
Position 312: 0.0002137997038617093
Position 644: 0.00019209870834526745
Position 683: 0.00019189278934891868
Position 2932: 0.00016992476213160005
Position 2403: 0.00016122794954022217
Position 846: 0.00014805285490787775
Position 697: 0.00013974064785534772
Position 1052: 6.686476383077337e-05
Position 584: 2.5299520057119913e-05
Position 578: 1.2251189139776883e-05
Position 221: 8.73077182806939e-06
