Gene = RPA3
index = 1191
Annotated 5SS: [   93  3433 31380 32778 78288 79538 80744]
Annotated 3SS: [ 3380 31278 32608 77431 79462 80634 81524]
SMsplice 5SS: [   93  9248 14590 32778 32949 79538 80744]
SMsplice 3SS: [ 9141 14461 32608 32842 79462 80634 81524]
top_k =  100
Partition function (log Z): -41.76436827589466

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.9993442277154339
Position 9248: 0.9659200244487117
Position 14590: 0.6087625916600082
Position 5008: 0.04647765962380348
Position 8088: 0.04185981653263633
Position 4389: 0.0359474299829794
Position 3433: 0.03427769073738172
Position 10135: 0.03113514288691519
Position 707: 0.006765452677874607
Position 785: 0.00666343089994441
Position 3944: 0.006549284511743356
Position 1209: 0.004777373963227319
Position 151: 0.00032065923678557064
Position 245: 0.0002354877293433092
Position 97: 2.678600520766315e-05
Position 535: 1.8949871943755555e-05
Position 324: 9.305561594456035e-06
Position 282: 2.9519804052732992e-06
Position 546: 1.5823299132183546e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9141: 0.9309815319025189
Position 14461: 0.6444299786759543
Position 21721: 0.5224080740088154
Position 14670: 0.08635451765119882
Position 13327: 0.07218785548769796
Position 11590: 0.048200363984743165
Position 4897: 0.04647765962380348
Position 7980: 0.041859816532636034
Position 9119: 0.04159067514568817
Position 10031: 0.03841148023845891
Position 10447: 0.03715010504976361
Position 10101: 0.03375405164095697
Position 13843: 0.02671076504926687
Position 9056: 0.02283339323659877
Position 10736: 0.02068704179825344
Position 4266: 0.017591354519474436
Position 11355: 0.013938735704440269
Position 599: 0.011345680342356725
Position 3347: 0.010390633481505014
Position 9990: 0.010067461057002305
Position 10052: 0.009077083239526978
Position 3365: 0.009054695077258828
Position 11226: 0.008228584621999505
Position 3253: 0.0073413071396887745
Position 12451: 0.007019893457472255
Position 12308: 0.006963510697466137
Position 12545: 0.006826999966472596
Position 4282: 0.006737779229377253
Position 10474: 0.0057778987883586215
Position 4263: 0.005151497623980715
Position 3876: 0.005046258907116384
Position 4240: 0.004478337912833767
Position 11691: 0.004251629664214728
Position 11175: 0.0033717282135739615
Position 3241: 0.003163973062822318
Position 1116: 0.0028940029121566854
Position 3380: 0.00271596080072615
Position 4094: 0.0021439755169184384
Position 3672: 0.0019274932786694794
Position 3018: 0.0018074363482299917
Position 1134: 0.0015262861041035055
Position 640: 0.0014085805711957732
Position 5266: 0.0012396623878899351
Position 7348: 0.000711517701310247
Position 6834: 0.00046060675018075005
Position 4490: 0.0004390074941541573
Position 545: 0.00039815966579782647
Position 1131: 0.00038562083342707387
Position 619: 0.0003544721200906196
Position 9211: 0.00028564583923191867
Position 228: 0.0002853549338662045
Position 2480: 0.00010801199163825188
Position 2888: 9.33322243121518e-05
Position 1284: 4.8368148664932776e-05
