Gene = SOX30
index = 1296
Annotated 5SS: [ 1309  3764  5784 14191]
Annotated 3SS: [ 3523  5603 13697 25698]
SMsplice 5SS: [  195  3133  5784 13585 14191 18646 25783]
SMsplice 3SS: [ 2953  5603 13399 13931 18471 25698 25957]
top_k =  100
Partition function (log Z): -12.6237111843675

Sorted 5' Splice Sites (High to Low Probability):
Position 5784: 0.9981622129418033
Position 13585: 0.898570658919694
Position 3133: 0.80552481033109
Position 14191: 0.6934167744656174
Position 195: 0.4988064610951377
Position 96: 0.2421840558847472
Position 175: 0.2191812996760722
Position 13793: 0.21101651409830866
Position 3764: 0.13836648228404433
Position 3360: 0.05972842105246013
Position 13590: 0.024309987594192475
Position 4036: 0.023596739939163534
Position 230: 0.02337419579243568
Position 2985: 0.0223693363847179
Position 3826: 0.01985627920466434
Position 723: 0.01979513238769682
Position 1444: 0.0173677359104083
Position 125: 0.015212442478991256
Position 3672: 0.008022724614957089
Position 785: 0.006467423738992265
Position 4333: 0.005040385741087329
Position 4389: 0.004209939937959952
Position 6660: 0.0014696649770705298
Position 5744: 0.001121763872510529
Position 558: 0.0005935826154391874
Position 540: 0.0003747757109416994
Position 6069: 0.00017251973802111942
Position 72: 9.123617633024209e-05
Position 181: 5.0399450817635884e-05
Position 28: 4.818498843011244e-05
Position 242: 4.36650890432335e-05
Position 289: 2.014080607727322e-05
Position 157: 1.9560235544456816e-05
Position 3385: 1.700751940620652e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 13399: 0.9285646567347894
Position 5603: 0.9174895397970421
Position 2953: 0.8278941467158087
Position 13931: 0.6126290783212694
Position 21821: 0.5638815244782729
Position 13697: 0.5277538445766199
Position 3523: 0.16620640491948133
Position 16803: 0.1564418713818595
Position 5683: 0.08225323494002867
Position 3281: 0.044203822615323234
Position 632: 0.02377884789737402
Position 3945: 0.02138070922047833
Position 6382: 0.015506966992591017
Position 3209: 0.00974403960728058
Position 7226: 0.008573309709552276
Position 1302: 0.008399815607022564
Position 1362: 0.007903016114195095
Position 4220: 0.007044102701775396
Position 7840: 0.005091285348011806
Position 3226: 0.004320672468981014
Position 3545: 0.0023368621614152213
Position 4272: 0.002206222977271883
Position 6429: 0.0022008279586171525
Position 6353: 0.002016161401779256
Position 3211: 0.0014768938802815275
Position 6403: 0.0011717010753484875
Position 1427: 0.001064904189190635
Position 9840: 0.0010076505066238539
Position 7446: 0.0009347407646864738
Position 557: 0.0008009803261033777
Position 647: 0.0007806206460849651
Position 8814: 0.000770415978152383
Position 8673: 0.0005844929926503002
Position 533: 0.00045251831520647215
Position 674: 0.0004495889419202345
Position 7783: 0.0003402345716412599
Position 5867: 0.0003007626629421212
Position 6761: 0.00023023735753107956
Position 6387: 0.0001907544779241064
Position 6765: 0.0001669706031862408
Position 5976: 3.81998052401982e-05
Position 5874: 1.9883912316313762e-05
