Gene = ETF1
index = 512
Annotated 5SS: [  204   468 24609 25740 29733 30537 31826 32256 32736 34632]
Annotated 3SS: [  363 24432 25599 29593 30345 31695 32099 32670 34483 34912]
SMsplice 5SS: [  204   468 13746 24609 25740 29733 32256]
SMsplice 3SS: [  363 13621 24432 25599 29593 32099 34912]
top_k =  100
Partition function (log Z): -16.770924064910457

Sorted 5' Splice Sites (High to Low Probability):
Position 468: 0.9996687798796426
Position 204: 0.9978891002144421
Position 9190: 0.33117184141547007
Position 10898: 0.2652252372684993
Position 13746: 0.1789752922690896
Position 1129: 0.07926360458278707
Position 4237: 0.06622738067337086
Position 9267: 0.04496812952656784
Position 1782: 0.022431634793971377
Position 2731: 0.021265573637870443
Position 78: 0.0013244711282778593
Position 229: 0.0007373584740647288
Position 782: 5.684564818977556e-05
Position 926: 4.455854888590598e-05
Position 59: 2.4175900839857176e-05
Position 132: 1.4896687451876162e-05
Position 123: 9.220195609993802e-06
Position 596: 6.40530905398792e-07
Position 125: 5.987222606851795e-07
Position 238: 9.062973453348336e-08
Position 667: 8.770033398720973e-08
Position 336: 3.289545148493748e-08
Position 479: 2.567186722677542e-08
Position 328: 2.4663542255550692e-08
Position 623: 1.865547485451466e-08
Position 334: 1.3726373584317496e-08
Position 64: 1.3148837207498364e-08
Position 599: 5.868241901007769e-09
Position 415: 2.7119653285293025e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 363: 0.9672123605290454
Position 13621: 0.9621791743895893
Position 9061: 0.3788699205884575
Position 10734: 0.2825517115152837
Position 14174: 0.14428932906884231
Position 4164: 0.06658647089434391
Position 1018: 0.047978229064979006
Position 15099: 0.03468596320024737
Position 308: 0.0227917803458353
Position 1661: 0.016220969599399147
Position 2672: 0.016050879314140225
Position 877: 0.012843637813728706
Position 410: 0.009741665346471638
Position 1066: 0.00898138102356101
Position 1494: 0.005384608355937617
Position 1033: 0.005228672391055289
Position 2587: 0.0038475893151041574
Position 6443: 0.0036612227165191756
Position 781: 0.0029076299070034998
Position 838: 0.0026480798926604766
Position 2565: 0.0021630963572088595
Position 8729: 0.0017846762899275392
Position 1666: 0.0016464177358987155
Position 6800: 0.0013950117368590207
Position 693: 0.0009810841447652928
Position 1970: 0.0008534869515919453
Position 1817: 0.0008118543152063979
Position 2000: 0.000773026779452294
Position 6424: 0.0007250997752453192
Position 6941: 0.0007024692369559418
Position 5985: 0.0006611732163222092
Position 2298: 0.00033903234358099445
Position 4647: 0.0002742438705289903
Position 3709: 0.00020035680252673024
Position 4456: 0.00018683584776029214
Position 3842: 0.00017684375361460165
Position 398: 0.00017167462793406553
Position 3215: 0.00016630751195721377
Position 2501: 0.00014978951225985077
Position 3376: 0.0001424012552051987
Position 1517: 8.657909414407681e-05
Position 717: 7.352609589885442e-05
Position 754: 6.620466673954517e-05
Position 373: 3.983457307383609e-05
Position 370: 3.158664544250603e-05
Position 367: 1.098180201151891e-05
Position 1633: 9.621165211901133e-06
Position 1587: 7.11339150225294e-06
Position 881: 4.9837079844469255e-06
Position 1075: 6.427939945890017e-07
Position 919: 6.045517350435205e-07
Position 1052: 5.555725239925787e-07
Position 935: 5.479283271313052e-07
Position 759: 3.62698201110839e-07
Position 671: 1.9747161253064526e-07
Position 520: 6.947321081808239e-08
Position 602: 5.2904239963498093e-08
Position 420: 2.099714934148619e-08
Position 381: 3.705966009342452e-09
Position 266: 2.9081931584770233e-09
Position 286: 1.8994001312834384e-09
Position 290: 1.677005761673679e-09
Position 429: 1.737392683382488e-13
Position 435: 7.19830647896276e-15
Position 438: 3.4802778977975006e-15
