Gene = CCSAP
index = 316
Annotated 5SS: [   30   843 16204]
Annotated 3SS: [  427 15934 17529]
SMsplice 5SS: [ 279  843 1236]
SMsplice 3SS: [  731  1037 19282]
top_k =  100
Partition function (log Z): -13.120050380888056

Sorted 5' Splice Sites (High to Low Probability):
Position 843: 0.9514632031709719
Position 1236: 0.8245572203450809
Position 279: 0.805468415462223
Position 2699: 0.34440893922631566
Position 6657: 0.20637380615950207
Position 30: 0.2003277912325709
Position 4906: 0.12296655303911527
Position 1612: 0.09267110384065254
Position 700: 0.03668233871498
Position 541: 0.029813198236721697
Position 2541: 0.02790193664310915
Position 888: 0.006128594193892111
Position 494: 0.0020446077221923124
Position 505: 0.0007630554900718507
Position 1248: 0.0005473398174963544
Position 246: 2.223433905218026e-05
Position 338: 1.6629184674307096e-05
Position 265: 1.0907658744582334e-05
Position 356: 1.0144467911997607e-05
Position 158: 1.4863831758475424e-06
Position 148: 7.279656213027708e-07
Position 364: 3.622347313175239e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.8833835570167555
Position 1037: 0.8046384791074588
Position 11603: 0.4674074888080098
Position 6591: 0.4474295335316858
Position 2626: 0.23853430898019234
Position 6118: 0.11306155166066882
Position 4793: 0.11240221286519085
Position 427: 0.10293981380765069
Position 2583: 0.08472647484659526
Position 1449: 0.0708593105931542
Position 2662: 0.061512614553270444
Position 1186: 0.04858505832910249
Position 5096: 0.028711628162768874
Position 1517: 0.0251304238890326
Position 4660: 0.024246177845643126
Position 2216: 0.019933732502284307
Position 1750: 0.01900820218695103
Position 1486: 0.012387473766287484
Position 996: 0.012011445136273544
Position 2498: 0.009445063896676186
Position 787: 0.00761653502553608
Position 733: 0.007019054568390105
Position 581: 0.006598528950718102
Position 142: 0.005767482789084004
Position 3656: 0.004957861974111126
Position 2989: 0.004821668451920306
Position 172: 0.004414563782654246
Position 1586: 0.004078371974182766
Position 972: 0.003882206707377846
Position 179: 0.0033221790233246835
Position 206: 0.0031889974632300275
Position 781: 0.002492863539881501
Position 601: 0.0016860558287102511
Position 240: 0.0011028933200000783
Position 784: 0.0010279034967208384
Position 377: 0.0008874019730514631
Position 745: 0.0007713041530069698
Position 237: 0.000616353962223169
Position 148: 0.00048361627519495084
Position 1057: 0.0003503378020605364
Position 203: 0.00030570106369131006
Position 438: 0.00019835137273037414
Position 652: 0.0001542318589431787
Position 562: 7.242421322484237e-05
Position 489: 4.060102785571871e-06
Position 460: 2.8666206240483394e-06
Position 523: 1.1425216366706176e-06
Position 499: 7.266157598166436e-07
