Gene = DCTN4
index = 434
Annotated 5SS: [  251  2693  5631 16996 25742 27694 28066 28479 36203 39394 40834 43545]
Annotated 3SS: [ 2621  5451 16951 25633 27619 27952 28368 36128 39338 40725 43446 47746]
SMsplice 5SS: [  251  2693  5631 16292 16996 25742 27694 28066 28479 35168 36203 36445
 40834 43545]
SMsplice 3SS: [ 2621  5451 16159 16951 25633 27619 27952 28368 35043 36128 36346 40725
 43446 47746]
top_k =  100
Partition function (log Z): 12.330171073214414

Sorted 5' Splice Sites (High to Low Probability):
Position 25742: 1.0000000000000024
Position 16996: 1.0000000000000016
Position 5631: 1.0000000000000013
Position 28479: 0.9999999999999998
Position 2693: 0.996315421114307
Position 43545: 0.9957009647215858
Position 36445: 0.9230879397524074
Position 28066: 0.9084372295958911
Position 36203: 0.8894888772055118
Position 27694: 0.8884690266125219
Position 251: 0.6914582579168873
Position 35168: 0.682808008699596
Position 1189: 0.6216650655139018
Position 44922: 0.4936027951416202
Position 40834: 0.46884678233192667
Position 4826: 0.38551602501506477
Position 26071: 0.3273726271706679
Position 765: 0.3010423600533518
Position 2473: 0.17461338547266742
Position 39394: 0.16383696308144136
Position 274: 0.15525172202765147
Position 29647: 0.11834219799530005
Position 27733: 0.10848904495456868
Position 804: 0.10345003747823531
Position 1819: 0.10167442025393053
Position 4840: 0.07916299040520332
Position 173: 0.07508221080460771
Position 28050: 0.07381308121756527
Position 795: 0.06774726719321526
Position 3482: 0.061141519610035666
Position 3613: 0.03821023005569613
Position 45344: 0.02800157592581101
Position 3487: 0.02796986355358299
Position 549: 0.0267533086968199
Position 3579: 0.024027417848092692
Position 973: 0.023744154962746983
Position 46904: 0.023429556275819635
Position 524: 0.02121074057958023
Position 237: 0.0191952358818494
Position 28211: 0.01625528643636439
Position 998: 0.016101220858187115
Position 46641: 0.012244674620562637
Position 2229: 0.012212929207386768
Position 26082: 0.00987002847175986
Position 754: 0.009502996759781904
Position 37085: 0.008422529437021826
Position 38786: 0.006291795586454636
Position 39727: 0.006250691413748953
Position 864: 0.001920630531422001
Position 377: 0.0007590108827132718
Position 283: 0.0006066184902019068
Position 436: 0.0005453567486326252
Position 76: 0.0004543833042710634
Position 213: 0.00043013227165323475
Position 28305: 0.00029736513448587183
Position 45866: 4.804909183486583e-05
Position 143: 1.3135774958582363e-05
Position 26: 1.0701173214646737e-05
Position 71: 6.185873342030319e-06
Position 278: 2.9851110031373458e-06
Position 36: 1.5373080197123529e-06
Position 226: 5.14531949926689e-07
Position 33: 2.885828002548307e-07
Position 20: 2.0791710560376226e-07
Position 14: 1.3544779475283492e-07
Position 133: 4.009408435682473e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 16951: 1.0000000000000016
Position 25633: 1.0000000000000016
Position 43446: 0.999999999999998
Position 2621: 0.9963154211143073
Position 27952: 0.9949173623582069
Position 28368: 0.9678441877012985
Position 5451: 0.9257200234314066
Position 36128: 0.8947823628162584
Position 36346: 0.871297546298517
Position 35043: 0.682808008699596
Position 1160: 0.6207517177925792
Position 27619: 0.5202319555995375
Position 47746: 0.5120818820747777
Position 40725: 0.46884678233192667
Position 4763: 0.4646790154202679
Position 685: 0.3884539462313128
Position 27571: 0.3623270721259462
Position 25992: 0.3232942369973244
Position 46332: 0.30088771672640746
Position 44810: 0.29842079940968946
Position 44829: 0.17792084434113925
Position 2332: 0.17461338547266742
Position 39338: 0.16383696308144136
Position 29516: 0.1148077955950529
Position 27598: 0.10839801521891287
Position 3356: 0.0922850723508169
Position 5524: 0.07427997656859477
Position 1463: 0.059791204433230605
Position 36270: 0.04649690784314534
Position 3541: 0.04505041424374312
Position 49638: 0.044343909352484584
Position 50389: 0.042468616699303414
Position 729: 0.035171393120492354
Position 47963: 0.03453822230731471
Position 1505: 0.033531577110171164
Position 647: 0.028622744432075593
Position 864: 0.0245057124607508
Position 464: 0.023485037512611766
Position 46713: 0.023429556275819635
Position 44996: 0.023356622063222168
Position 28397: 0.021869675961295583
Position 48633: 0.017401402240271414
Position 45294: 0.017232662767448753
Position 26012: 0.013948418645103287
Position 44818: 0.013335123442434774
Position 1970: 0.01221292920738677
Position 46513: 0.011559924374540382
Position 601: 0.00975058102669847
Position 44845: 0.009728866087992361
Position 36853: 0.008422529437021823
Position 1596: 0.008351638710528738
Position 43913: 0.008231547548610638
Position 3160: 0.008050889901156148
Position 38740: 0.006291795586454636
Position 39485: 0.006250691413748953
Position 27642: 0.0060010286226942185
Position 3513: 0.005962654571691405
Position 43673: 0.00527775914705963
Position 45238: 0.0048441170313075115
Position 28427: 0.004778182535518989
Position 28385: 0.004772988391338218
Position 29569: 0.00353440240024715
Position 45185: 0.002855937656774544
Position 664: 0.002793127924374532
Position 28136: 0.0027288613006030585
Position 43892: 0.0025874630253775793
Position 420: 0.0015381380654450332
Position 45018: 0.0014956147070878407
Position 423: 0.0010979405379909644
Position 28161: 0.0009909042002193467
Position 43732: 0.0009809794063363666
Position 897: 0.0004733405097018847
Position 28382: 0.00045344434840574176
Position 28409: 0.0002815210621446355
Position 429: 0.00010498921524101313
Position 155: 9.73728980255446e-05
Position 27836: 8.374956781394761e-05
Position 27784: 8.158261066513155e-05
Position 45778: 4.804909183486583e-05
Position 426: 3.8000755931332574e-05
Position 495: 2.5020145409161845e-05
Position 564: 1.697687564173589e-05
Position 466: 1.5713417091178747e-05
Position 115: 5.857689333370603e-06
Position 325: 5.5561638567625436e-06
Position 216: 3.2399107411110486e-06
Position 27816: 3.3821709481926976e-07
Position 27878: 1.6412970325675772e-07
