Gene = PDCD10
index = 1007
Annotated 5SS: [  165   613 14765 29985 37818 39231 47212 47593]
Annotated 3SS: [  475 14552 29930 37699 39103 47132 47509 50436]
SMsplice 5SS: [  368 14394 14765 30037 37818 39231 39592 39795 45402 47212 47593]
SMsplice 3SS: [14236 14552 29930 37699 39103 39395 39674 45253 47132 47509 50436]
top_k =  100
Partition function (log Z): -32.300874259646676

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.711744438535622
Position 1749: 0.10304438909443858
Position 1209: 0.09286453814868972
Position 21: 0.09100153057828693
Position 1229: 0.07119801897197757
Position 395: 0.06982217628547023
Position 1959: 0.060557624944007654
Position 613: 0.0536676488339818
Position 259: 0.0451433467238188
Position 738: 0.03850420939507648
Position 202: 0.03339644208002041
Position 2515: 0.022634525821054102
Position 399: 0.013775779887299796
Position 1005: 0.01356638575748308
Position 709: 0.002983802644424147
Position 1526: 0.0021510024613764973
Position 757: 0.0020087800298585075
Position 165: 0.001996999306120094
Position 805: 0.0014454745488629058
Position 1009: 0.0009309102789443492
Position 348: 0.00038597419537373154
Position 700: 0.0002726917598187903
Position 284: 0.0002090103253953839
Position 248: 9.314122346136224e-05
Position 26: 7.188276041835403e-05
Position 206: 5.979825166304216e-05
Position 75: 5.582217794832795e-05
Position 545: 1.82589026845627e-06
Position 174: 4.5170005044025636e-07
Position 28: 2.830973539342541e-07
Position 34: 9.291914840326854e-09
Position 14: 8.367712329943598e-10
Position 51: 3.157181225346124e-10
Position 6: 2.4442778053504553e-10
Position 45: 2.4365806298587495e-10
Position 39: 1.4223104762742846e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2792: 0.31227009008695417
Position 1084: 0.24464513335973678
Position 9576: 0.2349744365703532
Position 1687: 0.17386824353321828
Position 641: 0.14010156448515182
Position 2322: 0.12345619732233688
Position 1345: 0.043531603383595
Position 6358: 0.03644325053761225
Position 475: 0.019984522138712716
Position 958: 0.017805198080330924
Position 2292: 0.01613628104514288
Position 3649: 0.014047115554214602
Position 2421: 0.009857435223949282
Position 2812: 0.009300029771895863
Position 1646: 0.008336244028564184
Position 2838: 0.006603883022088106
Position 2056: 0.006062795021004752
Position 1576: 0.005346600386069647
Position 480: 0.004929164781564785
Position 127: 0.0036541487721238252
Position 347: 0.0006005732739008652
Position 598: 0.0005368864728256317
Position 1425: 0.000279658105287599
Position 1387: 0.0002609455517687962
Position 1169: 0.0002204056717030688
Position 579: 0.0002203599392125854
Position 482: 0.00011584329327230486
Position 529: 1.5708778097398395e-07
Position 399: 1.5028291730960435e-07
