Gene = LEP
index = 781
Annotated 5SS: [   23 10879]
Annotated 3SS: [10706 13119]
SMsplice 5SS: [   23  1178  1639 10879]
SMsplice 3SS: [ 1034  1436 10706 11157]
top_k =  100
Partition function (log Z): -9.551026163943547

Sorted 5' Splice Sites (High to Low Probability):
Position 1639: 0.9793320658082769
Position 1178: 0.9779679092636286
Position 23: 0.8658895754213484
Position 10879: 0.8420487609008778
Position 8088: 0.3127409185046813
Position 460: 0.09519405343751156
Position 271: 0.026141671661644217
Position 400: 0.013697799882385297
Position 1087: 0.008988607588417139
Position 973: 0.006341033112599896
Position 3251: 0.0037870027921081692
Position 2570: 0.0018027858995388413
Position 1547: 0.0014898869426797656
Position 559: 0.0007348741691179331
Position 519: 0.0005781245676976116
Position 1678: 0.0005126250674810104
Position 936: 4.88204529556906e-05
Position 798: 5.139500079120741e-06
Position 236: 3.150409045494925e-06
Position 60: 2.4522948218897424e-06
Position 190: 2.158021792725952e-06
Position 165: 6.385515529050806e-08
Position 115: 9.4372142019715e-09
Position 15: 2.2544930877627168e-09
Position 144: 1.1561634591132506e-10
Position 172: 1.1427014501065291e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1436: 0.9343693583262617
Position 10706: 0.8846472239579308
Position 1034: 0.3693264820044797
Position 8002: 0.3127409185046813
Position 1077: 0.3067258379226861
Position 11157: 0.27071951913562375
Position 1139: 0.1989604716591367
Position 13227: 0.11825796730290541
Position 13119: 0.11448942046712132
Position 15378: 0.1090201249411964
Position 14636: 0.0690442480854293
Position 11197: 0.06407207718827933
Position 11816: 0.0594490452704564
Position 1039: 0.04557017196900075
Position 1503: 0.045406996954418924
Position 917: 0.041428289000210616
Position 9394: 0.03166124288444216
Position 13122: 0.023234630637825743
Position 1009: 0.02139534844273078
Position 4143: 0.01696590559519875
Position 5536: 0.015485619901709272
Position 9685: 0.01467165352181796
Position 1497: 0.014408248100435245
Position 11913: 0.013761727872040556
Position 7578: 0.004485959995528056
Position 1151: 0.0035171536507266708
Position 3066: 0.0029810287464395574
Position 4099: 0.002347449143256424
Position 2370: 0.002208895337880277
Position 1879: 0.0020311774939744025
Position 243: 0.0018603671445557581
Position 6166: 0.0018279649687296413
Position 956: 0.0014569976444978108
Position 1813: 0.0014411168565924934
Position 5189: 0.0013954590732104155
Position 6497: 0.0013720794736544273
Position 178: 0.0013128884651488005
Position 5742: 0.0011969356685875062
Position 6224: 0.0011699869461911873
Position 315: 0.0009973644466042962
Position 5949: 0.000973901304585423
Position 6358: 0.0009458577024828492
Position 833: 0.0009251074467312943
Position 357: 0.0008356360146651162
Position 2998: 0.0008059740456686118
Position 5215: 0.0007183481357630779
Position 3802: 0.000619259327905817
Position 246: 0.0006043526092836687
Position 4430: 0.0005224255445388172
Position 377: 0.00043935406740743205
Position 160: 0.0003412886990860303
Position 3501: 0.0002843563199040737
Position 3378: 0.00026887813844619544
Position 2517: 0.0002605884499224097
Position 1961: 0.00022138346351641713
Position 1304: 0.000220349003708758
Position 1716: 0.00021062202930193088
Position 1933: 0.00019119867944889792
Position 2078: 0.00012791206028483465
Position 1301: 0.00011180606923654646
Position 1242: 8.978702843562527e-05
Position 1537: 8.273935485153061e-05
Position 750: 3.470326023069133e-05
Position 1589: 2.4144410384877856e-05
Position 877: 1.2165872869580448e-05
Position 172: 7.839361299899267e-06
Position 260: 5.806616957213485e-06
Position 182: 3.7680804433652443e-06
Position 144: 2.2711301061302448e-06
Position 362: 2.179161313852483e-06
Position 289: 1.333850595779161e-07
