Gene = SRD5A1
index = 1329
Annotated 5SS: [  527 18666 22837 29624]
Annotated 3SS: [18498 22734 29472 34858]
SMsplice 5SS: [  527 18666 22837 29624]
SMsplice 3SS: [18498 22734 29472 34858]
top_k =  100
Partition function (log Z): -26.791377671811524

Sorted 5' Splice Sites (High to Low Probability):
Position 527: 0.9937831802615524
Position 3011: 0.47316391376647793
Position 344: 0.04183843162070542
Position 146: 0.021459057889530612
Position 131: 0.018709175079354764
Position 2708: 0.006812877838549544
Position 926: 0.0007779618231139047
Position 293: 0.0007626117267814139
Position 118: 0.0003803358632438175
Position 14: 0.0003222660709027495
Position 328: 7.8296310893809e-05
Position 405: 7.393531634379609e-05
Position 381: 6.89248177860583e-05
Position 300: 4.9846182928212275e-05
Position 30: 4.4322642450425e-05
Position 402: 4.359384315178479e-05
Position 312: 2.5086963317425916e-05
Position 252: 7.030400277155396e-06
Position 109: 6.288536260442304e-06
Position 342: 1.2422913484721121e-06
Position 443: 7.169162260492493e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2841: 0.18952429032791895
Position 8282: 0.16041761587490144
Position 10612: 0.1596286488650583
Position 10644: 0.11716541429231456
Position 2860: 0.11153090547880085
Position 11464: 0.07574236259234499
Position 2939: 0.07122795425816292
Position 9212: 0.070804746186628
Position 5332: 0.06953470215128418
Position 475: 0.06516954513734244
Position 9047: 0.05870291269615733
Position 2978: 0.04934174303162543
Position 649: 0.04650309573514975
Position 7887: 0.03550592151177216
Position 2942: 0.03491121485296704
Position 1554: 0.033440569680499646
Position 617: 0.030440495986265442
Position 6403: 0.029437203930457498
Position 2811: 0.023860690160922356
Position 5997: 0.023104779426350835
Position 3930: 0.02211271830303707
Position 443: 0.01320518103780047
Position 5853: 0.01051384056991538
Position 4458: 0.008029634176236308
Position 4267: 0.0069482473713638184
Position 2580: 0.006812877838549544
Position 1061: 0.005532537319100468
Position 4204: 0.00495524013294439
Position 1473: 0.0036787816597145563
Position 1498: 0.0032624612976587686
Position 631: 0.002872856168456516
Position 838: 0.002576930614116112
Position 1394: 0.0021601458667869135
Position 1686: 0.002026459102331745
Position 293: 0.0018711567877478191
Position 3398: 0.0018273548179520895
Position 870: 0.001230921914808623
Position 1753: 0.0011467239441594452
Position 2733: 0.0006560195334230885
Position 693: 0.0005192597229606722
Position 410: 0.00017674680566805067
Position 373: 0.00016747054822660874
Position 451: 7.415709615920068e-05
Position 332: 1.877774347666478e-05
Position 823: 1.8368353665937703e-05
Position 367: 1.0278083325902488e-05
Position 225: 5.2157366399272626e-06
Position 213: 2.153608102708002e-06
Position 263: 1.6553750268419894e-06
Position 260: 1.12454918978807e-07
