Gene = SELT
index = 1244
Annotated 5SS: [  212 19208 19882 21612 23876]
Annotated 3SS: [19096 19754 21523 23721 24370]
SMsplice 5SS: [  212  1044 19208 19882 21612 23876]
SMsplice 3SS: [  938 19096 19754 21523 23721 24370]
top_k =  100
Partition function (log Z): -18.110778943909374

Sorted 5' Splice Sites (High to Low Probability):
Position 1044: 0.9814354514147043
Position 212: 0.6316077518547313
Position 399: 0.21444123549958805
Position 376: 0.057043505288099684
Position 216: 0.04741491585620997
Position 5871: 0.045882368474207444
Position 176: 0.018902550134747585
Position 2463: 0.015508975193621231
Position 673: 0.007879626591910906
Position 636: 0.007387519737323051
Position 794: 0.006831874709293951
Position 5415: 0.0025612466161336065
Position 4333: 0.00252451870049472
Position 2591: 0.0019014016711625102

Sorted 3' Splice Sites (High to Low Probability):
Position 938: 0.626189073715823
Position 14930: 0.49479411736824597
Position 902: 0.162933577468847
Position 8329: 0.12508715934751613
Position 958: 0.09765232874418305
Position 12545: 0.09313417581352164
Position 5966: 0.07338994395225983
Position 5785: 0.05314505024405539
Position 829: 0.04080014640460446
Position 869: 0.03686686679217862
Position 2369: 0.029500318524982916
Position 4165: 0.02743073118574687
Position 2445: 0.022344463793392905
Position 2887: 0.016377869214675433
Position 2688: 0.01341352467442798
Position 8463: 0.011012653021988165
Position 5183: 0.009731391710743246
Position 7571: 0.009246152171677005
Position 955: 0.009079006544426114
Position 8424: 0.008841377557535507
Position 3921: 0.007224064032506618
Position 7372: 0.006745441210031087
Position 7888: 0.00639008169073681
Position 3331: 0.006311324623026
Position 7404: 0.006189348618836372
Position 4242: 0.005353937687395681
Position 7594: 0.005315334291283093
Position 4190: 0.004233217112478452
Position 1157: 0.003939880475215169
Position 6664: 0.0037950097058168063
Position 6082: 0.003471220759150337
Position 2262: 0.0023761055836502994
Position 1500: 0.002114299043748387
Position 2222: 0.0020869653564546853
Position 1142: 0.0020194687722989483
Position 4749: 0.001884157270516447
Position 1117: 0.001724764770674939
Position 3065: 0.0016719076956539535
Position 1311: 0.0014598618153108063
Position 430: 0.0012418487960118522
Position 2495: 0.0011781449964864148
Position 5231: 0.0006842527672951904
Position 1467: 0.0006571413824293241
Position 1873: 0.0005396007137569944
Position 2070: 0.0005060345790490422
Position 2227: 0.00047518992397876345
Position 1260: 0.0004572072314631231
Position 1332: 0.00030245186654471264
Position 1016: 3.912631610568754e-06
Position 666: 8.380879773766764e-07
