Gene = NMD3
index = 945
Annotated 5SS: [  120   768  3775  6054 12190 13566 13923 16902 17537 19874 21364 25159
 26041 28271 29037]
Annotated 3SS: [  703  3639  5956 12108 13436 13831 16822 17439 19755 21217 25045 25967
 28163 28965 29489]
SMsplice 5SS: [  435  3775  6054 12190 13566 13923 16902 17537 21364 26041 27632 28271
 29037]
SMsplice 3SS: [ 3639  5956 12068 13436 13831 16822 17439 21217 25967 27505 28163 28965
 29489]
top_k =  100
Partition function (log Z): 13.576238080933289

Sorted 5' Splice Sites (High to Low Probability):
Position 6054: 1.000000000000001
Position 28271: 0.9891393654398815
Position 13923: 0.9847909469730314
Position 21364: 0.9727138708900699
Position 12190: 0.9659996571563099
Position 29037: 0.9313751771008659
Position 17537: 0.847143381700332
Position 16902: 0.7830303300413912
Position 3775: 0.7472132648539995
Position 435: 0.6728575419006769
Position 29601: 0.5855353121640993
Position 13566: 0.5589863693360299
Position 26041: 0.5372865607620892
Position 27632: 0.5083162477899961
Position 1566: 0.48287010287918036
Position 13586: 0.28129611691726164
Position 26102: 0.28018875552649414
Position 768: 0.2799176406107875
Position 29401: 0.2482160995231296
Position 28857: 0.19028843449704866
Position 3729: 0.1884652687195243
Position 11628: 0.15590541216911558
Position 26109: 0.1481229892489922
Position 851: 0.14699784847461594
Position 343: 0.09374320451497276
Position 814: 0.08440846594227402
Position 28874: 0.08059731952797584
Position 446: 0.07566199798048807
Position 14445: 0.06989007910238493
Position 16898: 0.06910142267904887
Position 25717: 0.0658500814508167
Position 120: 0.057574064018549
Position 641: 0.05377598103850292
Position 17123: 0.04324439236002837
Position 25159: 0.03314735119860275
Position 3858: 0.02927193332263676
Position 1534: 0.02820350001635226
Position 29349: 0.02666510133711649
Position 8101: 0.024243808245557545
Position 8200: 0.021820237543033624
Position 16126: 0.02114485888426197
Position 42: 0.01611324334265079
Position 28403: 0.014753502281593542
Position 3785: 0.01339871056285762
Position 29592: 0.011937114547559547
Position 27646: 0.008962307684937932
Position 22191: 0.007965069575503242
Position 13554: 0.005938551675086731
Position 215: 0.005461313174253431
Position 26171: 0.003819327408190134
Position 855: 0.0030633519923483274
Position 3743: 0.0028500499374479924
Position 266: 0.0019582191740609672
Position 319: 0.0017486394093180534
Position 4132: 0.0014042286332188877
Position 241: 0.0007478553774348713
Position 272: 0.0005059491951018417
Position 124: 0.00042663393326997095
Position 801: 0.0004181640630070018
Position 772: 0.00029334050080576937
Position 423: 0.00023647258615695392
Position 323: 3.8846619342996594e-05
Position 507: 2.1869609225673846e-05
Position 105: 1.447058483312502e-05
Position 259: 1.0500023383241164e-05
Position 167: 9.817839312567862e-06
Position 338: 1.1740775110097908e-06
Position 335: 9.789967990376587e-07
Position 300: 9.036542206914323e-07
Position 348: 7.262283461065624e-07
Position 67: 4.6650222725906506e-07
Position 239: 4.2726988217056664e-07
Position 246: 3.388121449261754e-07
Position 83: 1.256233234594708e-07
Position 276: 1.1947028331453056e-07
Position 132: 8.046900076422158e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 29489: 0.9992056532495885
Position 28163: 0.9991312659033524
Position 3639: 0.9767095081562485
Position 25967: 0.9694176329457652
Position 28965: 0.9241239520797023
Position 13831: 0.8612049818921219
Position 17439: 0.847143381700333
Position 21217: 0.832059558940943
Position 5956: 0.7994517741476358
Position 13436: 0.7955605504317593
Position 12068: 0.7827389310292511
Position 27505: 0.5172785554749341
Position 1323: 0.5110736028955323
Position 16822: 0.45940165747069284
Position 16801: 0.42174871875882985
Position 703: 0.32888389036614796
Position 29704: 0.23159346642634224
Position 5922: 0.19539325734272456
Position 28739: 0.1919658750979811
Position 12108: 0.18326072612705907
Position 11453: 0.15590541216911558
Position 29231: 0.14715442988370764
Position 21282: 0.1406543119491274
Position 580: 0.13618196632233057
Position 30323: 0.1157112961457691
Position 13648: 0.09914552640608514
Position 29757: 0.07249240321269816
Position 25611: 0.0658500814508167
Position 29252: 0.06426272548221881
Position 28736: 0.058547347429653396
Position 30018: 0.05741493205979152
Position 30445: 0.0489064970185116
Position 13365: 0.04026619407313536
Position 14335: 0.036673096359786855
Position 25045: 0.03314735119860275
Position 29161: 0.03258568153467121
Position 14279: 0.03198829924854103
Position 29282: 0.028745664140266504
Position 7987: 0.02752131203994891
Position 30254: 0.025510937202883437
Position 13867: 0.024440438674824413
Position 15993: 0.021144858884261982
Position 28764: 0.02068155500384443
Position 8100: 0.018542733748642296
Position 30328: 0.018032034352466746
Position 711: 0.014206635296062501
Position 30531: 0.011939795826881323
Position 605: 0.011010433142095571
Position 13330: 0.010394293423483466
Position 30224: 0.009091997167977664
Position 17060: 0.008993732899030884
Position 22037: 0.007965069575503242
Position 30878: 0.006779067298337068
Position 17006: 0.005232035951914481
Position 5896: 0.005154968509640263
Position 3807: 0.004489719240218449
Position 28988: 0.004222767583138281
Position 28344: 0.003183253896262988
Position 28658: 0.0027194339315706915
Position 421: 0.0024612803268255863
Position 29304: 0.002132699819381943
Position 544: 0.001728988291975416
Position 4013: 0.001404228633218888
Position 14353: 0.0012286834940570012
Position 521: 0.0010223894028913722
Position 28124: 0.0008687340966472408
Position 28350: 0.0007096138252128518
Position 29495: 0.0007086265735028892
Position 755: 0.0002578565825309773
Position 739: 0.0002573332782489712
Position 29511: 8.572017690809127e-05
