Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  100
Partition function (log Z): -7.853094539006731

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8979053420347727
Position 1176: 0.8476739729505439
Position 832: 0.09373531991813248
Position 807: 0.03244588856138685
Position 455: 0.01956405952861617
Position 826: 0.006465030866047529
Position 947: 0.003858795361809418
Position 410: 0.001740981891953611
Position 240: 0.0014407446930790775
Position 174: 0.0012510702447657168
Position 980: 0.0011849927357079106
Position 302: 2.2502603626835062e-05
Position 25: 6.197928329170425e-06
Position 839: 2.7456320671283475e-06
Position 377: 5.680427732253021e-07
Position 215: 3.186901075230392e-07
Position 38: 1.138942548166907e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.6087193246648648
Position 1244: 0.32072971769367803
Position 1083: 0.12234897955319742
Position 1282: 0.1019568287961335
Position 1289: 0.10086005306960238
Position 1226: 0.09949190724461408
Position 924: 0.0948269109421366
Position 1641: 0.08576624862405548
Position 1566: 0.08032618937700692
Position 1885: 0.05703832364810944
Position 638: 0.03890627988820848
Position 1785: 0.028621250054789053
Position 1054: 0.02123295775521277
Position 695: 0.020625864465221938
Position 2149: 0.01969225895689798
Position 1888: 0.01721543243911522
Position 485: 0.010001184606229563
Position 1261: 0.009840454730014438
Position 2188: 0.008566068985541408
Position 669: 0.0064949849382619435
Position 2390: 0.004626796068839857
Position 1711: 0.004136510032854654
Position 1335: 0.003848319777635142
Position 1270: 0.003657505580641757
Position 1129: 0.0033101727974641374
Position 1033: 0.0027243754658548593
Position 134: 0.002533329837610867
Position 1303: 0.002424194166415785
Position 642: 0.0022393475480090227
Position 1953: 0.002216089525568001
Position 290: 0.0020644642540997614
Position 1267: 0.0019970944245401127
Position 1860: 0.001832049598414474
Position 154: 0.0018038142167130556
Position 1915: 0.0017885287073685593
Position 977: 0.0017486217962114168
Position 1977: 0.0014954017540220212
Position 2275: 0.001272350563494392
Position 2340: 0.001185483127606156
Position 1376: 0.001138811170200463
Position 236: 0.0010884891805121922
Position 1167: 0.0010699667006283742
Position 1249: 0.0010097826074913978
Position 1193: 0.0010008729963884913
Position 825: 0.0009218148294372671
Position 860: 0.000787464209474193
Position 524: 3.7460254150414686e-05
Position 609: 3.201201451781704e-05
Position 676: 2.999002633140994e-05
Position 211: 9.832998070489445e-06
Position 381: 6.376409690837322e-06
