Gene = SSNA1
index = 1340
Annotated 5SS: [132 619]
Annotated 3SS: [ 418 1159]
SMsplice 5SS: [158 505]
SMsplice 3SS: [ 418 1159]
top_k =  100
Partition function (log Z): -4.3724383656363175

Sorted 5' Splice Sites (High to Low Probability):
Position 505: 0.675964363184969
Position 158: 0.66321372816869
Position 132: 0.29064696136253837
Position 619: 0.2884947954158156
Position 268: 0.018965331048738217
Position 1123: 0.014074120765832133
Position 1072: 0.012137644435232681
Position 130: 0.010513463507102111
Position 1496: 0.00999536234789277
Position 1245: 0.009666543658499345
Position 1088: 0.006325418494260686
Position 1381: 0.005542910067105435
Position 266: 0.0038432736086063133
Position 324: 0.002553565747426243
Position 125: 0.0017613758739355983
Position 180: 0.0015547265855570985
Position 1397: 0.0013109586718660757
Position 968: 0.0013085464077089437
Position 47: 0.0010146845514038066
Position 1321: 0.0010116624650459228
Position 1485: 0.0007794909354018398
Position 56: 0.000645832805640669
Position 199: 0.0004359111759148825
Position 321: 0.00034212923491164546
Position 347: 0.00022551964808744754
Position 53: 2.6778446256153832e-05
Position 13: 1.9336105627528526e-05
Position 576: 2.8694457650328317e-06
Position 10: 2.693769439971266e-06
Position 894: 2.3480335650872574e-06
Position 252: 7.308553543872212e-07
Position 73: 7.146191201356586e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9817113484594769
Position 1159: 0.7247142619826666
Position 1042: 0.15084093429337256
Position 1380: 0.03661375129955283
Position 1306: 0.0286885110570698
Position 1603: 0.02557747397786528
Position 858: 0.017597109333158632
Position 880: 0.011805087060592231
Position 396: 0.011678835909368327
Position 1011: 0.00846250349702451
Position 1355: 0.008357672676668095
Position 1122: 0.00642023305669667
Position 1548: 0.004437938287504259
Position 1657: 0.002976922900904282
Position 1058: 0.0015258976722797761
Position 462: 0.00029700142207071055
Position 424: 0.000244352673966317
Position 468: 0.00016749185106144923
Position 1358: 0.00014384347994231836
Position 298: 5.937454997826215e-05
Position 498: 3.5151191600909146e-05
Position 972: 2.2108746661978755e-05
Position 558: 4.663349337651111e-06
Position 746: 4.3536704223595223e-07
Position 353: 2.3362766642722988e-07
Position 260: 1.9205094894364486e-07
Position 441: 1.718229962697923e-07
Position 194: 1.2180739739751665e-07
Position 543: 6.89509373225366e-08
Position 243: 4.9750622195027555e-08
Position 438: 4.9336878540607576e-08
