Gene = LMBRD2
index = 786
Annotated 5SS: [  406  8786  9460 10855 14688 15653 27771 29114 29682 34227 35502 36947
 37538 40807 42017 43428 46894]
Annotated 3SS: [ 8554  9361 10758 14519 15441 27695 28999 29497 34044 35367 36840 37439
 40702 41969 43321 46763 47854]
SMsplice 5SS: [  247  8786  9266  9460 10855 12089 14688 15653 15910 22377 29114 29682
 34227 35502 36677 36947 37538 38589 40807 42017 43428 46894]
SMsplice 3SS: [ 8554  8970  9361 10758 12008 14519 15441 15737 22335 28999 29497 34044
 35367 36407 36840 37439 38478 40739 41969 43321 46763 47854]
top_k =  100
Partition function (log Z): 24.244726452115735

Sorted 5' Splice Sites (High to Low Probability):
Position 22377: 1.0000000000000044
Position 29682: 1.0000000000000044
Position 34227: 1.0000000000000044
Position 40807: 1.0000000000000038
Position 43428: 0.9985936228302207
Position 46894: 0.9980649986174469
Position 247: 0.9968566492694015
Position 15653: 0.9968377732547241
Position 9460: 0.9942880565550549
Position 10855: 0.9936935203357966
Position 8786: 0.9667728453314509
Position 35502: 0.9570924110941496
Position 37538: 0.9536432464031002
Position 42017: 0.9139977558823121
Position 14688: 0.8904663230315744
Position 15910: 0.8352755977001035
Position 38589: 0.7088159910276954
Position 36947: 0.6762488253341945
Position 9266: 0.670307856608652
Position 36677: 0.6132934785762105
Position 12089: 0.4220772752746731
Position 9734: 0.4078266467419148
Position 12070: 0.33295933983885406
Position 47949: 0.32320329279203797
Position 16101: 0.26096996594942656
Position 49776: 0.24838864008888092
Position 36956: 0.21060116431030565
Position 12098: 0.16510075817157954
Position 47713: 0.1567514453947913
Position 37731: 0.13038928066322106
Position 37978: 0.09529653463450057
Position 42264: 0.08315812698359011
Position 7539: 0.07940042929614843
Position 18364: 0.07018687685428081
Position 38673: 0.06927448505635235
Position 37693: 0.06874397194740896
Position 43696: 0.06686568662021096
Position 874: 0.06341320937060205
Position 10288: 0.059433791765002346
Position 51216: 0.05572863820115031
Position 3586: 0.052208569969381634
Position 9161: 0.04933573104406439
Position 38: 0.04916768906498263
Position 49196: 0.04818760103476381
Position 41489: 0.04609324966042045
Position 14116: 0.04596598581358865
Position 44991: 0.04262928513493151
Position 20628: 0.03992635349754842
Position 17739: 0.03648244418302681
Position 36951: 0.035810489224696
Position 36996: 0.032965200072306154
Position 50086: 0.026394359511552022
Position 51362: 0.023575056119013543
Position 41814: 0.022186447436481342
Position 15514: 0.021638427829986304
Position 16448: 0.018736852660027357
Position 42799: 0.016425913959145035
Position 9204: 0.015638197401730794
Position 18296: 0.015296178732655102
Position 42892: 0.013045086819271513
Position 45486: 0.012706889545643283
Position 37509: 0.011293311306462848
Position 41525: 0.008774822834520836
Position 48833: 0.006717156286413347
Position 43922: 0.005674720080555211
Position 42268: 0.005061071473461265
Position 44463: 0.00331479732136355
Position 406: 0.002564196586564569
Position 43679: 0.0024081372496053467
Position 46975: 0.0018256731526598302
Position 25: 0.0013323563133599543
Position 267: 0.0004653034175695093
Position 16042: 0.0004029169702506848
Position 499: 0.00011385072645934841

Sorted 3' Splice Sites (High to Low Probability):
Position 29497: 1.0000000000000044
Position 34044: 1.0000000000000044
Position 22335: 1.0000000000000038
Position 43321: 0.9987729491549604
Position 9361: 0.9971342221062229
Position 10758: 0.9936935203357989
Position 46763: 0.9880282031395772
Position 8554: 0.966772845331449
Position 35367: 0.9570924110941496
Position 36840: 0.9556256789415026
Position 37439: 0.948739856372462
Position 40739: 0.9433468416673247
Position 12008: 0.9201373732851069
Position 47854: 0.8057988340344475
Position 8970: 0.7353793783980982
Position 15441: 0.7191656168338652
Position 38478: 0.7146671704277177
Position 14519: 0.7095048139857781
Position 15737: 0.6404025828916096
