Gene = CDV3
index = 341
Annotated 5SS: [  555  1386 10421 12993]
Annotated 3SS: [ 1308 10271 12832 14165]
SMsplice 5SS: [  451  1386 10352]
SMsplice 3SS: [ 1308 10271 11666]
top_k =  100
Partition function (log Z): -6.485979431509948

Sorted 5' Splice Sites (High to Low Probability):
Position 10352: 0.9382923120158962
Position 1386: 0.9230606735463293
Position 451: 0.7704814587567624
Position 10749: 0.4138711543823612
Position 12993: 0.37744707864597404
Position 555: 0.21502258150396744
Position 8398: 0.08513749568691702
Position 10421: 0.050375572012250625
Position 8402: 0.03826656653133784
Position 5284: 0.020524128140732106
Position 14344: 0.009881223413851208
Position 6471: 0.008695100272455325
Position 222: 0.007951134026227444
Position 4599: 0.007673459941756155
Position 2115: 0.007065404740743876
Position 5355: 0.004351626896413962
Position 10783: 0.0038162732665443172
Position 10370: 0.003311269110709337
Position 490: 0.003225065765209013
Position 1013: 0.0024327675375433433
Position 10414: 0.0022182228085408386
Position 10316: 0.0022121785575444793
Position 822: 0.0019158706403947943
Position 10334: 0.0017512679442893313
Position 1197: 0.0012180925488214124
Position 863: 0.0005711131894013717
Position 297: 0.000272684629362157
Position 1239: 0.00022945888242352708
Position 28: 2.501937001290701e-06
Position 127: 1.459535366102346e-07
Position 403: 9.914188741453116e-08
Position 163: 1.75550054044113e-08
Position 439: 4.6215510396001145e-09
Position 204: 1.1108612002482712e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1308: 0.8399645994360773
Position 10271: 0.8058783689244028
Position 12838: 0.37744707864597404
Position 10546: 0.36675414808280377
Position 14165: 0.31112521330737936
Position 11666: 0.30810650587037597
Position 10274: 0.1941216310755992
Position 8285: 0.12340406221825477
Position 14064: 0.07276137022554505
Position 16467: 0.05390044015362848
Position 14622: 0.05361562809220495
Position 1276: 0.03389072682040377
Position 14408: 0.03366565571500306
Position 10654: 0.03153999533084919
Position 13431: 0.025765070299821703
Position 10574: 0.025302032321906406
Position 14866: 0.024812057572874337
Position 1151: 0.024198201980888918
Position 11345: 0.02407706910601897
Position 5176: 0.022424537203511525
Position 13428: 0.02180642554189053
Position 10986: 0.020400403068712176
Position 1242: 0.017754860425808594
Position 10897: 0.015995207065676385
Position 13362: 0.011909923336794286
Position 4447: 0.007673459941756155
Position 10438: 0.006486957662961919
Position 12266: 0.005383885229387951
Position 11024: 0.0052060896942826345
Position 1258: 0.005054158179794683
Position 6361: 0.00455380511098477
Position 10596: 0.004426651714721654
Position 6391: 0.0041412951614705545
Position 1071: 0.003195368135495784
Position 2011: 0.002819393402146648
Position 4989: 0.002451217833634536
Position 11662: 0.00195550639385215
Position 1973: 0.0017259649664634856
Position 2045: 0.001444251049935875
Position 1827: 0.0010757953221978696
Position 10511: 0.0007332377252955104
Position 933: 0.0004939361963596389
Position 528: 0.0003962892365872427
Position 936: 0.0003922665376323911
Position 821: 0.0003124943297818509
Position 691: 0.00025956521395644014
Position 359: 0.00016473510072101264
Position 305: 6.005763477078089e-05
Position 361: 5.2931612545723785e-05
Position 901: 4.440178101413853e-05
Position 873: 4.146948158395443e-05
Position 542: 3.665155609430084e-05
Position 719: 2.528141095369093e-05
Position 329: 1.6513206915867408e-05
Position 302: 1.4396069309967236e-05
Position 368: 1.2590454074392973e-05
Position 1098: 2.1765455113504818e-06
