Gene = ASZ1
index = 105
Annotated 5SS: [  168   688  5287  7361 41826 42798 44538 45455 46513 47586 58912 60172]
Annotated 3SS: [  587  5163  7248 41713 42662 44412 45378 46455 47475 58805 60057 63774]
SMsplice 5SS: [  168   688  5287 41826 42798 44538 45455 47586]
SMsplice 3SS: [  587  5163 41713 42662 44412 45239 47475 58805]
top_k =  100
Partition function (log Z): -32.735573649980715

Sorted 5' Splice Sites (High to Low Probability):
Position 688: 0.9957993332643037
Position 168: 0.9805684238131585
Position 5287: 0.884517609256917
Position 7361: 0.3558275440984286
Position 146: 0.016307583160374294
Position 5840: 0.0010744866614310845
Position 4722: 0.0008150478303158783
Position 5727: 0.0007897929514355081
Position 112: 0.000789780826745616
Position 383: 0.000522274074586524
Position 399: 0.0004771726076132413
Position 5069: 0.00047417754514889103
Position 464: 0.0003268312616685713
Position 266: 0.0003222595736581277
Position 377: 0.00023493058537473125
Position 502: 0.0001647264492148981
Position 35: 7.820321179026124e-05
Position 298: 5.399988816928538e-05
Position 264: 4.280345835849411e-05
Position 161: 3.404310109202809e-05
Position 201: 2.6644237523209608e-05
Position 394: 2.4130104493092548e-05
Position 302: 1.6573952251468476e-05
Position 5263: 1.4761140602985045e-05
Position 522: 9.619693919224362e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 587: 0.9852711110983986
Position 5163: 0.8527319564291646
Position 16795: 0.38663550485689674
Position 7248: 0.35454388962264904
Position 11809: 0.2408575696948043
Position 12286: 0.12170401226575503
Position 11820: 0.04089371293407526
Position 14197: 0.03987352689978839
Position 5545: 0.03462668984635503
Position 13221: 0.024315290702426846
Position 7782: 0.02177072071190697
Position 5189: 0.020756434005851275
Position 5221: 0.011688325855080601
Position 5526: 0.011365435709115333
Position 5965: 0.009729654689581584
Position 615: 0.008176924137257728
Position 10870: 0.007281011245940944
Position 5839: 0.0071078528613308595
Position 7100: 0.006995144081804956
Position 8569: 0.0055412082790399254
Position 5235: 0.005535384626530016
Position 8142: 0.005097599795411058
Position 8280: 0.004801749692056619
Position 3664: 0.004671416931634694
Position 6036: 0.00446074712519311
Position 1037: 0.003055516447477264
Position 6450: 0.00226209745413817
Position 4353: 0.002135088976973109
Position 5713: 0.0017147275126116255
Position 472: 0.0012928576694177436
Position 6674: 0.001177993475898387
Position 897: 0.001080316129432623
Position 4857: 0.0008774176374309559
Position 1376: 0.0008668516061299457
Position 431: 0.0008598213720543164
Position 376: 0.0008097077474027815
Position 758: 0.000789997736200703
Position 598: 0.0007261975969611966
Position 4579: 0.0006061868688983006
Position 1989: 0.0003960657882458555
Position 3344: 0.0003877795685169014
Position 916: 0.00035760072293715515
Position 1061: 0.00034027190270046706
Position 2406: 0.00033321271656402626
Position 4008: 0.0003331903155008909
Position 2661: 0.0003278345341272365
Position 3688: 0.00032334083480001414
Position 3843: 0.00030333295495656344
Position 2611: 0.0002957845098691834
Position 2336: 0.00024990561163355205
Position 3200: 0.00020614667057669068
Position 1210: 0.00013701855652796874
Position 1551: 0.0001337752193114494
Position 4549: 0.0001246674467308087
Position 1448: 0.00011070521690012127
Position 1919: 0.00010915804721353591
Position 5030: 7.747689475552584e-05
Position 284: 6.0434853476240633e-05
Position 620: 7.642480555480221e-06
Position 671: 6.810528220438018e-06
Position 394: 1.377940044515261e-06
Position 534: 1.0307738040144068e-06
Position 639: 1.4180655247836833e-07
Position 635: 1.4061583962853232e-07
Position 654: 1.2488723276079098e-07
Position 560: 9.673579799344888e-08
Position 624: 1.794558047748657e-08
Position 674: 1.1537485065401272e-08
Position 310: 2.803048855885697e-09
