Gene = CTC-534A2.2
index = 418
Annotated 5SS: [342]
Annotated 3SS: [4702]
SMsplice 5SS: [342]
SMsplice 3SS: [3142]
top_k =  100
Partition function (log Z): -11.080133312601331

Sorted 5' Splice Sites (High to Low Probability):
Position 342: 0.8104454851434834
Position 163: 0.1931956380476384
Position 3224: 0.0743693967753368
Position 899: 0.0447778207646259
Position 5780: 0.011138571523753962
Position 189: 0.005769016256907636
Position 546: 0.0037318963540542345
Position 656: 0.0007348022896369271
Position 148: 0.0005101738473579419
Position 1442: 0.00048481301012772066
Position 182: 0.0003007330454120401
Position 76: 3.581570255454748e-05
Position 136: 3.5814498867536236e-05
Position 266: 3.498062258911759e-05
Position 222: 2.4532295667663883e-05
Position 132: 1.3261424554603171e-05
Position 273: 2.993766927256689e-06
Position 52: 1.4954158285213646e-06
Position 54: 1.1171787004108577e-06
Position 10: 1.0744374377486624e-06
Position 26: 1.0061593334589207e-06
Position 413: 9.193211763965256e-07
Position 302: 8.870388222345401e-07
Position 246: 8.74851082591715e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3142: 0.2524847242168167
Position 3317: 0.16328958813668673
Position 6104: 0.10084891424612105
Position 3284: 0.08313116827584247
Position 578: 0.08017725212840653
Position 3715: 0.07329045842341396
Position 5319: 0.0535577246746175
Position 4702: 0.04348934925534318
Position 508: 0.04155649742635535
Position 528: 0.0373264899441488
Position 4763: 0.03559375387297903
Position 5679: 0.024699767986852708
Position 4654: 0.016355223082985232
Position 269: 0.015302318945988927
Position 1547: 0.014966254827795643
Position 440: 0.01471067865746938
Position 246: 0.014052336785867384
Position 4392: 0.012687558181386258
Position 960: 0.011485473949710086
Position 1014: 0.011055564209509384
Position 474: 0.009196588327968262
Position 1568: 0.008063083866210215
Position 4052: 0.005033583956122899
Position 4048: 0.004513046707774728
Position 795: 0.003955140352511155
Position 2604: 0.0037367621934276288
Position 5568: 0.0020473379785105974
Position 889: 0.002042798880254965
Position 2065: 0.0018188800931744841
Position 416: 0.001430209561400596
Position 817: 0.0013021692298626354
Position 1725: 0.00126499786776467
Position 1295: 0.00030224973212122084
Position 643: 0.00024831425134875867
Position 319: 0.00023381159743003803
Position 1342: 0.00010931410884385174
Position 260: 9.555835605156518e-05
Position 1205: 7.324916916264857e-05
Position 284: 4.894080693863045e-05
Position 735: 1.4862124891881543e-05
Position 221: 1.4790543343843395e-05
Position 322: 4.349089938106787e-06
Position 302: 1.1634958215058664e-06
Position 175: 2.0102018960204142e-08
Position 99: 1.2784711741433947e-08
