Gene = CREBRF
index = 410
Annotated 5SS: [  128 24433 30275 35050 52467 54360 56028 66851]
Annotated 3SS: [24232 30148 33962 52271 54169 55953 66727 77277]
SMsplice 5SS: [  128  2009 24433 30275 42723 52467 54360 56028 66851]
SMsplice 3SS: [ 1916 24232 30148 42549 52271 54169 55953 66727 82469]
top_k =  100
Partition function (log Z): -42.468601472621394

Sorted 5' Splice Sites (High to Low Probability):
Position 128: 0.9922475453959497
Position 2009: 0.8014667439297413
Position 10087: 0.09732012483310178
Position 925: 0.04728375392893288
Position 1332: 0.02378282614649241
Position 4157: 0.0201718207147591
Position 1828: 0.01656631478031572
Position 529: 0.0159909564419667
Position 3738: 0.009607548359353887
Position 908: 0.005197586540387791
Position 884: 0.0036166014927494603
Position 6331: 0.003033623767888869
Position 1656: 0.002638253080918249
Position 1439: 0.000520135133996709
Position 382: 0.00046108657106563346
Position 972: 0.00040136843058571426
Position 314: 2.3627054753730286e-05
Position 512: 7.718593921795431e-07
Position 691: 4.5563620675039784e-07
Position 669: 1.2590945409622654e-07
Position 24: 1.438789435306326e-08
Position 101: 8.985342005542724e-11
Position 74: 1.2684937466698226e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1916: 0.8195116240982692
Position 14265: 0.6324764008934043
Position 9950: 0.10911158344132267
Position 7040: 0.07607518022126611
Position 13012: 0.061372721734860976
Position 3899: 0.04521995712769684
Position 775: 0.03548880440616383
Position 1231: 0.02393587723342622
Position 6248: 0.02228185537659074
Position 2932: 0.02173175248751804
Position 4393: 0.021180901875797468
Position 10488: 0.019109019363021423
Position 6208: 0.017565315042341236
Position 778: 0.0170977211793248
Position 5432: 0.015059702017878266
Position 2152: 0.011337439060235672
Position 313: 0.009419189019769384
Position 8779: 0.00928307727550846
Position 3574: 0.0077939211975954215
Position 6416: 0.007535551046928737
Position 1655: 0.0074816864177304696
Position 1702: 0.005022347474132582
Position 721: 0.004907750751557764
Position 8057: 0.004883717412791487
Position 2176: 0.0039835311966084095
Position 4640: 0.003934574678924441
Position 1705: 0.003576605128713946
Position 6866: 0.003345446159982346
Position 7392: 0.003035831479811774
Position 7036: 0.0027646792087717763
Position 5143: 0.002130940635190754
Position 3669: 0.0016610526412843061
Position 2682: 0.0016237096151847181
Position 1800: 0.0012048034366953886
Position 3818: 0.000921858915819793
Position 2092: 0.000870721556082762
Position 1483: 0.0007666720452995427
Position 2957: 0.0007132173503690169
Position 3336: 0.0006727817538228972
Position 1520: 0.0005914088944186157
Position 1045: 0.0005649795791086648
Position 1555: 0.0004869356677786558
Position 1368: 0.0003956966020660131
Position 808: 0.0003770184426700932
Position 409: 0.00037384771364352585
Position 1601: 0.00035873829026445147
Position 1273: 0.00028547181182737104
Position 1576: 0.0002086892044652839
Position 3416: 0.00015257452047417238
Position 1177: 0.00014937180199675447
Position 406: 0.00012258077253345556
Position 429: 8.958176327180754e-05
Position 385: 8.184356658809565e-05
Position 1966: 3.0238970886655824e-06
