Gene = MTHFR
index = 891
Annotated 5SS: [  365  2085  3034  7040  8148  8517  8888  9339 10968 12039]
Annotated 3SS: [ 1845  2922  6845  7896  8381  8706  9155 10865 11918 12346]
SMsplice 5SS: [  365  3034  7040  8148  8517  8888  9339 10968 12039]
SMsplice 3SS: [ 2922  6845  7917  8381  8767  9155 10865 11918 14078]
top_k =  100
Partition function (log Z): 5.6529578854742475

Sorted 5' Splice Sites (High to Low Probability):
Position 12039: 0.9787846591591655
Position 365: 0.976374936563812
Position 10968: 0.970224922954071
Position 8517: 0.9439229076026532
Position 3034: 0.892390110708471
Position 8888: 0.8851645658530415
Position 8148: 0.8661492949606544
Position 7040: 0.815704756521914
Position 9339: 0.6848603179543035
Position 557: 0.46416840116288494
Position 5382: 0.34830282329494117
Position 11609: 0.31618083519941215
Position 9344: 0.20168460956854478
Position 15406: 0.17773409066154067
Position 2085: 0.1739498103513291
Position 4040: 0.15293983631034253
Position 9025: 0.10854041036333847
Position 14993: 0.10614566653475052
Position 2998: 0.10519843536414303
Position 11640: 0.10467879809417947
Position 8023: 0.0859330895853936
Position 982: 0.02491922830520383
Position 12497: 0.023720680062890034
Position 9228: 0.02245358510172578
Position 13515: 0.01666371382325962
Position 11148: 0.009777331945409246
Position 386: 0.008895065972924146
Position 13393: 0.007435910246098624
Position 9300: 0.007414713906230936
Position 295: 0.005749453762588773
Position 380: 0.0034164952342926546
Position 52: 0.002143081814744144
Position 11820: 0.002016328652985255
Position 1905: 0.001787196833299698
Position 10941: 0.0012399067822711995
Position 3170: 0.001200858722051792
Position 302: 0.0007023711762165247
Position 12333: 0.00039582479802024567
Position 10928: 0.00032520551670243796
Position 196: 0.00021874951196600666
Position 132: 0.00015321106721388834
Position 71: 0.000130335654946442
Position 115: 2.0452975455287436e-05
Position 305: 1.2359046657127494e-05
Position 64: 1.0426609877003469e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2922: 0.9872758000789341
Position 10865: 0.9771260002088994
Position 11918: 0.9606947643471198
Position 9155: 0.8985128752982369
Position 6845: 0.811969489888849
Position 7917: 0.6156312500533938
Position 8381: 0.500662437461026
Position 459: 0.4619981093193302
Position 8767: 0.4524328634924543
Position 11499: 0.4333920536527812
Position 8706: 0.38211453447384586
Position 8405: 0.3674145878465509
Position 7896: 0.336451134492654
Position 15515: 0.31866508122236586
Position 15289: 0.24420234599152424
Position 14078: 0.20412629947959351
Position 5234: 0.20317688610447232
Position 13392: 0.18163147121109494
Position 8743: 0.11051520402004704
Position 15236: 0.10624399238173196
Position 5253: 0.09520914021514788
Position 3995: 0.0933238699451236
Position 14929: 0.07926665180985114
Position 12424: 0.0777114069845405
Position 5195: 0.04991679697532094
Position 1904: 0.04869653874159616
Position 1883: 0.04306806774224111
Position 8418: 0.03864188778229122
Position 8459: 0.034903735791976906
Position 1845: 0.03188859728012613
Position 3909: 0.031001392909780615
Position 8950: 0.03063408123674853
Position 11951: 0.02765662716279622
Position 14956: 0.026879014724899387
Position 8671: 0.018008292993284596
Position 2008: 0.017685588704850534
Position 12496: 0.01633585129859442
Position 13105: 0.015182593803935144
Position 3959: 0.014370206352604062
Position 3752: 0.014244367102834244
Position 1828: 0.013517182234681815
Position 862: 0.011022337878548168
Position 12623: 0.01095405626675304
Position 9263: 0.010408588164226589
Position 2822: 0.009572996085250314
Position 1950: 0.009389508094462842
Position 14099: 0.008102275471636887
Position 815: 0.007634809637885624
Position 9239: 0.007491763068341398
Position 12346: 0.006644585605453203
Position 1901: 0.006632680992766208
Position 13308: 0.006429885186864691
Position 892: 0.006239058885154964
Position 13443: 0.0054239424875671145
Position 1865: 0.004858843393904017
Position 11094: 0.004441366989555354
Position 6727: 0.003735266633064762
Position 12373: 0.003205622705150105
Position 8252: 0.0012408026959566858
Position 3115: 0.0010860917387121572
Position 8229: 0.001059456024851251
Position 2931: 0.0007876586702448803
Position 11890: 0.0006121606400272675
Position 12207: 0.0002167455728247671
Position 12188: 0.00010587076294587424
Position 12268: 7.320846224960428e-05
Position 3033: 6.601382879954288e-05
Position 718: 1.0600847439483623e-05
Position 466: 4.637522048521836e-06
Position 482: 1.3991049215593713e-06
Position 538: 1.189622458335355e-06
Position 434: 1.0381627925193343e-06
Position 2659: 8.443927248414304e-07
Position 549: 7.717366226720379e-07
Position 469: 6.161415810213348e-07
