Gene = CLEC5A
index = 379
Annotated 5SS: [  177   770  1643  3088 11170 15264]
Annotated 3SS: [  670  1582  3018 11032 15156 16764]
SMsplice 5SS: [  177  1130  3631  8088 10033 15264]
SMsplice 3SS: [  934  3505  7951  9944 15156 16764]
top_k =  100
Partition function (log Z): -8.38037712697017

Sorted 5' Splice Sites (High to Low Probability):
Position 177: 0.9628594619738104
Position 3631: 0.9484765862268364
Position 1130: 0.9295799918731712
Position 8088: 0.8088340599932144
Position 3088: 0.7237357387211449
Position 1643: 0.2823309481454674
Position 6119: 0.27535660155730785
Position 10033: 0.261457514163733
Position 7660: 0.23515440291707362
Position 770: 0.1846807049243911
Position 8893: 0.09617677926599447
Position 9049: 0.06970088595860974
Position 9380: 0.06700833580967837
Position 1658: 0.04122204772463134
Position 8954: 0.027351719309028973
Position 8821: 0.02251504964075767
Position 9970: 0.018773513762033796
Position 1315: 0.012711194664865168
Position 5523: 0.012398410865560042
Position 2092: 0.00814356677061995
Position 5527: 0.007267374472786626
Position 327: 0.006973684265462056
Position 9: 0.005455872503631673
Position 727: 0.00486765242253054
Position 2687: 0.004366787479119755
Position 266: 0.003816113001721999
Position 538: 0.0027325971361556343
Position 299: 0.0025855517835269167
Position 308: 0.0024575486550206006
Position 2250: 0.002297641739720065
Position 856: 0.0012664581618484305
Position 4113: 0.0011989443540071569
Position 584: 0.0004999321029506075
Position 303: 0.00022304059321345802
Position 181: 3.320329357233003e-05
Position 343: 2.084746487492368e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3505: 0.9085443520307902
Position 7951: 0.8454215893973582
Position 934: 0.6981257270935597
Position 2770: 0.415883008103781
Position 5946: 0.3229348386939509
Position 8787: 0.32084996257031184
Position 9944: 0.3071718744588735
Position 9543: 0.2968876550297336
Position 1582: 0.26363952875310676
Position 16764: 0.261457514163733
Position 7493: 0.23515440291707362
Position 670: 0.18985588363353034
Position 9143: 0.13537822463408894
Position 3018: 0.1252111198561044
Position 2894: 0.10715208766633544
Position 1051: 0.09223057090825379
Position 834: 0.08676376881738194
Position 3000: 0.06161811238159194
Position 8255: 0.05319580315252186
Position 10065: 0.0485115178484589
Position 1590: 0.033377537621556624
Position 3562: 0.03184189396424836
Position 855: 0.02596834857324946
Position 5408: 0.02079003206473306
Position 8381: 0.02076560641673469
Position 7160: 0.020728676771135848
Position 3040: 0.014857298822381747
Position 1628: 0.013553709058426747
Position 1542: 0.011487136997700867
Position 1217: 0.01088500657362408
Position 3621: 0.008090340231797168
Position 9038: 0.006548050360171312
Position 943: 0.0059330298420333496
Position 2013: 0.004720390830949624
Position 2511: 0.004366787479119754
Position 1965: 0.003986311230443998
Position 1002: 0.002734149028806898
Position 5189: 0.002680279332897975
Position 4855: 0.0025327317949534528
Position 568: 0.002061425030647408
Position 616: 0.00157319580220343
Position 680: 0.0015656261363111636
Position 1486: 0.0014932252565835996
Position 3986: 0.0011989443540071586
Position 1239: 0.001179805781722741
Position 2067: 0.000904806264472116
Position 1978: 0.0008297001844742719
Position 798: 0.0006996025786295145
Position 626: 0.0004667162303447536
Position 1100: 0.00037428532507558643
Position 730: 0.0001636351701265225
Position 623: 0.00010011702989100195
Position 1256: 8.130147587997154e-05
Position 1566: 1.8581827241916358e-06
Position 276: 1.6597894780525456e-06
