Gene = GUSB
index = 634
Annotated 5SS: [  341  2091  2588  2916  6300  7396  7789  8020 12033 14584 17992]
Annotated 3SS: [ 1904  2402  2772  6111  7242  7609  7872 11947 14406 17855 21250]
SMsplice 5SS: [  341  2091  2916  6300  7789  8020 14584 17992]
SMsplice 3SS: [ 1904  2797  6111  7609  7872 14406 17855 21250]
top_k =  100
Partition function (log Z): 7.471473459746861

Sorted 5' Splice Sites (High to Low Probability):
Position 14584: 0.9999999999999991
Position 8020: 0.9999999999999988
Position 7789: 0.9873900263033418
Position 17992: 0.9562476129309584
Position 2091: 0.7514519558314469
Position 341: 0.6560264876510318
Position 21363: 0.5403354172868716
Position 2916: 0.5382247058235429
Position 6300: 0.5269758555769035
Position 2929: 0.3980654456564221
Position 19030: 0.38660503114364964
Position 18371: 0.36806300577335077
Position 575: 0.34730317445296927
Position 6231: 0.33674342713486777
Position 2588: 0.3159283294859071
Position 12033: 0.22689647622818798
Position 2481: 0.21825157250976285
Position 18423: 0.15793022286987574
Position 1426: 0.13250036220931088
Position 1994: 0.11409858251626523
Position 319: 0.10245392208110428
Position 142: 0.09388876023457206
Position 19016: 0.09349365982397227
Position 16113: 0.08770306567759811
Position 6238: 0.08630838048701817
Position 19140: 0.04164069128574106
Position 2175: 0.04027243481772036
Position 2120: 0.033689330597087785
Position 18147: 0.03055345212164694
Position 7396: 0.030495458337063994
Position 2007: 0.02897771041841092
Position 1431: 0.019179610645586223
Position 16062: 0.017490570899196246
Position 2095: 0.015411817697620116
Position 3236: 0.014201536587060616
Position 106: 0.009088347850768771
Position 18348: 0.008957679272415307
Position 1294: 0.00793213353375937
Position 6165: 0.006654283791988831
Position 595: 0.006032623545548867
Position 1989: 0.005853424761303464
Position 1272: 0.0052808908574379625
Position 1621: 0.0047501105877208235
Position 385: 0.003971914160294064
Position 3124: 0.003839936911397829
Position 464: 0.003294698817831479
Position 2320: 0.0028272103023111966
Position 3065: 0.0025291072328432395
Position 149: 0.00016127975228175876
Position 334: 9.796774593278263e-05
Position 52: 4.798451766371958e-06
Position 175: 1.1110329242753025e-06
Position 178: 6.108140078763108e-07
Position 172: 1.4493285130098672e-09
Position 214: 3.9817272997434116e-10
Position 241: 8.311908393904442e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1904: 0.9888072948338357
Position 7609: 0.986120937912279
Position 14406: 0.9724908211597303
Position 17855: 0.961898295134865
Position 6111: 0.9566819469907789
Position 7872: 0.9188460772779347
Position 21250: 0.8674645915868691
Position 18276: 0.5627248737396233
Position 2402: 0.5258731954564938
Position 18942: 0.46169363707796596
Position 2836: 0.38951085905499166
Position 2797: 0.33747155289920705
Position 21460: 0.26016420876184987
Position 21456: 0.23079172392497757
Position 11947: 0.22689647622818798
Position 2772: 0.2020337344118085
Position 1332: 0.10696982627784941
Position 20025: 0.08943504822248982
Position 7912: 0.08115392272206497
Position 453: 0.07481802920846706
Position 415: 0.07455504737814922
Position 15954: 0.07264660841876225
Position 18853: 0.0726311280892876
Position 223: 0.07246371950326591
Position 21553: 0.04937948460004438
Position 1229: 0.035817417158499655
Position 14438: 0.027509178840269426
Position 18042: 0.025801418785077974
Position 7242: 0.02575799457327181
Position 3028: 0.02057058073130168
Position 16036: 0.01870026013602617
Position 1187: 0.014024108425637205
Position 15930: 0.013846768022005957
Position 2654: 0.007225974648904363
Position 2239: 0.0070013005859418985
Position 1479: 0.004750110587720825
Position 7135: 0.0047374637637921735
Position 2373: 0.004180646720599029
Position 440: 0.0033373848188357944
Position 202: 0.0022039848004387556
Position 247: 0.0017702732213802242
Position 7471: 0.0012690883910630704
Position 228: 0.0012229394337237955
Position 1876: 0.0009377866345302692
Position 17717: 0.0007458973284994193
Position 18343: 0.0007454959272609361
Position 14687: 0.00035096932967056783
Position 226: 2.376632301210318e-05
Position 1908: 1.0175171489015293e-05
Position 506: 8.896972784932593e-06
Position 463: 2.7894290257500325e-06
Position 241: 1.69180202618215e-07
Position 267: 1.5246025700253356e-07
Position 456: 1.021773173915429e-07
Position 250: 3.8415864672904395e-08
Position 310: 3.8069180035121936e-08
Position 313: 6.606653919985908e-09
Position 316: 5.824091432095832e-09
