Gene = PTCD2
index = 1096
Annotated 5SS: [  143  1898  6375 11009 14730 15519 18369 22670 32388]
Annotated 3SS: [ 1804  6244 10890 14650 15426 18254 22594 32273 37835]
SMsplice 5SS: [  143  1898 15519 18369 22695 32388 39161 42811]
SMsplice 3SS: [ 1804 15426 18254 22594 32273 39053 42711 46697]
top_k =  100
Partition function (log Z): -25.947590690556282

Sorted 5' Splice Sites (High to Low Probability):
Position 1898: 0.9980598452255536
Position 143: 0.6825298446858276
Position 5750: 0.6554145977542372
Position 6375: 0.2961124643520401
Position 5448: 0.14014936100055608
Position 882: 0.13420790543482797
Position 90: 0.1313676959694091
Position 6329: 0.058728357524213494
Position 1724: 0.040543192757617544
Position 5518: 0.040297087211326396
Position 284: 0.03523149426927565
Position 6149: 0.023567044379386868
Position 394: 0.016128778009295595
Position 6183: 0.014651937991316628
Position 100: 0.01442555050760793
Position 352: 0.013861086064772661
Position 602: 0.013539363747993907
Position 1562: 0.013351012467625583
Position 1049: 0.009445509853229363
Position 14: 0.006951110052477086
Position 1545: 0.004615033626356783
Position 1282: 0.0024640882636189597
Position 1010: 0.0018700131416331865
Position 296: 0.0017115625811371408
Position 29: 1.1074147224468154e-05
Position 118: 3.1204163933536285e-06
Position 19: 2.626561307059205e-06
Position 88: 2.032012789414812e-06
Position 196: 1.2391523609132003e-06
Position 7: 1.648873833904788e-07
Position 10: 4.329633875104014e-08
Position 61: 1.6200750000311206e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1804: 0.9975775621766096
Position 8871: 0.43613155442178286
Position 5688: 0.40469934276192615
Position 9385: 0.3888226808678993
Position 6244: 0.35117040379799924
Position 5343: 0.18174797642901103
Position 5665: 0.1307417941294383
Position 5554: 0.08636712197353388
Position 6063: 0.07933056905015771
Position 752: 0.05037293967760453
Position 5346: 0.0491006220961268
Position 1339: 0.036186812822403706
Position 7125: 0.033438103322915136
Position 6774: 0.03279136088560278
Position 6439: 0.01850311814725203
Position 953: 0.008758584617785278
Position 277: 0.008194043315312455
Position 1651: 0.006977092670215026
Position 1630: 0.005353669554927592
Position 6920: 0.005303132615318637
Position 8374: 0.00527121333633636
Position 4580: 0.004802612825319565
Position 5440: 0.002854110204285847
Position 2000: 0.0027124747461594882
Position 997: 0.0025569383770772873
Position 1153: 0.002464088263618968
Position 5834: 0.002074373042715176
Position 1825: 0.0020526175581906006
Position 5319: 0.0018743374719070176
Position 3764: 0.00178427901837293
Position 5999: 0.001757284430341152
Position 1969: 0.001463364094883735
Position 459: 0.0010796874411646289
Position 4360: 0.0008568643252253278
Position 3327: 0.0006983820328840774
Position 700: 0.0006895216323424468
Position 3010: 0.0005820272983023613
Position 3303: 0.0005785272688793847
Position 3215: 0.0004471301886193805
Position 3243: 0.0004249792654038324
Position 2119: 0.00037652575034338167
Position 2499: 0.000274429639683217
