Gene = NTPCR
index = 967
Annotated 5SS: [  121  5096  5820 19495]
Annotated 3SS: [ 4932  5722 19284 27538]
SMsplice 5SS: [  121  5096  5820 13713 15686 17246 17487 18430 18652 19495]
SMsplice 3SS: [ 4932  5722 13563 15587 17160 17434 18268 18544 19284 27538]
top_k =  100
Partition function (log Z): -6.565820737544658

Sorted 5' Splice Sites (High to Low Probability):
Position 13713: 0.9999974039833309
Position 121: 0.9570136156261303
Position 18430: 0.8782655278595811
Position 17487: 0.8688204415053176
Position 5820: 0.804330732236831
Position 6206: 0.5803244557202795
Position 19495: 0.5233141462535754
Position 5096: 0.512587201277871
Position 18652: 0.45111574742748506
Position 15686: 0.4447524639822327
Position 7283: 0.3734481444730706
Position 15690: 0.348143796571173
Position 5824: 0.1870979912595436
Position 27685: 0.1323203073205433
Position 7483: 0.1237451783544539
Position 7423: 0.12282037265457481
Position 509: 0.09818344264813043
Position 898: 0.03558919185456861
Position 4658: 0.03163653475002731
Position 2584: 0.029891658346315766
Position 821: 0.02777218025769945
Position 3677: 0.01811112931706306
Position 85: 0.0015293383496764422
Position 560: 0.00024089337800347325
Position 399: 8.119786442722513e-05
Position 152: 2.372181647699072e-05
Position 522: 1.1930776908650507e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5722: 0.9902736624226597
Position 27538: 0.9725385617260034
Position 13563: 0.9645360518939619
Position 18268: 0.8797545101371966
Position 17434: 0.8688204415053178
Position 15587: 0.7928962605534062
Position 6103: 0.5766090912748869
Position 19284: 0.5297262682197058
Position 4932: 0.5125872012778717
Position 18544: 0.45211370662247163
Position 7045: 0.13946805979192625
Position 27859: 0.1323203073205435
Position 7377: 0.12492089600372752
Position 7371: 0.12164465500530133
Position 7024: 0.11844472920095238
Position 6927: 0.11553535548019178
Position 13487: 0.03546135208936867
Position 414: 0.0334631307584246
Position 669: 0.031672691231260784
Position 2454: 0.02989165834631583
Position 4600: 0.020955625592331745
Position 3598: 0.01811112931706306
Position 764: 0.016662645636181403
Position 19875: 0.014497853373850173
Position 4532: 0.010680909157695567
Position 369: 0.009904073142740902
Position 617: 0.00917514995244716
Position 351: 0.006662050899446768
Position 705: 0.0058508852923786735
Position 218: 0.004438035673448717
Position 374: 0.002595391125987427
Position 19750: 0.0015783102489381104
Position 5913: 0.0015140253543883997
Position 6043: 0.0014934930637935248
Position 20625: 0.0012380104228665173
Position 5618: 0.001155061073714479
Position 19890: 0.0009775429937091673
Position 6127: 0.00036647625603525194
Position 6058: 0.00034396578784451294
Position 19262: 0.0002680617792300177
Position 383: 1.3104742378074955e-05
Position 312: 8.354117328808055e-06
