Gene = TOMM7
index = 1469
Annotated 5SS: [ 175 4852]
Annotated 3SS: [4802 9665]
SMsplice 5SS: [698]
SMsplice 3SS: [4802]
top_k =  100
Partition function (log Z): -12.797649159629062

Sorted 5' Splice Sites (High to Low Probability):
Position 175: 0.5013263904719797
Position 4852: 0.4891436840571496
Position 698: 0.47981367401782254
Position 75: 0.010982379148758955
Position 650: 0.009702803979633455
Position 2342: 0.00783093913761193
Position 37: 0.006151602789462543
Position 2592: 0.0032638395877348137
Position 4372: 0.003147218231813976
Position 2449: 0.00038112078974506447
Position 734: 0.00026502522124088667
Position 2281: 0.00022368744586197443
Position 162: 2.5686505967387116e-05
Position 199: 1.605899846167552e-05
Position 367: 1.5249235628245859e-05
Position 311: 5.1128964382476595e-06
Position 423: 4.3391350018196167e-07
Position 441: 3.4916461156712496e-07
Position 131: 2.565034655330787e-07
Position 450: 2.375976776272309e-07
Position 179: 2.3230054939657896e-07
Position 588: 1.9182887896492823e-07
Position 502: 1.3808919077877844e-07
Position 217: 1.3674340029834485e-07
Position 331: 7.613570514836126e-08
Position 622: 7.404908725310308e-08
Position 417: 5.017796610212777e-08
Position 306: 4.269623470745243e-08
Position 560: 3.364848675495835e-08
Position 470: 2.3802655204942928e-08
Position 44: 1.673320299676423e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4802: 0.6537902859929469
Position 9665: 0.24349506480950042
Position 8052: 0.10126405014724783
Position 6158: 0.06926876248376422
Position 7763: 0.05333830560894662
Position 7038: 0.0474687574457328
Position 697: 0.043970433339465126
Position 8903: 0.042042958255374976
Position 9457: 0.03309860479730046
Position 7780: 0.0226029560008041
Position 5144: 0.020004378071674826
Position 2134: 0.019124442742768838
Position 5671: 0.018175004593722385
Position 7310: 0.016158214879702225
Position 2528: 0.013260903297099069
Position 1895: 0.012922243661451319
Position 1113: 0.010433637502680917
Position 6183: 0.010098088881330633
Position 854: 0.008788029980364691
Position 6095: 0.007434493539251699
Position 6893: 0.006183664525718928
Position 1109: 0.005849698877029769
Position 6439: 0.005663078415082738
Position 3778: 0.0056240128977371965
Position 5235: 0.004320891644397549
Position 5545: 0.004205169330912377
Position 5687: 0.0037254111844754515
Position 5832: 0.003675659742733433
Position 858: 0.003635531819478225
Position 495: 0.003525922446759212
Position 4223: 0.0031472182318139745
Position 546: 0.0026160987766051832
Position 2706: 0.002502111985326641
Position 5066: 0.002477362768162974
Position 2385: 0.0023287008365770415
Position 444: 0.0016483056632817848
Position 935: 0.0015745843241644544
Position 1448: 0.0009598895475287897
Position 501: 0.0006697863250954458
Position 2483: 0.0006675756331344428
Position 417: 0.000271552696091149
Position 2346: 9.397124466389891e-05
Position 660: 3.723075402623267e-05
Position 2172: 3.3907626877132776e-05
Position 622: 2.8977584298200566e-05
Position 605: 2.8645544222439365e-05
Position 565: 2.725005398972516e-05
Position 359: 2.6185722198383264e-05
Position 553: 6.2001620299322374e-06
Position 574: 2.1172398567509057e-06
Position 464: 4.362645234077622e-07
