Gene = NIT2
index = 944
Annotated 5SS: [   98  4505  5235  6461 10978 11555 14181 17802 20127]
Annotated 3SS: [ 4385  5113  6371 10883 11479 14101 17702 20070 20475]
SMsplice 5SS: [   98  4505  5235  6461  8782 11555 14181]
SMsplice 3SS: [ 4385  5113  6371  8717 11479 14101 20475]
top_k =  100
Partition function (log Z): -6.669626656002439

Sorted 5' Splice Sites (High to Low Probability):
Position 11555: 0.9998808090850323
Position 14181: 0.9793111862375534
Position 4505: 0.9610663937140334
Position 6461: 0.8634176283247285
Position 98: 0.8334793955724438
Position 5235: 0.6517942103724995
Position 8782: 0.6005518118626583
Position 17802: 0.41391800634746784
Position 20127: 0.3667685303620554
Position 16688: 0.2912567983171812
Position 1910: 0.23460488859930684
Position 5254: 0.10595060598543433
Position 16038: 0.07602717605745123
Position 3964: 0.07329970842539994
Position 4261: 0.05675485759872709
Position 412: 0.05321456055526807
Position 3938: 0.039211959230590517
Position 70: 0.035414956385173314
Position 3692: 0.0348587813381407
Position 478: 0.03424801388171178
Position 397: 0.033913701585377994
Position 16059: 0.021422124708836046
Position 8377: 0.021367926633175112
Position 16694: 0.019749131505389945
Position 15090: 0.014488147830053817
Position 19015: 0.0075402266835100824
Position 738: 0.005187010906158585
Position 16033: 0.004869983575546987
Position 239: 0.003159750384395355
Position 1564: 0.002302111919206179
Position 7513: 0.0018897155639453701
Position 984: 0.0014618990033594275
Position 1591: 0.0007433860464496028
Position 885: 0.0002282043948477137
Position 945: 0.00016447429100586848
Position 1490: 9.12542969551812e-05
Position 243: 3.39049931405217e-06
Position 384: 1.6694600773053429e-06
Position 409: 9.455580768246357e-07
Position 73: 7.633093228603065e-07
Position 442: 6.905309293943746e-07
Position 34: 3.4429931197993964e-07
Position 208: 2.1342977987389905e-07
Position 399: 1.72076238400854e-07
Position 129: 1.3953670991894472e-08
Position 233: 8.705801505297465e-09
Position 167: 8.191871396743076e-09
Position 57: 4.362855300937544e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14101: 0.9793111862375534
Position 4385: 0.9069999760324235
Position 20475: 0.869971953752228
Position 11479: 0.8637924329768834
Position 6371: 0.7839138326558428
Position 5113: 0.6991852770076928
Position 8717: 0.6005680849692091
Position 17702: 0.4155752946251568
Position 20070: 0.3740503017593126
Position 16544: 0.3278490011091256
Position 1670: 0.23460488859930673
Position 11359: 0.13608837610814864
Position 15894: 0.09592778797182941
Position 6323: 0.07682702747763503
Position 3739: 0.06878275231620756
Position 4190: 0.06055380711195348
Position 18684: 0.05121663768065014
Position 22965: 0.048709441483894896
Position 5162: 0.04777102166929973
Position 3785: 0.043728915339782924
Position 4408: 0.022119397299685276
Position 8146: 0.021367926633175098
Position 3617: 0.0194797137591717
Position 3515: 0.015379067578968997
Position 14950: 0.015289622362448
Position 4433: 0.01185867418109875
Position 4993: 0.0107885176809412
Position 4225: 0.009116136680731577
Position 4455: 0.007173260006867596
Position 15853: 0.006391496370004763
Position 20682: 0.005327446579228921
Position 14313: 0.002822630228923009
Position 14290: 0.0027893205497228563
Position 6022: 0.002676768191250563
Position 7479: 0.0018897155639453701
Position 1412: 0.001130593427152217
Position 801: 0.0007131699797541706
Position 1451: 0.00048692663366639653
Position 516: 0.00046448069328157345
Position 1533: 0.0004558552291019
Position 710: 0.00012293094781846948
Position 442: 0.00010735340877673201
Position 9429: 0.00010198261377429227
Position 742: 5.4977818979853903e-05
Position 369: 3.122006503305643e-05
Position 563: 2.7247223693271895e-05
Position 833: 2.2188172345218058e-05
Position 8657: 9.351946433980546e-07
