Gene = CNST
index = 387
Annotated 5SS: [  218 25496 55189 65479 67565 68142 75325 75592 81592 93889]
Annotated 3SS: [25065 54982 65447 67477 68026 75302 75494 80692 93752 99253]
SMsplice 5SS: [  218  3545 25367 28481 28685 51956 55189 67565 68142 70995 75592 81592
 87849 91057 93889 95169]
SMsplice 3SS: [ 3411 25225 28383 28605 51811 54982 67477 68026 70851 75494 81454 87658
 90873 93752 95062 99253]
top_k =  100
Partition function (log Z): -53.692570751921004

Sorted 5' Splice Sites (High to Low Probability):
Position 3545: 0.7581373741109619
Position 218: 0.7389891812928645
Position 5221: 0.2873763176397343
Position 344: 0.25697228613223455
Position 6395: 0.043756948452914675
Position 3500: 0.0393608852982914
Position 6209: 0.03708583874273958
Position 5363: 0.022656053300803267
Position 3850: 0.02075124869089835
Position 5778: 0.015365930571813173
Position 3033: 0.015181997276409153
Position 3067: 0.010209597002030227
Position 1088: 0.006145170160953113
Position 52: 0.004072474305064614
Position 4336: 0.0038416794681927955
Position 189: 0.0012247993473261556
Position 2763: 0.0010196640930918758
Position 1999: 0.0005944046269430675
Position 1056: 0.000434215956109104
Position 522: 0.0003215260367399022
Position 1124: 0.0002783372164075824
Position 1945: 0.0001988661835444705
Position 1579: 0.00019620833033350566
Position 86: 0.00013006906460885396
Position 349: 1.692457368780447e-05
Position 138: 1.0898849157641958e-05
Position 385: 7.692464878233363e-06
Position 158: 3.525137249714564e-06
Position 88: 2.534988898969571e-06
Position 721: 2.11084522102313e-06
Position 150: 5.924664048723648e-07
Position 13: 1.1589811615614346e-07
Position 351: 4.8606415227657616e-08
Position 128: 3.617909485539945e-08
Position 359: 1.0974760720734351e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5097: 0.54282935820343
Position 3156: 0.39996297268783104
Position 3411: 0.3725658065707224
Position 10614: 0.33395186365166113
Position 5973: 0.13194111048909699
Position 6293: 0.11999297460165613
Position 3453: 0.0843667632820482
Position 9300: 0.044369486762159696
Position 2890: 0.03338149350577844
Position 6327: 0.02681548143392971
Position 5546: 0.024730690501828443
Position 974: 0.024421739351606606
Position 6017: 0.01748062637344537
Position 462: 0.014092698321006548
Position 5253: 0.012321359055395149
Position 4273: 0.009845581800421273
Position 3712: 0.00874926660694173
Position 3176: 0.008718931758326371
Position 6089: 0.006373310733693637
Position 3750: 0.006014721708105967
Position 4511: 0.005290367114443585
Position 4727: 0.005154476659310611
Position 4056: 0.004972155132745812
Position 3152: 0.00480299827687486
Position 3783: 0.004193231276768755
Position 411: 0.003105658557510133
Position 1461: 0.002782629117690545
Position 1914: 0.001890273471288241
Position 4027: 0.001885989657160896
Position 3816: 0.0017940290990819468
Position 553: 0.0017798120843382059
Position 217: 0.0008330720494809765
Position 1944: 0.0008051626275307367
Position 2498: 0.0007170924987922459
Position 321: 0.0005990936919420943
Position 384: 0.000507410851440465
Position 2565: 0.0003025715942996335
Position 186: 1.5494710052559743e-06
Position 286: 4.982835914604522e-07
Position 329: 4.028382294095458e-07
Position 134: 2.631938502610204e-07
Position 173: 2.0385711928755101e-07
Position 192: 1.296081405132541e-07
Position 158: 1.1335451018362435e-07
Position 243: 1.12634818194086e-07
Position 275: 1.7058361178611878e-08
Position 222: 1.282548505472899e-08
