Gene = PTGES2
index = 1097
Annotated 5SS: [1024 3219 3971 4761 5529 6101]
Annotated 3SS: [3020 3911 4610 5327 5982 7188]
SMsplice 5SS: [1024 3219 3971 4761 5529 6101]
SMsplice 3SS: [3020 3911 4610 5327 5982 7188]
top_k =  100
Partition function (log Z): 4.271712149801883

Sorted 5' Splice Sites (High to Low Probability):
Position 6101: 0.9313129997226804
Position 4761: 0.9200868764313005
Position 3971: 0.8400510665171482
Position 3219: 0.7023055020654759
Position 1024: 0.6386783979205868
Position 785: 0.2633680566230832
Position 5642: 0.207072131791929
Position 2233: 0.1791885393412767
Position 3994: 0.1409453710265568
Position 3183: 0.1290828385867044
Position 3087: 0.10306989107595456
Position 789: 0.1006175947967585
Position 3684: 0.08687731049228027
Position 408: 0.062112987637793424
Position 5533: 0.06191159533133282
Position 391: 0.058410993264512504
Position 3135: 0.047616399501262646
Position 5478: 0.0468743364722029
Position 215: 0.04285592252925368
Position 2567: 0.040120002232182775
Position 4742: 0.0326337066437624
Position 4737: 0.02862911282519809
Position 3126: 0.025740800201778487
Position 450: 0.02361270778504162
Position 766: 0.023529976328680785
Position 2237: 0.022295416346492528
Position 245: 0.019967821212419766
Position 899: 0.019180951307190806
Position 400: 0.01543565936564253
Position 233: 0.014583491551810171
Position 529: 0.013111475229495668
Position 301: 0.01175694918759606
Position 4678: 0.00938053434397889
Position 5448: 0.007087171919242586
Position 4304: 0.006448134350440613
Position 5535: 0.0061617183291097985
Position 5486: 0.00532029109738907
Position 3633: 0.0045633726926018765
Position 151: 0.0044918249606891005
Position 5465: 0.004429836818134704
Position 5589: 0.003931708935691191
Position 3144: 0.0031398138938612662
Position 4698: 0.002954374290322281
Position 6120: 0.0029045876163535174
Position 173: 0.0026157575721899706
Position 7069: 0.0025736511982908726
Position 1272: 0.001862828543267075
Position 1095: 0.0017876566359487694
Position 335: 0.00023255836749122794
Position 347: 0.00022150163369981027
Position 294: 0.00017263983521840725
Position 4790: 0.000125868550816362
Position 193: 0.00011823454274825428
Position 306: 0.00011535386866410292
Position 4148: 7.255128888821957e-05
Position 6034: 3.486374703820448e-05
Position 239: 2.0000663683101577e-05
Position 54: 1.838717334482465e-05
Position 4986: 1.7971358570220344e-05
Position 196: 8.026806061610897e-06
Position 309: 4.963515334750014e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3020: 0.977868935773841
Position 4610: 0.9772139859731347
Position 5982: 0.9758945410752219
Position 3911: 0.9654637152877782
Position 7188: 0.4150402650525352
Position 5327: 0.35767308426697697
Position 895: 0.27054583054034814
Position 2201: 0.20703449692686365
Position 6915: 0.14654150611502137
Position 6201: 0.11687691442084044
Position 3590: 0.09143288352003538
Position 6233: 0.07196672587627648
Position 7469: 0.05060505212813246
Position 7331: 0.04009053744237165
Position 2435: 0.025945709789791993
Position 843: 0.02145490900230244
Position 7116: 0.02128210872439022
Position 7585: 0.020873542948312722
Position 3178: 0.015521553564996253
Position 6552: 0.014483482894484824
Position 6767: 0.013296383013541371
Position 7248: 0.012934789054776246
Position 4614: 0.012626249284731671
Position 3125: 0.01037819581972536
Position 440: 0.009055449761871386
Position 3943: 0.009019852055844133
Position 2306: 0.008623751203296275
Position 993: 0.00837285978321143
Position 3034: 0.006735254337075324
Position 7157: 0.006700617784025805
Position 3762: 0.005666394047970915
Position 7757: 0.0044311392833669095
Position 4645: 0.00397023782751221
Position 3811: 0.003948736334577907
Position 1006: 0.00366206108037254
Position 5913: 0.0034408669194266835
Position 4112: 0.0034184254568630904
Position 5995: 0.0030106788040358493
Position 1183: 0.001862828543267076
Position 480: 0.0017974872523372342
Position 6344: 0.0016266528230174922
Position 666: 0.0015739913299972698
Position 7697: 0.0014017870770471421
Position 6203: 0.0012235682446373778
Position 630: 0.00048086843538128844
Position 2902: 0.00031770836134813787
Position 5815: 0.0002206490309563627
Position 501: 8.196596531339087e-05
Position 3203: 7.173316199212159e-05
Position 2923: 6.186430605892143e-05
Position 4815: 1.7971358570220368e-05
Position 3507: 7.79966484676432e-06
