Gene = TAMM41
index = 1375
Annotated 5SS: [  271  2744  7551 17059 29581 37256 38940]
Annotated 3SS: [ 2560  7457 16907 29434 37089 38876 56190]
SMsplice 5SS: [  271  2744  7551 17059 20055 29581 37256 38940]
SMsplice 3SS: [ 2560  7457 16907 19966 29434 37089 38876 56190]
top_k =  100
Partition function (log Z): -14.903452840723013

Sorted 5' Splice Sites (High to Low Probability):
Position 7551: 0.9999989840804361
Position 17059: 0.9963641377208601
Position 271: 0.9848142869968565
Position 2744: 0.9619659904382621
Position 1074: 0.31551991468451557
Position 17946: 0.3118410489848007
Position 16544: 0.3100887643226661
Position 18530: 0.2822186623560701
Position 20055: 0.15754825886182783
Position 2024: 0.07954348550362149
Position 3732: 0.0719167681885385
Position 13770: 0.06062874202496127
Position 18551: 0.05011410799729333
Position 14571: 0.0424063485882044
Position 2739: 0.038034009561735735
Position 1882: 0.021063572191087426
Position 706: 0.01944169699456355
Position 3530: 0.014301908333719623
Position 17518: 0.013790158111981471
Position 473: 0.012203486965019855
Position 18572: 0.01110149735466502
Position 1785: 0.003440119193239525
Position 559: 0.0032498400815355924
Position 821: 0.0027262858418535315
Position 8095: 0.0010398516219066204
Position 11613: 0.0008747008392028405
Position 897: 0.0006848898346404037
Position 848: 0.0005198178191765314
Position 496: 0.00017868675090698663
Position 257: 1.4797470607539126e-05
Position 237: 8.027166030974211e-06
Position 162: 7.130917231898365e-06
Position 7574: 1.01591956276914e-06
Position 166: 9.560173493546613e-07
Position 235: 8.987580522176057e-07
Position 70: 2.1186597425191388e-07
Position 88: 1.7033741033476714e-07
Position 72: 7.823426401235592e-08
Position 121: 7.5726728880526e-08
Position 302: 7.244007913552302e-08
Position 220: 6.116203900282365e-08
Position 209: 4.48713997917387e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7457: 0.9999999999999963
Position 16907: 0.969252022848485
Position 2560: 0.9323443996975143
Position 19966: 0.5288894526614715
Position 17824: 0.3118410489848009
Position 16445: 0.3100887643226661
Position 981: 0.30901711007975036
Position 18353: 0.25048630743103617
Position 21908: 0.1854152806217032
Position 18457: 0.16983247105217059
Position 18630: 0.16268300592529072
Position 18779: 0.1438838149835499
Position 2520: 0.064357652774762
Position 13620: 0.06062874202496127
Position 14353: 0.04402572455059329
Position 19153: 0.03157550588082369
Position 16945: 0.027112114872375918
Position 1675: 0.025914726267454075
Position 3431: 0.02417113693351341
Position 17362: 0.02362992649652787
Position 1946: 0.02201661458798775
Position 3664: 0.02193422802732712
Position 1772: 0.02145318693268056
Position 3566: 0.01923906835254298
Position 3496: 0.012606017212687145
Position 1943: 0.011929609808952534
Position 342: 0.011229325439003998
Position 1973: 0.01084250453132801
Position 1832: 0.008879751161343197
Position 3692: 0.00826822599618738
Position 19157: 0.007188885788993659
Position 389: 0.004625639599182683
Position 17315: 0.004581752903702864
Position 576: 0.004516956332998488
Position 568: 0.004207032797850879
Position 929: 0.003599174205049696
Position 2588: 0.003126576825048335
Position 1723: 0.003010783598202265
Position 17416: 0.0029704186574292663
Position 12542: 0.0017901959928592836
Position 11537: 0.0008747008392028437
Position 787: 0.0005975110452693826
Position 7894: 0.000584067601638037
Position 7981: 0.0005407122154531042
Position 392: 0.0003766233484512794
Position 756: 0.0002768234456663139
Position 418: 0.00018341091020159943
Position 2657: 0.00017137070267199628
Position 9370: 0.00014136212870636004
Position 645: 0.00013996168478603031
Position 522: 9.997937398929358e-05
Position 912: 9.124770714247869e-05
Position 558: 7.074003473370738e-05
Position 613: 5.6060702940375736e-05
Position 705: 4.971356129085673e-05
Position 882: 4.3276596390067475e-05
Position 487: 4.001641402210537e-05
Position 685: 3.8333023788681935e-05
Position 455: 2.9031432848967356e-05
Position 482: 2.725617417518306e-05
Position 988: 2.650723001845447e-05
Position 722: 2.4770943182034585e-05
Position 995: 4.928853499307877e-06
