Gene = TMEM167A
index = 1417
Annotated 5SS: [  176 12489 15620]
Annotated 3SS: [12378 15584 20341]
SMsplice 5SS: [  176 12489]
SMsplice 3SS: [12399 20341]
top_k =  100
Partition function (log Z): -13.487948577408249

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.99989071237906
Position 12489: 0.5677596864412806
Position 12542: 0.4182233881420455
Position 15620: 0.3342196439004237
Position 2478: 0.000765385253390844
Position 6134: 0.00013564247097404584
Position 896: 0.00010618613012513897
Position 987: 9.572501932856128e-05
Position 196: 8.803833025905105e-05
Position 360: 1.951362342569958e-05
Position 1688: 6.67394503589425e-07
Position 1001: 4.283779101884015e-07
Position 264: 3.458740896712438e-07
Position 385: 2.9093114800483826e-07
Position 425: 2.5561751299093255e-07
Position 49: 2.3960251499612416e-07
Position 142: 1.955075528500211e-07
Position 183: 1.212328727037537e-07
Position 718: 1.1334024055759403e-07
Position 202: 6.469911305543987e-08
Position 341: 3.7086329996068104e-08
Position 698: 3.200859328623601e-08
Position 620: 1.874205612029803e-08
Position 220: 1.6013658381792147e-08
Position 249: 5.011573661322068e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 20341: 0.9243054544906139
Position 12399: 0.6832756337798225
Position 15584: 0.36329667531802123
Position 12378: 0.305438787510796
Position 15715: 0.009893796417387595
Position 14022: 0.00947242093447302
Position 13974: 0.008743235982316765
Position 12798: 0.0044911353409372665
Position 796: 0.0025151215203220146
Position 6211: 0.001206689192880422
Position 3060: 0.0011884503567356193
Position 11217: 0.0009356773321468804
Position 9622: 0.0009021731576294779
Position 2257: 0.0007440992207994719
Position 10255: 0.000729413860346795
Position 2367: 0.0006783978262817364
Position 2824: 0.00044155703936301163
Position 5159: 0.0004276669831166759
Position 5294: 0.0003592940514875124
Position 8464: 0.00034915149830066486
Position 6254: 0.0003293206447007557
Position 3063: 0.00028361077406470416
Position 5935: 0.00019982309689925803
Position 4261: 0.00017970932799758987
Position 7183: 0.00015178687196653652
Position 3227: 0.00012878206241133101
Position 4686: 7.973280350632593e-05
Position 1257: 4.727956193637096e-05
Position 1402: 4.552497986125653e-05
Position 1238: 4.517781744487169e-05
Position 4240: 4.186717401263064e-05
Position 407: 3.6962333958315154e-05
Position 4061: 3.2631748220704815e-05
Position 1754: 3.257662495767898e-05
Position 322: 2.9751013583721516e-05
Position 1778: 2.9111153269823235e-05
Position 2371: 2.7006720549366493e-05
Position 4023: 2.6069738468481176e-05
Position 2149: 2.171628547479675e-05
Position 535: 2.019876965754276e-05
Position 620: 1.7316487066281985e-05
Position 479: 1.620433637309387e-05
Position 834: 1.6117811696013983e-05
Position 451: 1.3605294701523477e-05
Position 1201: 1.3295609870850507e-05
Position 1077: 1.2066134271253512e-05
Position 1301: 8.54689593028975e-06
Position 1198: 7.446395892412555e-06
Position 1048: 7.093655628167297e-06
Position 734: 5.592748207595881e-06
Position 2326: 4.911925640613171e-06
Position 2405: 6.194832005297799e-07
Position 1534: 2.342687724360275e-07
Position 1585: 2.3076601099621432e-07
