Gene = TAF1A
index = 1374
Annotated 5SS: [  207  1491  5806 10175 12489 19399 20424 25875 26761 28570 31311]
Annotated 3SS: [ 1367  5635 10060 12289 19267 20264 25807 26636 28414 31160 31664]
SMsplice 5SS: [  207  1491  5806 10175 12489 19399 20424 23460 26761 28570 31311]
SMsplice 3SS: [ 1367  5635 10060 12289 19267 20264 23407 26636 28414 31160 31664]
top_k =  100
Partition function (log Z): 7.696836069338714

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9990379779173102
Position 20424: 0.9897184922191421
Position 12489: 0.9877776762621805
Position 10175: 0.9792788708432796
Position 5806: 0.9670558448946862
Position 23460: 0.9572399513660313
Position 31311: 0.9479825461809426
Position 207: 0.9391458867501478
Position 19399: 0.9356649897496079
Position 28570: 0.9090831689670842
Position 26761: 0.8247695455899973
Position 22697: 0.3511619170153182
Position 22037: 0.3020605556154658
Position 24647: 0.26657275610944503
Position 27015: 0.20508636089781582
Position 9968: 0.1373843511837576
Position 29201: 0.09428022662889263
Position 4410: 0.08412487913818578
Position 25875: 0.08402301501049175
Position 27150: 0.08176610459287169
Position 9870: 0.07128319578229492
Position 9785: 0.06448865832448011
Position 9940: 0.062312183022452276
Position 10699: 0.05351412087839341
Position 28531: 0.04874803750898615
Position 1245: 0.03965572336487647
Position 4908: 0.031364075795508504
Position 2839: 0.029714333404382978
Position 10439: 0.025940679987105596
Position 91: 0.023572679925985312
Position 20584: 0.020143764859738594
Position 14551: 0.018332860541727013
Position 261: 0.018088999326919587
Position 2007: 0.014545398180256582
Position 5569: 0.014454559151732707
Position 2620: 0.013928379382699417
Position 10793: 0.01287094358150263
Position 12503: 0.012222323737817693
Position 2889: 0.012032025818251666
Position 26669: 0.01074839560936652
Position 3073: 0.010497037952722681
Position 728: 0.009802809993681374
Position 4666: 0.00922942857371764
Position 134: 0.007689920189750709
Position 4912: 0.007124143931487031
Position 4620: 0.0058367391021799785
Position 5745: 0.005253731530993404
Position 1006: 0.005014920439030962
Position 888: 0.0013094535816769537
Position 31323: 0.00123820061931979
Position 941: 0.0011382502646524728
Position 12832: 0.0007040058330193353
Position 31256: 0.0005828531132882338
Position 1487: 0.0004621821632319829
Position 10786: 0.0004089234902086584
Position 1536: 0.0003211479524017273
Position 31803: 0.00031774765380508945
Position 20304: 0.0002674077270984436
Position 6354: 0.00024967916344555916
Position 1368: 4.007244310518695e-05
Position 554: 1.4396563286860961e-05
Position 695: 1.4067771398373417e-05
Position 659: 1.3977752156555455e-05
Position 578: 9.327615355174796e-06
Position 439: 4.7685210547750755e-06
Position 446: 3.635818996964104e-06
Position 511: 6.493467601124651e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12289: 0.9999224475487482
Position 5635: 0.9723095764256797
Position 28414: 0.9587201480247589
Position 31160: 0.9498234138067538
Position 10060: 0.9400355887933493
Position 19267: 0.9356649897496079
Position 20264: 0.932034925090767
Position 1367: 0.9268970583817131
Position 23407: 0.9108498074856206
Position 31664: 0.8927818770569244
Position 26636: 0.8355179411993643
Position 9674: 0.3747116703629152
Position 22576: 0.342576612195934
Position 26881: 0.2869322600291889
Position 24524: 0.2665844590179897
Position 21896: 0.2625539032137753
Position 25807: 0.08402301501049175
Position 4253: 0.0550904754754603
Position 31422: 0.05271117924328342
Position 29065: 0.0520693280333965
Position 20218: 0.050141890862672234
Position 2770: 0.04775299396913706
Position 23206: 0.04639014388041056
Position 10571: 0.042619289776490835
Position 21863: 0.039506652401690455
Position 10352: 0.03723719215608847
Position 1098: 0.03663064426331208
Position 31189: 0.032841301288307756
Position 4831: 0.028426330812176458
Position 29126: 0.02827308276589158
Position 1281: 0.02545126131870068
Position 4327: 0.02065384594314453
Position 20508: 0.020143764859738594
Position 1314: 0.018261994631047378
Position 14415: 0.017450617550286422
Position 1409: 0.015428457640457074
Position 4544: 0.015066167675897626
Position 1892: 0.01454539818025658
Position 5242: 0.014454559151732707
Position 28991: 0.013937815829604544
Position 2446: 0.013928379382699432
Position 10698: 0.012878186004630985
Position 31505: 0.012007139856747662
Position 4740: 0.010061888914819087
Position 22506: 0.008585304819384076
Position 4278: 0.00838055771958094
Position 20229: 0.007809083992800938
Position 1383: 0.006583532677749688
Position 767: 0.004557801426401211
Position 1317: 0.00438834048753237
Position 31537: 0.003194818298580447
Position 851: 0.0027261171648371558
Position 30461: 0.0025580028313410227
Position 2979: 0.0023174845894156906
Position 2906: 0.002172918616804581
Position 31918: 0.0017125832023832692
Position 1119: 0.001151694004325115
Position 31786: 0.0010751296798044928
Position 14411: 0.0008822429914405892
Position 883: 0.000745810577354815
Position 532: 0.0005335486254423634
Position 1163: 0.00047748385693514606
Position 1235: 0.00047079024950846045
Position 507: 0.0004527470737823748
Position 12733: 0.0003648222841657597
Position 12705: 0.00033918354885357506
Position 6098: 0.00024967916344555916
Position 28927: 0.00023314205719517995
Position 818: 0.0002247659041795966
Position 510: 0.00021295963224544608
Position 28865: 0.00020232125029778184
Position 488: 0.00011990997144850583
Position 12143: 7.755245125077861e-05
Position 1244: 2.5929814804491624e-05
