Gene = GARS
index = 574
Annotated 5SS: [  463  4217  5369  6520  8442  8892 15050 17565 21378 22598 26820 27782
 31639 33989 36861 37757]
Annotated 3SS: [ 4114  5265  6377  8352  8814 14903 17414 21214 22432 26711 27635 31552
 33878 36766 37565 39053]
SMsplice 5SS: [  463  4217  5369  6520  8442  8892 15050 17565 21378 22598 26820 31639
 33989]
SMsplice 3SS: [ 4114  5265  6377  8352  8814 14903 17414 21214 22495 26711 31552 33878
 39053]
top_k =  100
Partition function (log Z): 9.645288398816344

Sorted 5' Splice Sites (High to Low Probability):
Position 15050: 0.9999999999999979
Position 8892: 0.9966077793157961
Position 5369: 0.9953752189096666
Position 463: 0.9928767030780606
Position 22598: 0.9915338627195635
Position 6520: 0.9375460970111359
Position 4217: 0.9178935515838487
Position 31639: 0.8949535759952736
Position 17565: 0.8490479611716414
Position 21378: 0.640807468319849
Position 10392: 0.529268094312114
Position 8442: 0.5034599725995792
Position 8465: 0.4821610382562812
Position 21392: 0.35919253168015
Position 1253: 0.335037356316056
Position 6731: 0.1628036800496
Position 27782: 0.11040728979471473
Position 4558: 0.10454467660419231
Position 2582: 0.10419788024065743
Position 24447: 0.09697497398100322
Position 13803: 0.08580745368617154
Position 6544: 0.054804346877990885
Position 5829: 0.052591567519506534
Position 6997: 0.04551601181068534
Position 11717: 0.025466414312185427
Position 8293: 0.019366204111671552
Position 10226: 0.012246756740677434
Position 6234: 0.00954868270428482
Position 5181: 0.009161384840699241
Position 5611: 0.008103268427085588
Position 4641: 0.007079804365486507
Position 4249: 0.00495338163530977
Position 4253: 0.004888166107725795
Position 9318: 0.003180354548458588
Position 5000: 0.0030984529723022793
Position 5334: 0.002489097553071188
Position 8447: 0.0020656971180617375
Position 2885: 0.0019443774312637757
Position 3387: 0.0018438327879085326
Position 427: 0.0017479276108585326
Position 8165: 0.0016862319491230493
Position 632: 0.0013237344123000366
Position 8487: 0.0009084286977773555
Position 24454: 0.0008741287541510434
Position 121: 0.0008063412785469625
Position 272: 0.0007537004318371039
Position 26155: 0.0006212758899794194
Position 23581: 0.0005124892482714906
Position 5588: 0.0004811144954155179
Position 127: 1.4264147796585538e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 14903: 0.9999999999999978
Position 5265: 0.992281846487013
Position 8352: 0.9710356641705035
Position 6377: 0.9542671778066582
Position 31552: 0.9457814348644724
Position 21214: 0.9337485060169542
Position 8814: 0.9335136323884254
Position 4114: 0.9275305932466845
Position 39053: 0.8181077495810618
Position 17414: 0.6361930304532156
Position 10308: 0.5292680943121133
Position 22495: 0.49847441051663843
Position 22432: 0.3817583505016063
Position 1142: 0.2880320300816317
Position 17392: 0.18513688763647257
Position 27482: 0.11195707208014996
Position 13726: 0.08580745368617154
Position 2509: 0.0740710291643978
Position 6635: 0.0740396049685191
Position 21175: 0.06625149398304395
Position 22451: 0.06249749865187622
Position 6686: 0.06229198469670312
Position 24386: 0.06018226018699959
Position 8747: 0.057104100602833045
Position 4425: 0.05020420246613481
Position 4375: 0.04740193344336842
Position 6616: 0.0428135532086036
Position 24280: 0.0420164926036861
Position 5725: 0.04187278030869727
Position 26711: 0.039943495194180514
Position 22531: 0.03973177509901418
Position 6407: 0.0346242868982211
Position 17289: 0.027718043081953192
Position 31705: 0.026223616162652837
Position 11644: 0.025466414312185402
Position 8122: 0.024778491578772533
Position 33523: 0.021532915468228848
Position 33548: 0.020586598567996175
Position 2397: 0.017938531556821
Position 1010: 0.016956486113315197
Position 6751: 0.01689796991468797
Position 4551: 0.014018345060175597
Position 8369: 0.013459674775203094
Position 10099: 0.012246756740677434
Position 901: 0.011341689716034095
Position 2437: 0.010036447942415126
Position 5469: 0.009346824014395497
Position 5101: 0.009161384840699232
Position 22341: 0.009071827950428789
Position 1157: 0.008933613267787247
Position 31725: 0.008502696215333885
Position 5584: 0.00813793255716938
Position 6863: 0.007319135109772693
Position 966: 0.0071114873909127515
Position 6125: 0.006084514005286239
Position 8825: 0.0059672634882370085
Position 5280: 0.005582469975725678
Position 6840: 0.004923797045607915
Position 4742: 0.0030984529723022793
Position 27074: 0.0028151182261065746
Position 6424: 0.002700114712733667
Position 9162: 0.002624862769847607
Position 2552: 0.0021518715770234855
Position 25121: 0.0021452319627582976
Position 6089: 0.00214233167644555
Position 2854: 0.0019443774312637768
Position 3237: 0.0018438327879085326
Position 5774: 0.0017993674762301517
Position 6143: 0.0013218370225530325
Position 23525: 0.001177140205202648
Position 22687: 0.0006611228750122458
Position 26060: 0.0006212758899794194
Position 9088: 0.00055549177861098
Position 23635: 0.00050221292656732
Position 26393: 0.0004330448555956153
Position 6439: 0.00042580911588123297
Position 8022: 0.00037374220801532284
Position 23088: 0.0003330769799865571
Position 6335: 0.00026417076689318707
Position 25041: 0.0002627877565753451
Position 24351: 0.0002462815802945206
Position 3889: 0.0002045060802004298
Position 24252: 0.00020087833466031827
Position 23135: 0.0001112311458923892
Position 950: 5.211471719386257e-05
Position 6287: 4.538680197109814e-05
Position 777: 4.418169241723355e-05
Position 1168: 4.29065666091458e-05
Position 6223: 3.813756716901365e-05
Position 848: 2.6769296297823605e-05
Position 8646: 2.2731058351567132e-05
Position 6658: 1.9007135990950573e-05
Position 840: 1.6499606073584226e-05
Position 5568: 7.300409558189469e-06
Position 5434: 5.894352706804781e-06
Position 5513: 4.463245419749082e-06
Position 1046: 2.248827188675928e-06
Position 5731: 1.3880778306080718e-06
Position 8611: 5.1777949329277926e-08
