Gene = NDUFB6
index = 931
Annotated 5SS: [  282  2203 14253]
Annotated 3SS: [ 2109 14207 19217]
SMsplice 5SS: [ 282 2203 6244]
SMsplice 3SS: [ 2109  6149 19217]
top_k =  100
Partition function (log Z): -11.02237086277824

Sorted 5' Splice Sites (High to Low Probability):
Position 2203: 0.9002712936416268
Position 6244: 0.7002844070429477
Position 282: 0.6646160115273666
Position 201: 0.2934766527361556
Position 10416: 0.2430816961544517
Position 2207: 0.09766930433117504
Position 776: 0.015171996142493467
Position 6512: 0.011008103179694157
Position 65: 0.01061717087297742
Position 767: 0.009069123922177309
Position 1691: 0.008082400104086238
Position 3060: 0.003341159773398574
Position 1405: 0.002405001757229653
Position 493: 0.0016229976152959383
Position 14: 0.0015097247317732022
Position 110: 0.0012865708624340754
Position 1743: 0.0009254368304410798
Position 1601: 0.0004232278729692807
Position 457: 0.0002337571656250378
Position 1747: 0.00011162902911745267
Position 2334: 9.644206368865204e-05
Position 1665: 7.80756590573784e-05
Position 429: 5.705363932760767e-05
Position 2543: 5.327873349918321e-05
Position 1090: 3.953145921986773e-05
Position 526: 3.5084876579458486e-05
Position 88: 4.521737834671144e-06
Position 50: 3.993803662401363e-06
Position 43: 3.849042322700364e-06
Position 54: 5.930690990221341e-08
Position 72: 3.001199242296697e-08
Position 84: 7.08822587247118e-09
Position 57: 5.626154369573095e-09
Position 74: 2.0392208943612216e-09
Position 3: 5.053005826800266e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2109: 0.9998050851335302
Position 19217: 0.8802137946101626
Position 6149: 0.7041386184655264
Position 10255: 0.2482123424050653
Position 12974: 0.05788106289504723
Position 10578: 0.015600407239223452
Position 10500: 0.012343502644699153
Position 7877: 0.007222622018973276
Position 6333: 0.005954850653856682
Position 6343: 0.004197902510118595
Position 5074: 0.0034516755654141434
Position 7192: 0.0031083755900881685
Position 1486: 0.0028651727964861995
Position 4869: 0.002696937984009865
Position 6315: 0.0026796924205714505
Position 2937: 0.0023967333934506512
Position 2636: 0.0022467962663868294
Position 1517: 0.0016513098961599797
Position 363: 0.001145614357854946
Position 1648: 0.0010241500346035708
Position 8692: 0.0009874538273917488
Position 1579: 0.0008100742192790678
Position 655: 0.0007756872283481398
Position 2678: 0.0006898270705440148
Position 6890: 0.0005162387302367456
Position 1587: 0.0004091801416975041
Position 6542: 0.0003418896774254262
Position 1625: 0.0003396454169986927
Position 4731: 0.00028470508067475204
Position 567: 0.0002629107175440813
Position 1272: 0.00014535212079813887
Position 3374: 0.0001406790727565798
Position 94: 9.79731065353208e-05
Position 2306: 9.721127084501631e-05
Position 2740: 9.307854936484232e-05
Position 1533: 8.641422637159694e-05
Position 3206: 8.329800432681222e-05
Position 1089: 7.415271824248139e-05
Position 2333: 6.785323481483289e-05
Position 215: 6.175131518019805e-05
Position 2542: 6.148486176143283e-05
Position 2279: 5.8568815570916485e-05
Position 334: 4.795190741778784e-05
Position 140: 4.49625251962239e-05
Position 698: 4.0108763370809276e-05
Position 899: 3.953145921986777e-05
Position 525: 3.834911853585765e-05
Position 2422: 2.5249757192147167e-05
Position 2393: 8.389923260115163e-06
Position 1916: 6.324253710852378e-06
Position 2724: 4.4423817238822576e-06
Position 2221: 2.214054096073892e-06
