Gene = ATP6V0B
index = 113
Annotated 5SS: [ 460 1201 1526 1732 2012 2177 2569]
Annotated 3SS: [1151 1441 1653 1941 2124 2377 3332]
SMsplice 5SS: [ 660  940 1526 1732 2012 2177]
SMsplice 3SS: [ 828 1441 1653 1941 2124 2294]
top_k =  100
Partition function (log Z): 5.500853021562877

Sorted 5' Splice Sites (High to Low Probability):
Position 1732: 0.995773165522082
Position 1526: 0.9953676897900706
Position 2177: 0.9465302029374902
Position 2012: 0.7368525931501971
Position 940: 0.6578745413072801
Position 1201: 0.6238458845955535
Position 2569: 0.4541868677421974
Position 660: 0.4242986723271687
Position 460: 0.30421810933957294
Position 1327: 0.06088161708178648
Position 650: 0.05108405872182893
Position 289: 0.036501101167037996
Position 956: 0.03419428000423675
Position 261: 0.027969098433176576
Position 511: 0.01488283845110448
Position 276: 0.011213588679065476
Position 284: 0.00467623338713154
Position 3210: 0.0036688943762774027
Position 456: 0.003453874618799561
Position 258: 0.003001833456924676
Position 837: 0.001796986581077742
Position 85: 0.0016836510402466125
Position 919: 0.001355632323478922
Position 2191: 0.001019052303408885
Position 1727: 0.0010136376801504333
Position 2407: 0.0009234677102034038
Position 1062: 0.0007366136604790469
Position 2049: 0.0006620080038098313
Position 329: 0.0006361105899400676
Position 1574: 0.00037060757800751556
Position 345: 0.0003573843214585212
Position 1530: 0.0002452077847569144
Position 470: 0.0002384701528630687
Position 1786: 0.0002000870908085904
Position 1541: 0.00019057583856401191
Position 161: 0.00016793378975539532
Position 195: 0.00012502336524130537
Position 530: 7.531775705421258e-05
Position 253: 6.567353441760378e-05
Position 423: 6.0478308565476175e-05
Position 248: 7.103848803031101e-07
Position 349: 1.7557250145717489e-07
Position 1512: 3.189515332058571e-08
Position 115: 2.627659878185023e-08
Position 121: 1.2736970308326837e-08
Position 203: 4.453216393183986e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2124: 0.9428626058517673
Position 1441: 0.9291932950931757
Position 1653: 0.8132488079889713
Position 828: 0.6580712841374444
Position 1941: 0.5934246750043587
Position 2377: 0.29474452811711077
Position 1117: 0.21165409662191512
Position 3332: 0.20879219424216353
Position 2726: 0.20041398280994144
Position 2294: 0.19751142476395875
Position 1634: 0.17614576536427168
Position 3151: 0.1467414654626875
Position 2502: 0.131925163699654
Position 1151: 0.1311612348136998
Position 2481: 0.11959804229550375
Position 1057: 0.08881572599533155
Position 1874: 0.07538668634763979
Position 1407: 0.06606754281034607
Position 1844: 0.06389858373985177
Position 3196: 0.05712641676793425
Position 803: 0.05578891694714965
Position 2132: 0.03935265444124427
Position 1016: 0.03450251955071408
Position 1248: 0.027101302590283788
Position 1038: 0.02707368067876264
Position 2456: 0.013877408397645166
Position 1090: 0.013056777528777786
Position 2873: 0.012736489195491908
Position 1594: 0.008940464922325565
Position 2922: 0.00767721295148832
Position 2245: 0.006952395019073069
Position 1073: 0.006309778002733422
Position 1114: 0.006131019804621979
Position 2410: 0.006013054764114258
Position 2671: 0.004782758808695657
Position 2070: 0.00292501671027747
Position 2434: 0.002774376233230365
Position 1957: 0.002623618926719261
Position 844: 0.0025860400250013785
Position 2348: 0.002474765475609893
Position 775: 0.0020459634411582567
Position 2615: 0.0019559396724616786
Position 1818: 0.0016891960141719937
Position 2091: 0.0010117883287437185
Position 574: 0.0009757963104864728
Position 939: 0.0008695636438002582
Position 2140: 0.0008491339052199427
Position 1998: 0.0006181047777994888
Position 1615: 0.0004609271356531403
Position 352: 0.00039154664861418547
Position 1878: 0.0003543251831398347
Position 1851: 0.00027512873109355454
Position 1609: 0.0002438180560525392
Position 618: 7.515860346258725e-05
Position 1691: 5.073815817572862e-05
Position 489: 4.3519157653407244e-05
Position 635: 1.2028551349431577e-05
Position 621: 1.0811405505719925e-05
Position 530: 2.530312798855328e-06
Position 2148: 2.348835632890866e-07
