Gene = GIMAP1-GIMAP5
index = 591
Annotated 5SS: [   23  2423  3739 21041 24260]
Annotated 3SS: [ 2373  3379 20836 24210 25514]
SMsplice 5SS: [   23  2423  3739 10259 21041 24260]
SMsplice 3SS: [ 2373  3599 10014 20931 24210 25514]
top_k =  100
Partition function (log Z): -16.201456129665214

Sorted 5' Splice Sites (High to Low Probability):
Position 2423: 0.9505796740655866
Position 23: 0.8552595129979828
Position 3739: 0.5891525560381712
Position 10259: 0.3040003933327169
Position 3730: 0.2957187660725645
Position 1820: 0.2417130366496182
Position 6894: 0.17113551402802404
Position 2291: 0.13668360718876718
Position 2728: 0.12401117730390827
Position 288: 0.051009063312848234
Position 174: 0.03500576826055839
Position 182: 0.0203809923044735
Position 420: 0.016565874973881997
Position 1367: 0.012572184504702353
Position 2475: 0.010473144205289539
Position 1805: 0.008475754136109464
Position 741: 0.006774986379448589
Position 445: 0.0062346567198464375
Position 3552: 0.005553930863334651
Position 1941: 0.004585554647447557
Position 2295: 0.0038450484838019015
Position 1320: 0.0038429715336449886
Position 770: 0.002951618064932643
Position 1912: 0.002467629485219202
Position 2374: 0.00150106216552574
Position 3889: 0.00019245268462956075
Position 718: 0.00011542194593475874
Position 3701: 1.0825483306664926e-05
Position 191: 4.819041098373933e-06
Position 246: 3.2903844327776387e-06
Position 57: 2.7616448998089363e-08
Position 41: 2.708723380361635e-09
Position 10: 1.0645455204237572e-10
Position 94: 1.9191004622525784e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2373: 0.9080998324613131
Position 3599: 0.7728063483466824
Position 10014: 0.5959076527695167
Position 6532: 0.2628633363405717
Position 1804: 0.21292469362304614
Position 2180: 0.18006489692998853
Position 13853: 0.17312908662533058
Position 6838: 0.16705343543329745
Position 10681: 0.1308713067073859
Position 2636: 0.12940427991527997
Position 3379: 0.09845503259485515
Position 6717: 0.0634018432841295
Position 3503: 0.02944958693882202
Position 6285: 0.029138919973730734
Position 1717: 0.024629487477843208
Position 1724: 0.016818751988598862
Position 2294: 0.011562891087699489
Position 4217: 0.011127283165779498
Position 3794: 0.008090606139634235
Position 2049: 0.0074446742215983856
Position 3527: 0.006750466850367476
Position 4674: 0.0057505313683622016
Position 570: 0.0030463342469412916
Position 477: 0.0030267915798217696
Position 623: 0.0018398022286860145
Position 1158: 0.001745896476391206
Position 124: 0.001675100201171957
Position 1594: 0.0010157861500244318
Position 585: 0.0009742658831764713
Position 1237: 0.0007981805691436947
Position 90: 0.0007896056933549891
Position 319: 4.875216128113428e-05
Position 693: 4.792429934023558e-05
Position 1319: 2.6625461471268113e-05
Position 135: 1.8143129995904837e-05
Position 173: 1.4842667046186053e-05
Position 359: 8.322716939719097e-06
