Gene = ERRFI1
index = 509
Annotated 5SS: [  151 10814 11001]
Annotated 3SS: [10615 10923 11911]
SMsplice 5SS: [  151 10814 11001]
SMsplice 3SS: [10615 10923 11911]
top_k =  100
Partition function (log Z): -11.830118237637777

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.9993311552007659
Position 10814: 0.7520716167582878
Position 11001: 0.3376771056267057
Position 11027: 0.1901581837272868
Position 10801: 0.16868080075195557
Position 12043: 0.025747411541355774
Position 11059: 0.018665354634125237
Position 805: 0.0012061140040350831
Position 4970: 0.0011220585408907992
Position 562: 0.0005915990264751421
Position 3916: 0.0005796003812061578
Position 1248: 0.00021743910805974184
Position 1203: 0.00011355341052807559
Position 11: 3.1232383912597474e-06
Position 765: 1.8699154374943412e-06
Position 539: 1.7198643166652446e-06
Position 748: 8.913339455132387e-07
Position 356: 2.5647623021222004e-07
Position 744: 1.7532012729812473e-07
Position 176: 1.318225522278134e-07
Position 65: 5.739873530148147e-08
Position 6: 2.3313943850832735e-08
Position 284: 5.445774042817235e-09
Position 300: 2.344027838376702e-09
Position 448: 5.510715499659207e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10615: 0.920752417510245
Position 10923: 0.6692737220671048
Position 11911: 0.5650225147398344
Position 12370: 0.11058324082054441
Position 11862: 0.08539272053884361
Position 11956: 0.06481556642847333
Position 12944: 0.03127940693479122
Position 868: 0.007979159784471378
Position 5100: 0.007299224289577973
Position 9428: 0.006200790777063966
Position 3406: 0.005073475623249349
Position 5798: 0.0036261101868883283
Position 4889: 0.0016851982062673048
Position 2005: 0.0014742319014493578
Position 6236: 0.0014290713300345117
Position 1280: 0.001304089375152992
Position 3840: 0.0012284261424436124
Position 4866: 0.0012068575476853428
Position 3770: 0.0008932432426416785
Position 3351: 0.0008611542110927807
Position 5352: 0.0008449976382223432
Position 710: 0.0008233760579441646
Position 355: 0.0007927196710833853
Position 1862: 0.0006485193307685118
Position 796: 0.0006332835701668319
Position 5497: 0.0006182201197217286
Position 2214: 0.0005664641655477022
Position 1683: 0.000516222792134589
Position 4778: 0.0005035941729515264
Position 4234: 0.0004364674069722636
Position 3951: 0.00043299046269504006
Position 4193: 0.00039077798702586255
Position 3213: 0.00038661443123084196
Position 1444: 0.0003080133185854098
Position 388: 0.00028230978406712265
Position 769: 0.00023533904168089622
Position 3053: 0.00017441801169401297
Position 512: 8.501986895742611e-05
Position 658: 5.16081864335079e-05
Position 1117: 3.0486808255227747e-05
Position 576: 7.293562393774525e-06
Position 526: 6.546580749359408e-06
Position 1008: 3.7864811371619334e-06
Position 1062: 2.8436980995931106e-06
Position 1041: 2.8161712747895063e-06
Position 993: 2.5446978049169204e-06
Position 412: 7.966746123379478e-07
Position 256: 5.496917426153994e-07
Position 238: 4.59189169521492e-07
Position 490: 3.3751676729772503e-07
Position 300: 2.1098849306773458e-07
