Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  100
Partition function (log Z): 0.9169073932111047

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9967851495826648
Position 160: 0.9174328209976063
Position 439: 0.4792401245279538
Position 787: 0.03568594503832957
Position 1090: 0.021475370517144238
Position 345: 0.021294297538929217
Position 1977: 0.019798209073826335
Position 1725: 0.012059710073820815
Position 1957: 0.009507879058637739
Position 166: 0.00923277789443961
Position 313: 0.00834721768595507
Position 820: 0.007685782593268431
Position 1853: 0.0037624118762958477
Position 449: 0.0031899198980147774
Position 453: 0.0028987311267259937
Position 1514: 0.002484900872778429
Position 413: 0.0017164371510208095
Position 808: 0.001305272270310102
Position 29: 0.0006773129756732394
Position 1111: 0.0003721138129774882
Position 195: 0.00020002132816587855
Position 50: 0.0001243566832792169
Position 353: 3.254343767268506e-05
Position 1335: 1.0628430273090344e-05
Position 112: 1.2630807966890349e-06
Position 118: 8.871228473818292e-07
Position 11: 8.42481335785019e-08
Position 131: 4.0999283248292405e-08
Position 90: 6.667652544396256e-09
Position 47: 5.057901113186273e-09
Position 228: 6.215180188739632e-11
Position 222: 6.062925386933021e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9785410952875111
Position 1159: 0.8797317853095294
Position 262: 0.29148045567174075
Position 1172: 0.09565568787291516
Position 306: 0.0848439708930899
Position 590: 0.04465777942318139
Position 2160: 0.039637258227778784
Position 375: 0.0389871765290212
Position 1049: 0.02253989730176114
Position 309: 0.015128045764288285
Position 994: 0.006282500530033663
Position 1169: 0.00621231211752019
Position 2200: 0.005948689645628797
Position 267: 0.0056125125307956835
Position 1920: 0.00532888039606584
Position 324: 0.004710182550583364
Position 889: 0.004133756591936958
Position 1618: 0.003064860221090118
Position 1865: 0.0025667920864345514
Position 1443: 0.002547917261061971
Position 392: 0.002307244071030717
Position 1265: 0.002173083097706202
Position 1495: 0.0016726655594732772
Position 1580: 0.0016199959232191293
Position 1651: 0.0014870866382889016
Position 328: 0.0014102350109168101
Position 1479: 0.0012125757410766016
Position 859: 0.0011571745590538648
Position 2002: 0.0011109340890677196
Position 2085: 0.00110506934298529
Position 1540: 0.001091858891048234
Position 394: 0.0006014093679552651
Position 2264: 0.00034257405092838207
Position 1828: 0.00016064822421012998
Position 1461: 0.00010321658097616184
Position 1894: 7.099278851412535e-05
Position 351: 2.5216693325596147e-05
Position 273: 2.3084569222885943e-05
Position 486: 1.1822646042618439e-05
Position 149: 8.782190961482833e-06
Position 756: 7.397832684108871e-06
Position 349: 2.73140114483751e-06
Position 405: 2.52835292802366e-06
Position 264: 2.3379104315819882e-06
