Gene = RSRP1
index = 1216
Annotated 5SS: [ 211 1076 2370 3970]
Annotated 3SS: [ 489 2217 3885 4813]
SMsplice 5SS: [ 211 2370 3970]
SMsplice 3SS: [2217 3885 4813]
top_k =  100
Partition function (log Z): 2.2960370801294294

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9860702675464013
Position 3970: 0.9725344645051214
Position 2370: 0.9237538250354979
Position 1076: 0.48838478952000036
Position 624: 0.09458314194777621
Position 4981: 0.0688622124097268
Position 550: 0.06256749036977986
Position 2383: 0.055041647291092635
Position 4685: 0.04792784333890661
Position 3226: 0.04430198568816392
Position 885: 0.03188373785792741
Position 1080: 0.02661250241525937
Position 3066: 0.02519326471003506
Position 633: 0.02114139124011565
Position 2350: 0.014268346922348976
Position 5146: 0.01348092881219541
Position 3096: 0.010285888744326226
Position 1038: 0.009204926517041941
Position 744: 0.0050395921348055615
Position 568: 0.00242837777586025
Position 5025: 0.0021103518456981833
Position 909: 0.0013646794561045514
Position 1529: 0.000982377518647531
Position 5135: 0.0007448634881219
Position 774: 0.0007224930633305977
Position 4952: 0.0002957170951952351
Position 87: 8.343481723163051e-05
Position 93: 6.266742313153438e-05
Position 80: 5.5105256492310364e-05
Position 32: 3.499634476457978e-05
Position 264: 3.4241745485508664e-05
Position 4382: 3.1003001844002105e-05
Position 4315: 3.035383821638777e-05
Position 186: 2.7306965742608912e-05
Position 579: 2.7219159104645404e-05
Position 2341: 1.4802667616095992e-05
Position 166: 9.287279457912655e-06
Position 66: 8.92431859651071e-06
Position 412: 7.29047184929958e-06
Position 206: 7.127778291962246e-06
Position 162: 5.4598123348065895e-06
Position 55: 1.7923541026891375e-06
Position 231: 1.7316453640145384e-06
Position 215: 1.6148673153093628e-06
Position 108: 1.1520541979246755e-06
Position 253: 1.0202574250101816e-06
Position 363: 9.459783830379404e-08
Position 349: 9.01337458759569e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9930786219165559
Position 3885: 0.9573761737577037
Position 4813: 0.9043512599413409
Position 489: 0.22560829338665322
Position 905: 0.1461658635104802
Position 908: 0.14206422352962705
Position 991: 0.08037596114398314
Position 5271: 0.07820795766623685
Position 3020: 0.07617843349809647
Position 4432: 0.06365228950903083
Position 677: 0.05338146806105136
Position 4593: 0.0325945310712862
Position 5092: 0.03142183476244704
Position 722: 0.02548975462841897
Position 926: 0.023491531919342244
Position 758: 0.013862172927501554
Position 3829: 0.01044593042179579
Position 680: 0.010415515073352729
Position 5105: 0.008131650365981158
Position 4324: 0.0046998043276031175
Position 4223: 0.004634230388458872
Position 3791: 0.004553956484632013
Position 3042: 0.0038621021285305986
Position 707: 0.003178701219800736
Position 824: 0.002712845852437548
Position 3897: 0.002168115855249005
Position 725: 0.0015514179826348828
Position 4085: 0.0012267907685358304
Position 1413: 0.000982377518647531
Position 659: 0.000932953266909315
Position 4452: 0.0008794940819604579
Position 4343: 0.000740619355668327
Position 2979: 0.0006737030929947235
Position 356: 0.0005852641568179284
Position 531: 0.00017601106022689815
Position 308: 0.0001313704433244636
Position 493: 0.00011688607627783559
Position 597: 8.622866886877854e-05
Position 536: 1.6926192031808746e-05
Position 322: 1.5423010261423396e-05
Position 527: 1.1267686334014189e-05
Position 441: 2.188785835300487e-06
Position 411: 1.6785447016225886e-06
