Gene = CAMLG
index = 275
Annotated 5SS: [ 292 3023 5552]
Annotated 3SS: [ 2561  5485 12257]
SMsplice 5SS: [292]
SMsplice 3SS: [13203]
top_k =  100
Partition function (log Z): -9.328842877198637

Sorted 5' Splice Sites (High to Low Probability):
Position 292: 0.9999972797070685
Position 5552: 0.2845943727483667
Position 2702: 0.09363852202964211
Position 1328: 0.013892140812056952
Position 878: 0.0021979709774853176
Position 3023: 0.0020331485501250204
Position 1670: 0.001516175541813973
Position 1064: 0.0007392101364285413
Position 615: 0.0007073960060625453
Position 181: 2.7003646776273186e-06
Position 315: 5.798295183401916e-09
Position 430: 4.790768626430446e-09
Position 345: 4.784102358252965e-09
Position 505: 4.555085979142064e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12257: 0.42581779441275047
Position 5485: 0.3141436696395143
Position 8005: 0.16536757632215604
Position 2561: 0.12943217700762275
Position 11002: 0.05142614797124485
Position 3241: 0.043241376543557225
Position 4922: 0.0423821659573221
Position 1399: 0.040278167682870784
Position 462: 0.017325990395148445
Position 531: 0.01459878296814819
Position 2114: 0.011995070110467215
Position 582: 0.010478387415959337
Position 2564: 0.009521331565183823
Position 4569: 0.009314427565254742
Position 1215: 0.008939872948835888
Position 3102: 0.00870743799927206
Position 4263: 0.008662355216515254
Position 1259: 0.00805759825368364
Position 3183: 0.007278929320777924
Position 553: 0.007256077684474603
Position 3208: 0.007225432646861334
Position 695: 0.0062919213844280005
Position 3661: 0.005783005133713782
Position 3630: 0.005710571768844441
Position 2041: 0.004468451408623369
Position 826: 0.003950565636138778
Position 604: 0.003947910698261041
Position 650: 0.003721375024323097
Position 2638: 0.003700200408100124
Position 1377: 0.002515507019435486
Position 1414: 0.0021237908604848574
Position 442: 0.0020304450451601353
Position 1987: 0.0020052760867228453
Position 672: 0.0018798458733531806
Position 3299: 0.0018389857049195754
Position 2964: 0.0014772872850913905
Position 1958: 0.0009793500988665201
Position 784: 0.0008632224251281882
Position 1186: 0.0008428205257082241
Position 2137: 0.0008397693739380918
Position 392: 0.0006754798474999459
Position 803: 0.0006085288367997652
Position 839: 0.0005919661646634876
Position 1193: 0.0004099462062845742
Position 624: 0.00039870091057987137
Position 1595: 0.0001176073272675526
Position 758: 7.631213084545579e-05
Position 707: 1.9323989178504984e-05
