Gene = IL17RC
index = 689
Annotated 5SS: [  536   637   978  1312  1512  3505  3872  6923  7194 11123 11389 11533
 12800 13052 13362 13846 15606 15761]
Annotated 3SS: [  614   824  1236  1401  3392  3826  6782  7133 11067 11206 11481 12753
 12929 13301 13796 15509 15721 15854]
SMsplice 5SS: [  323   757   978  1312  1512  3505  3716  3872  5584  6923  7194 11123
 11389 12800 13846 15606 15761]
SMsplice 3SS: [  614   824  1236  1401  3392  3583  3792  5446  6782  7133 11067 11206
 12724 13796 15509 15721 15854]
top_k =  100
Partition function (log Z): 24.64346627247609

Sorted 5' Splice Sites (High to Low Probability):
Position 11389: 0.9872365600506788
Position 1312: 0.9530680915442945
Position 13846: 0.9470909687010621
Position 12800: 0.9409435058241222
Position 3505: 0.9119375780870473
Position 3872: 0.9035836719228525
Position 5584: 0.8912000439563513
Position 15606: 0.8698375720904377
Position 3716: 0.8326509508918188
Position 11123: 0.8206646686809624
Position 978: 0.7734976324479014
Position 323: 0.7422577053059514
Position 6923: 0.6824487644815008
Position 15761: 0.6204627325378311
Position 7194: 0.615050396817013
Position 757: 0.5470039770918291
Position 1512: 0.5354198568460815
Position 1501: 0.441795910167354
Position 11533: 0.42853649823473794
Position 536: 0.4072549183950027
Position 13362: 0.3966697721605731
Position 13052: 0.29097734207351433
Position 14168: 0.2690691144073138
Position 1014: 0.19094259907952954
Position 2829: 0.16533460328357139
Position 13240: 0.16339204326961818
Position 637: 0.15692421337745285
Position 14175: 0.1316872445469358
Position 9802: 0.11048351986107544
Position 6884: 0.08500177166652317
Position 3467: 0.07900238390989228
Position 3899: 0.0755161526155931
Position 11811: 0.05646943618703501
Position 3709: 0.04063942629522124
Position 9842: 0.03458550370226476
Position 3687: 0.03244075442999742
Position 13855: 0.028091049768552045
Position 13271: 0.019617155765141295
Position 5541: 0.016601558005099663
Position 13554: 0.01654118909666199
Position 16083: 0.013327160300606595
Position 916: 0.012846273529163958
Position 11711: 0.011113248228362361
Position 11330: 0.01054003794133447
Position 1470: 0.008904900100720516
Position 6719: 0.008276426716246529
Position 1651: 0.007614764090672066
Position 3024: 0.007597468273590934
Position 5697: 0.007489823126306814
Position 766: 0.006369829351470596
Position 12851: 0.005964578655409842
