Gene = DHCR24
index = 443
Annotated 5SS: [  330  3601 11277 12126 15869 21916 33182 33785]
Annotated 3SS: [ 3444 11170 12006 15604 21771 32983 33605 34831]
SMsplice 5SS: [  330  3601 11277 11752 12126 21916 22142 23763 33182 33785 35016]
SMsplice 3SS: [ 3444 11170 11588 12006 21771 22008 23679 32983 33605 34831 35972]
top_k =  100
Partition function (log Z): 7.661085234759747

Sorted 5' Splice Sites (High to Low Probability):
Position 12126: 1.0000000000000029
Position 21916: 1.0000000000000027
Position 23763: 1.000000000000002
Position 33182: 0.9998913723011668
Position 3601: 0.9954517625974129
Position 35016: 0.9141132740981057
Position 11277: 0.742479252867934
Position 33785: 0.6317959211424394
Position 11752: 0.6288988186797171
Position 35237: 0.5426793158552067
Position 330: 0.4381273913459763
Position 15869: 0.3593659849378787
Position 7470: 0.31658188316856634
Position 22776: 0.28461759047945545
Position 601: 0.27119610184982984
Position 22216: 0.25675495981542634
Position 22142: 0.23945041008402737
Position 150: 0.21428726940789125
Position 22158: 0.2003004733002018
Position 6579: 0.190380326689085
Position 3905: 0.17265405875205572
Position 417: 0.16808036983516803
Position 1262: 0.15340503125442811
Position 22320: 0.13659010438323935
Position 11207: 0.11471441823215729
Position 33940: 0.11334834310353584
Position 11759: 0.08189903287898163
Position 12586: 0.05619790149909394
Position 11863: 0.05506771132300523
Position 700: 0.040756969749203446
Position 11273: 0.03898156084240412
Position 35506: 0.038143329122292145
Position 35601: 0.03739969425834775
Position 344: 0.032741626127969076
Position 11777: 0.03171066007312222
Position 11757: 0.024493886511772825
Position 5503: 0.013090715489319601
Position 399: 0.004543484007486706
Position 125: 0.004298837169849849
Position 35352: 0.004186715641372133
Position 146: 0.004143683451998011
Position 3635: 0.0024816171030478808
Position 586: 0.0018827129393406928
Position 3445: 0.00175653064440486
Position 4335: 0.0012288993290878968
Position 4530: 0.0012260626042857766
Position 4159: 0.0010942548742092055
Position 447: 0.0010731163762206892
Position 894: 0.00093786651224765
Position 4878: 0.0007569347054502686
Position 4755: 0.0006538798744781508
Position 677: 0.0004883811345270206
Position 549: 0.0004799607093625609
Position 197: 0.000403398372711896
Position 3992: 0.00036935205000832564
Position 4836: 0.0003456264819113323
Position 309: 0.00022077376881800745
Position 651: 0.00020036197594704435
Position 374: 0.00011296642160711062
Position 170: 0.0001036485354153403
Position 252: 9.416654745477602e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 21771: 1.0000000000000027
Position 32983: 0.9998913723011668
Position 23679: 0.9410951208225767
Position 34831: 0.932089579280219
Position 3444: 0.924121904704765
Position 12006: 0.9179453590093226
Position 11170: 0.8961752319424953
Position 11588: 0.8220916391710892
Position 22008: 0.8000459014064192
Position 35972: 0.7474525040882446
Position 33605: 0.47413335482624247
Position 35140: 0.38374970100698164
Position 15604: 0.3593659849378788
Position 7412: 0.3165818831685664
Position 22697: 0.23494814988445245
Position 6460: 0.1903803266890851
Position 35111: 0.1889877033102939
Position 33643: 0.18788405910356532
Position 35383: 0.17634068800790312
Position 3821: 0.17411766567627326
Position 537: 0.1553070713844176
Position 1155: 0.14666009668814023
Position 36638: 0.1011013272673127
Position 33904: 0.08312685031616758
Position 11970: 0.08025123883592955
Position 3337: 0.07541375064943359
Position 23551: 0.05890487917742584
Position 22734: 0.04966944059500291
Position 12419: 0.04162080898479741
Position 510: 0.028866014854605205
Position 22056: 0.020711035058405908
Position 5356: 0.009845462582205734
Position 22032: 0.009004651128425396
Position 12456: 0.008228839582180056
Position 1114: 0.006744934566287796
Position 12376: 0.006348252932116471
Position 35306: 0.004482673871787151
Position 22080: 0.003334359989644434
Position 5303: 0.0032452529071138668
Position 34701: 0.0022095244437490076
Position 11854: 0.0017818724502598631
Position 4241: 0.0017284926444956167
Position 4779: 0.0011025611873616006
Position 4389: 0.0007264692888780573
Position 4599: 0.0006538798744781508
Position 3219: 0.000154254990666598
Position 26076: 8.534589157166176e-05
Position 23911: 2.328180726316392e-05
