Gene = SIMC1
index = 1258
Annotated 5SS: [  271 56896 57954 75479 84059 86391 98510 98780]
Annotated 3SS: [ 56662  57883  75323  83905  86261  98352  98694 106815]
SMsplice 5SS: [  271 19597 25136 32154 57954 70320 75479 84059 86391 98510 98780]
SMsplice 3SS: [ 19517  25049  32023  57883  70227  75323  83905  86261  98352  98694
 106815]
top_k =  100
Partition function (log Z): -58.684613868006444

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.7635152413368207
Position 689: 0.2412628996868835
Position 7387: 0.1103760975887605
Position 1037: 0.09370766319505361
Position 2765: 0.0926193432772197
Position 1052: 0.02273600256979886
Position 3380: 0.019906420171704894
Position 3536: 0.01783059788486753
Position 4235: 0.016980896551876415
Position 1313: 0.01418075397281885
Position 1078: 0.008760689411294877
Position 275: 0.008031638056008102
Position 1085: 0.0028497591743616734
Position 126: 0.002131953166251616
Position 677: 0.00016972040597041264
Position 647: 0.0001078220935874875
Position 157: 5.69238518864109e-05
Position 210: 4.329187526579742e-05
Position 918: 2.1065846328602895e-05
Position 119: 1.9194009758764143e-05
Position 985: 1.6953067554011516e-05
Position 915: 1.6573977788035173e-05
Position 554: 1.4826833766792154e-05
Position 1024: 1.2798883254233609e-05
Position 1177: 1.2066516583176813e-05
Position 982: 4.403224724862661e-06
Position 1170: 4.191079867533805e-06
Position 598: 4.347036652834787e-09
Position 612: 3.890524741578679e-09
Position 679: 2.2020578270202438e-09
Position 665: 1.0691775396081761e-09
Position 92: 3.8703858099628303e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 887: 0.2731542931620084
Position 9188: 0.2453868173030064
Position 7204: 0.19481111384195876
Position 1263: 0.16443358318285986
Position 2646: 0.10944065795313991
Position 3459: 0.10435195034022973
Position 2348: 0.07025727352876474
Position 7261: 0.06815094673979794
Position 4150: 0.060635963542199606
Position 7664: 0.024260063201874137
Position 6399: 0.016627302918594416
Position 3199: 0.012766452486004803
Position 3644: 0.012059757796228938
Position 4833: 0.010525244944423992
Position 3144: 0.008442594581283321
Position 1968: 0.0071362645891646604
Position 466: 0.005825093964647377
Position 3248: 0.005579377409171885
Position 545: 0.004793348946379775
Position 3503: 0.0035104324883331018
Position 632: 0.0033140104121019507
Position 1707: 0.003041501851212838
Position 1998: 0.002341109498547577
Position 1124: 0.001434346622169709
Position 472: 0.0008918903439974434
Position 359: 0.0006254769954465437
Position 2565: 0.00033834474640848274
Position 560: 0.00026458537211573494
Position 1182: 0.0002467164983666697
Position 585: 0.00019547832235343183
Position 914: 0.00015382806114351086
Position 674: 0.00015105901488632662
Position 818: 8.486446082757782e-05
Position 1033: 4.3577829176571405e-05
Position 436: 2.905265024378e-05
Position 429: 2.8384529786512374e-05
Position 504: 1.507292342509891e-05
Position 486: 1.2329549779626369e-05
Position 411: 6.625960886332795e-06
Position 480: 6.31403171115161e-06
Position 441: 5.83283750448756e-06
Position 365: 4.921813254123543e-06
Position 488: 3.2568754516082545e-06
Position 684: 2.6854850243192444e-06
