Gene = SAPCD2
index = 1224
Annotated 5SS: [ 699 4327 5067 5511 5726]
Annotated 3SS: [4213 4919 5402 5608 5800]
SMsplice 5SS: [ 699  885 4327 4847 5067 5511 5726]
SMsplice 3SS: [ 794 4213 4661 4919 5402 5608 5800]
top_k =  100
Partition function (log Z): 5.272211006778833

Sorted 5' Splice Sites (High to Low Probability):
Position 5726: 0.9947386539539338
Position 5511: 0.9933368096189769
Position 4327: 0.9620900978938385
Position 5067: 0.9419305577565308
Position 699: 0.8755896751067572
Position 885: 0.567194547862835
Position 4847: 0.5313971130221389
Position 2508: 0.09843195921132691
Position 4772: 0.07397442089484438
Position 3979: 0.04809788988923006
Position 1711: 0.03388678920312498
Position 4780: 0.015381164813887883
Position 7047: 0.004303535667891435
Position 4758: 0.004205818354316285
Position 5454: 0.003258757067052052
Position 5984: 0.001994482451926967
Position 2294: 0.0006348989074307818
Position 350: 0.00037563721960731433
Position 5517: 0.00037306208508384076
Position 527: 0.00013275720390148294
Position 286: 8.498882127296009e-05
Position 99: 5.145379260214961e-05
Position 329: 4.987308140135854e-05
Position 25: 2.4815597456433097e-05
Position 557: 2.2312522709445314e-05
Position 499: 1.663726678531994e-05
Position 610: 1.2544948641863531e-05
Position 266: 1.0294833511267844e-05
Position 497: 5.6895810807582636e-06
Position 73: 4.770445306037582e-06
Position 43: 2.4579373425443812e-06
Position 232: 1.4509122188062528e-06
Position 37: 4.23134449813183e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5608: 0.9919830500492927
Position 4213: 0.9620900978938386
Position 5402: 0.9406571319548318
Position 4919: 0.6945161273704628
Position 4661: 0.5819554530978658
Position 5800: 0.5127879439854308
Position 794: 0.43255909502999995
Position 4846: 0.17647819067329815
Position 2388: 0.09843195921132693
Position 6078: 0.09660537531048885
Position 7462: 0.0643492703195418
Position 7162: 0.05555366015796603
Position 3800: 0.048097889889230055
Position 4967: 0.04750607332507753
Position 4757: 0.0434967041739525
Position 6282: 0.037211811219864846
Position 6796: 0.03690475364803272
Position 5288: 0.03581619051462506
Position 5803: 0.03309608428339298
Position 6255: 0.03174446560024787
Position 7666: 0.02440792153428639
Position 5955: 0.023395332440921245
Position 1519: 0.022691272282806603
Position 7270: 0.019480277585433553
Position 7312: 0.01856367443123383
Position 4928: 0.012380387376452659
Position 6590: 0.010774155604553942
Position 7552: 0.009936045691899426
Position 1604: 0.008993742503257199
Position 769: 0.008425020296197284
Position 6908: 0.008005003682460068
Position 4891: 0.007699766974047865
Position 5582: 0.007689037805236305
Position 5299: 0.007659241819115089
Position 5418: 0.007007229152347176
Position 5231: 0.004733280329575807
Position 6897: 0.004598501981745781
Position 6304: 0.0043261861543202095
Position 7370: 0.003504550314931722
Position 6785: 0.003013832265335842
Position 4609: 0.0028563718505600555
Position 6677: 0.0022382559678443214
Position 761: 0.0020927538685904822
Position 1617: 0.0019341416880962958
Position 5165: 0.0006955125689264959
Position 2208: 0.0006348989074307822
Position 6959: 0.0005401372899336557
Position 597: 0.00045768650541590884
Position 5185: 0.0004430309447250121
Position 5677: 0.0001483564508403651
Position 5680: 0.00012355498514004016
Position 1361: 0.00010901396264479387
Position 1411: 9.728196033950717e-05
Position 1625: 6.13368059805855e-05
Position 582: 4.208060250241488e-05
Position 5683: 1.2444800343098342e-05
Position 490: 2.0823675984915232e-06
Position 752: 1.6115975761735834e-06
