Gene = HAX1
index = 639
Annotated 5SS: [ 266 1088 1451 2491 2750 2973]
Annotated 3SS: [ 824 1262 2438 2642 2881 3104]
SMsplice 5SS: [ 266 1451 2491 2768 2973]
SMsplice 3SS: [1262 2397 2642 2881 3104]
top_k =  100
Partition function (log Z): 9.210058074255631

Sorted 5' Splice Sites (High to Low Probability):
Position 2973: 0.9970743719377018
Position 2491: 0.9947156835739568
Position 266: 0.6929820610240682
Position 1451: 0.6827049879292506
Position 2750: 0.4860881989338505
Position 2768: 0.48502858212226
Position 538: 0.3082552973347936
Position 272: 0.21346541270873567
Position 921: 0.1871051882942474
Position 1088: 0.17277779277979596
Position 507: 0.14777054943078727
Position 1126: 0.09153089473425836
Position 1293: 0.08049088849959948
Position 530: 0.06805123677499736
Position 626: 0.06724949411463901
Position 3187: 0.05402006010486836
Position 106: 0.03054617696529545
Position 276: 0.030366438785816567
Position 193: 0.024333237404923404
Position 1339: 0.019790877343618854
Position 417: 0.018038074420996014
Position 2778: 0.016245603117348597
Position 600: 0.015198570937708381
Position 513: 0.010400570027974195
Position 1024: 0.00758956550002544
Position 475: 0.004518743857630645
Position 293: 0.0028673521198781427
Position 3181: 0.0009469695972074676
Position 205: 0.0006102492473254279
Position 152: 0.000596408568223718
Position 111: 0.00013719651977236837
Position 2936: 0.00011133794570651236
Position 299: 6.653970677680099e-05
Position 54: 5.2132550468948935e-05
Position 81: 4.130239966824266e-05
Position 185: 3.870394838464978e-05
Position 36: 3.123295221014444e-05
Position 2913: 2.4950205957440584e-06
Position 2993: 1.2617067948570178e-06
Position 2970: 8.951493824938956e-07
Position 161: 1.7988330948997554e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2881: 0.9903416784911133
Position 3104: 0.9680202796063475
Position 2642: 0.9552160949615232
Position 2397: 0.9491498765883278
Position 1262: 0.6468381290939277
Position 375: 0.6350268342236868
Position 824: 0.29536741748657375
Position 1238: 0.13614862467854164
Position 3278: 0.0538122011820688
Position 968: 0.05354326292360943
Position 2438: 0.0443671949114761
Position 722: 0.042340592040937465
Position 830: 0.03981086245980594
Position 3060: 0.0248917727994299
Position 1024: 0.02455607115684832
Position 2566: 0.017287623038443094
Position 2656: 0.012045686245771552
Position 3074: 0.005849369334510602
Position 2885: 0.004031568330168938
Position 786: 0.0033852352405520556
Position 2689: 0.002466765701591446
Position 2665: 0.0016852558153939035
Position 2845: 0.0013620503286183743
Position 2473: 0.001242513788120053
Position 3110: 0.0009039703117206197
Position 3255: 0.0008673233943887417
Position 417: 0.0005477610562392553
Position 3260: 0.00023606797513271892
Position 3318: 0.0001959743239381956
Position 3299: 0.00019007077454002264
Position 2713: 7.212130704844979e-05
Position 486: 1.7878426882109773e-05
Position 377: 1.0303593911223225e-05
Position 379: 9.5130681172767e-06
Position 526: 4.709420565809044e-06
