Gene = RAD1
index = 1112
Annotated 5SS: [1351 2072 3297 5213 7509]
Annotated 3SS: [1804 3187 4953 7409 7817]
SMsplice 5SS: [ 801 3297 5213 7509]
SMsplice 3SS: [3187 4953 7432 7817]
top_k =  100
Partition function (log Z): -9.58374379190511

Sorted 5' Splice Sites (High to Low Probability):
Position 5213: 0.8494709070001722
Position 3297: 0.801463373719781
Position 2072: 0.6824043698310507
Position 7509: 0.6817474349031976
Position 801: 0.5232764757316893
Position 1351: 0.4494157045936636
Position 2840: 0.4493188428790776
Position 625: 0.14500297145624047
Position 2484: 0.13870517782572506
Position 304: 0.07889881743661567
Position 595: 0.07797019626111305
Position 8002: 0.04501937199763723
Position 342: 0.04066218818819646
Position 649: 0.03457968062659457
Position 2849: 0.0321489445969773
Position 2403: 0.022987016720000624
Position 9090: 0.021540572257046225
Position 65: 0.011255325327013102
Position 1140: 0.004058532687448844
Position 253: 0.0029062261982115245
Position 111: 0.002034586586246366
Position 53: 0.0011099060082482566
Position 373: 0.0007913475621203332
Position 493: 0.0007229648986899666
Position 404: 0.00036259869003848523
Position 327: 0.0002841549486211952
Position 22: 0.0001640252004141189
Position 384: 0.00013620891861397644
Position 396: 0.00010901123939920374
Position 842: 1.88477041219184e-05
Position 309: 2.9188191652699167e-07
Position 141: 2.691328918323091e-07
Position 169: 2.451698142561155e-07
Position 217: 1.5383122634870287e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4953: 0.9008158989890201
Position 3187: 0.769156674087663
Position 7817: 0.6024408478163922
Position 7432: 0.5611927748887136
Position 1894: 0.4953912433690768
Position 2739: 0.46556413214316456
Position 2299: 0.16169219454572556
Position 1303: 0.14745800072531395
Position 7409: 0.13782378264156148
Position 677: 0.13714482518649773
Position 1804: 0.13463361963474796
Position 7914: 0.08542974370763794
Position 9318: 0.08450393184868357
Position 8892: 0.06864719139760592
Position 1139: 0.04809468603173975
Position 10510: 0.03940010321892067
Position 1741: 0.03543834584548959
Position 3260: 0.03526672240818822
Position 9961: 0.027284475565829018
Position 7732: 0.026280026890152873
Position 1202: 0.020982467830585144
Position 5313: 0.016988499133123888
Position 1746: 0.01694116098173583
Position 2774: 0.015903655332889993
Position 1191: 0.014316926127987763
Position 3771: 0.014299361836406448
Position 5411: 0.013567975800187853
Position 5953: 0.010619552085895875
Position 5570: 0.005524097561851565
Position 654: 0.001955335736643345
Position 681: 0.0015651166036934063
Position 939: 0.001178342363145755
Position 461: 0.0009244455573597983
Position 723: 7.858568922656661e-05
Position 698: 2.857753062364883e-05
Position 441: 2.6015968144364693e-05
Position 408: 7.404928188526243e-06
