Gene = ZMAT2
index = 1601
Annotated 5SS: [ 145  579 1796 3658 4238]
Annotated 3SS: [ 484 1671 3583 4091 5278]
SMsplice 5SS: [ 145  579 1796 3658 4238]
SMsplice 3SS: [ 484 1671 3583 4091 5278]
top_k =  100
Partition function (log Z): 8.665816936857015

Sorted 5' Splice Sites (High to Low Probability):
Position 4238: 0.9999812838325417
Position 1796: 0.9969923831080596
Position 145: 0.9708521977244651
Position 579: 0.9014619138177172
Position 3658: 0.6325580873406562
Position 3671: 0.22568234783492944
Position 3883: 0.21448071127766472
Position 752: 0.12923402290872854
Position 1579: 0.0784655330407687
Position 2775: 0.06298703296346196
Position 608: 0.018350458995990686
Position 302: 0.016296597173532178
Position 3707: 0.014251966187799099
Position 5474: 0.01073130601848085
Position 266: 0.006276846926486268
Position 3259: 0.005802913577820664
Position 5509: 0.0057335901522854804
Position 675: 0.004647808168428265
Position 641: 0.004419790351930877
Position 2697: 0.004078281176211451
Position 169: 0.003395808612381228
Position 583: 0.003012141866480058
Position 2121: 0.002357193686304977
Position 742: 0.0021577045238271382
Position 1324: 0.0017264140084911103
Position 5476: 0.0016366046855432214
Position 5472: 0.0016220811121039312
Position 149: 0.0015694370484050358
Position 5480: 0.0014639082075853884
Position 5478: 0.001440785994767679
Position 3769: 0.0013509620452618694
Position 653: 0.0012528750539287513
Position 1415: 0.000936811777155628
Position 179: 0.0003935624172970412
Position 878: 0.00033386573824122697
Position 282: 0.00019872336907405738
Position 260: 0.00018976300979678062
Position 320: 0.00013753498409782073
Position 151: 6.466715358528592e-05
Position 132: 4.523070130175412e-05
Position 329: 2.6200256281515588e-05
Position 121: 2.3771897655301134e-05
Position 156: 2.0314433114323248e-05
Position 4145: 1.8716167458145734e-05
Position 154: 1.1627969775117388e-05
Position 189: 5.6237887444218725e-06
Position 306: 5.498340043884883e-06
Position 4557: 4.705422841439742e-06
Position 1725: 4.619746201136541e-06
Position 422: 3.75439688438177e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.9763490327964829
Position 484: 0.9671680647672759
Position 4091: 0.9004874044043142
Position 3583: 0.7977026846137626
Position 5278: 0.6813204456839502
Position 3815: 0.12541047706106617
Position 4336: 0.09531000060886502
Position 4144: 0.093716699218093
Position 3563: 0.08747492811583923
Position 6161: 0.07964054353717984
Position 3759: 0.07330117321467162
Position 710: 0.06879698981925068
Position 1561: 0.06587056498899971
Position 4391: 0.048173396096747444
Position 6120: 0.02710696295677774
Position 2687: 0.026029368144624365
Position 438: 0.023194878861658604
Position 2523: 0.022951641054223232
Position 5281: 0.017172935507670524
Position 6190: 0.016747787296812137
Position 4507: 0.015825168552576905
Position 5634: 0.013845339586510018
Position 1322: 0.013266079998496607
Position 1448: 0.01200155748898226
Position 2527: 0.008646026220787324
Position 4441: 0.008018002112612554
Position 6048: 0.00648421359474651
Position 5983: 0.00566108590701072
Position 4096: 0.005551989750058155
Position 1415: 0.005209823800087792
Position 2658: 0.004402703304951311
Position 3834: 0.0037321253917281475
Position 2620: 0.0033124143997387964
Position 2931: 0.002765579716539059
Position 4875: 0.0024582087910354237
Position 399: 0.002248078571274171
Position 679: 0.002200374437628511
Position 5827: 0.0021388410934565553
Position 1465: 0.001873738362521953
Position 1628: 0.0018002097232211194
Position 1178: 0.0017264140084911118
Position 1951: 0.001725655992835426
Position 3135: 0.0016414002704887621
Position 2952: 0.0013959335907928424
Position 5148: 0.0011576723284663247
Position 5287: 0.0009880071365554449
Position 2724: 0.0009438240671903464
Position 3874: 0.0008422498838123785
Position 2701: 0.0007793369481580326
Position 365: 0.0007122709950289673
Position 1863: 0.0006315376934695482
Position 4365: 0.0005843708026347181
Position 3430: 0.00010434303296699376
Position 511: 4.534335809293786e-05
Position 1714: 2.805889357077989e-05
Position 446: 1.7711661684627778e-05
Position 342: 2.06349737517732e-06
Position 415: 7.198427756340708e-07
Position 372: 3.900382251775555e-07
Position 258: 2.97349817578226e-07
Position 521: 2.1212918768222124e-07
Position 352: 1.871062045056919e-07
Position 1528: 1.8018083954553193e-07
Position 251: 1.5919271169222227e-07
Position 1517: 1.0143898412712062e-07
