Gene = ESM1
index = 511
Annotated 5SS: [ 447 3667]
Annotated 3SS: [3516 6227]
SMsplice 5SS: [ 447 3667]
SMsplice 3SS: [3516 6227]
top_k =  100
Partition function (log Z): -6.832129550745918

Sorted 5' Splice Sites (High to Low Probability):
Position 3667: 0.9717160121297734
Position 447: 0.5012912749681064
Position 249: 0.432876285442662
Position 3010: 0.24121978680477968
Position 5505: 0.16275427937830117
Position 756: 0.09994431736428169
Position 512: 0.04895282042444522
Position 2158: 0.03151513759939765
Position 2660: 0.031333560415701844
Position 5806: 0.0167038492477834
Position 2812: 0.015808429671228242
Position 313: 0.014651252153924347
Position 3038: 0.013630085926711059
Position 581: 0.012048768250192922
Position 813: 0.011674267674915707
Position 3738: 0.008729563814833046
Position 6017: 0.0075891493159064285
Position 6521: 0.006076855584459486
Position 3799: 0.002911139779101073
Position 391: 0.0003617491414855505
Position 536: 0.00035819265988789494
Position 435: 0.00024298523848354875
Position 311: 0.00012992597420060381
Position 194: 7.322642254982703e-05
Position 423: 6.619514422105312e-05
Position 554: 4.0727833170010094e-05
Position 517: 3.6744351641492616e-05
Position 4478: 1.761336687723144e-05
Position 221: 1.7030824708895133e-05
Position 56: 6.964291274705799e-06
Position 240: 8.785204933524894e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3516: 0.973102354318426
Position 6227: 0.8329723743400519
Position 2759: 0.2638047691738954
Position 5447: 0.1304931114942871
Position 682: 0.09103332329188567
Position 4277: 0.03375051605403882
Position 3791: 0.031862068534385085
Position 2379: 0.024785526865140992
Position 323: 0.02378461681720831
Position 1998: 0.02120693246370288
Position 5602: 0.01987193337368013
Position 5477: 0.01914991520921389
Position 5054: 0.016266404908332185
Position 5712: 0.015319338800030655
Position 6606: 0.01523786810245467
Position 6191: 0.014354336795407211
Position 5773: 0.012856023720855399
Position 5333: 0.011977856481533626
Position 3406: 0.011349056741168446
Position 4959: 0.008048217222487457
Position 2046: 0.006878716651790141
Position 2659: 0.006853533228823427
Position 2339: 0.006548033550560847
Position 5282: 0.005797967433070341
Position 6792: 0.004487405585612829
Position 3914: 0.00438721401355479
Position 4019: 0.004193084587941074
Position 350: 0.004165906937000718
Position 2113: 0.003679703670555803
Position 6848: 0.0036353611591548774
Position 580: 0.0034770672880412956
Position 4348: 0.0032901831267464743
Position 3995: 0.001828721137698922
Position 5072: 0.0012094732161211494
Position 4050: 0.0008074610741322327
Position 640: 0.00031269234650469944
