Gene = PSRC1
index = 1094
Annotated 5SS: [  98  446  608 1507 1989 2349 2730]
Annotated 3SS: [ 393  549 1064 1873 2078 2635 2968]
SMsplice 5SS: [ 446  608 2018 2349]
SMsplice 3SS: [ 549 1873 2116 2968]
top_k =  100
Partition function (log Z): 4.432803522889797

Sorted 5' Splice Sites (High to Low Probability):
Position 2018: 0.9965519846028169
Position 2349: 0.9370699618698224
Position 446: 0.7557572673866626
Position 608: 0.6405970946345348
Position 2730: 0.5938660201810817
Position 372: 0.2101201775924422
Position 1507: 0.19336924430415434
Position 63: 0.11045145550910576
Position 98: 0.06663644709838584
Position 52: 0.05431693367449632
Position 906: 0.04155314169701242
Position 244: 0.03196267854097412
Position 694: 0.024697212594217054
Position 552: 0.02168160545929449
Position 707: 0.020890667414189417
Position 167: 0.016042081977755897
Position 1169: 0.01467177243526673
Position 2259: 0.014303300545443204
Position 1452: 0.01312212612126606
Position 690: 0.012884029056760114
Position 268: 0.01031075756957888
Position 2356: 0.010163342528733372
Position 1171: 0.006297332837187954
Position 1706: 0.004085003418936332
Position 1136: 0.0036835842504172427
Position 229: 0.0036559306298649063
Position 1989: 0.002541865536777383
Position 557: 0.00165244824563559
Position 76: 0.0013878557284141974
Position 2011: 0.0009055514308768351
Position 259: 0.0008714008827439138
Position 482: 0.00024578505510595283
Position 766: 0.00020340456030632767
Position 74: 0.00016001504844508977
Position 213: 9.446556651506325e-05
Position 253: 8.292785098748526e-05
Position 377: 2.1815260956054343e-05
Position 65: 5.728803130136443e-06
Position 41: 5.1465928192458465e-06
Position 869: 4.282413643105854e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1873: 0.9995203967179024
Position 2968: 0.9637176175367552
Position 549: 0.7330049152082223
Position 2116: 0.35296755714369943
Position 2155: 0.23726411631685876
Position 2635: 0.21277567781296122
Position 2208: 0.20082103830514708
Position 2097: 0.1822931869121547
Position 2649: 0.16215288778323347
Position 1064: 0.15090500192015385
Position 299: 0.1458623305530422
Position 2572: 0.13987622497731111
Position 393: 0.1142746015462871
Position 2586: 0.05284480821588676
Position 1415: 0.03733603313403393
Position 2591: 0.028841133532562242
Position 769: 0.019340309051018578
Position 1167: 0.019242892445196502
Position 1248: 0.017548459542958854
Position 335: 0.010221351897380583
Position 2684: 0.008076271371566291
Position 1269: 0.006111672905949298
Position 3047: 0.006038525779219059
Position 2127: 0.004491478671343726
Position 1592: 0.004085003418936334
Position 2294: 0.001003292709801827
Position 243: 0.0008503443664157953
Position 2235: 0.0008402313429447608
Position 645: 0.0008343444526648924
Position 2256: 0.000750950403871316
Position 247: 0.0005729063039184207
Position 1844: 0.00047900485256887953
Position 2078: 0.0004036186395703639
Position 250: 0.0002518559136722442
Position 556: 0.0002498022448163614
Position 2178: 0.00024400767019358197
Position 607: 0.00021023384834197815
Position 702: 0.0001577134755329658
Position 352: 0.00013681025096271522
Position 167: 0.00011851229998046916
Position 213: 8.901167500121896e-05
Position 199: 4.698398214964064e-05
Position 432: 2.294784891084206e-05
Position 156: 1.60492528269646e-05
Position 441: 1.2918182103805704e-05
Position 115: 1.0388330463849778e-05
Position 176: 2.5422113495263636e-06
Position 171: 2.4580505074946735e-06
Position 129: 1.6919612307250132e-06
Position 143: 1.6252928813441641e-06
Position 445: 1.0864429470830314e-07
