Gene = SLC50A1
index = 1270
Annotated 5SS: [ 142  527 1102 1873 2249]
Annotated 3SS: [ 448  977 1710 2128 2329]
SMsplice 5SS: [ 527 1102 1873 2249]
SMsplice 3SS: [ 977 1710 2128 2329]
top_k =  100
Partition function (log Z): -3.5871720609443765

Sorted 5' Splice Sites (High to Low Probability):
Position 2249: 0.9663150532875485
Position 1102: 0.9035972209724108
Position 527: 0.6743249526359032
Position 1873: 0.5553067405688034
Position 275: 0.3812559397918507
Position 547: 0.1237212376661203
Position 142: 0.08056270420335843
Position 573: 0.07283319587567433
Position 1895: 0.028275035697777992
Position 292: 0.0279410822458657
Position 59: 0.023425532721641038
Position 260: 0.02195559313094124
Position 250: 0.01459330088571802
Position 1687: 0.011467128391450452
Position 2018: 0.008956798751305301
Position 148: 0.00888483512394947
Position 2522: 0.007593748223775588
Position 679: 0.005541496046729912
Position 347: 0.004205738354428827
Position 1042: 0.003905368280898263
Position 1408: 0.0038648429919734173
Position 711: 0.0028200743543472405
Position 835: 0.001151415757236634
Position 608: 0.001133287501430017
Position 163: 0.0010846644209753227
Position 357: 0.0006286616982282352
Position 110: 0.0006170740313324699
Position 4: 0.0004948768377574861
Position 2135: 0.0003706857979149625
Position 354: 0.0002809929106838698
Position 231: 5.746372158464741e-05
Position 107: 4.545649111017067e-05
Position 181: 3.368325179419997e-05
Position 56: 7.683266242294176e-06
Position 127: 6.784108390360811e-06
Position 522: 7.868271544633018e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2128: 0.9886402737690058
Position 977: 0.8792725426870607
Position 2329: 0.7508563798097122
Position 1710: 0.4843289869752035
Position 448: 0.4374058316340229
Position 2345: 0.11500644783014898
Position 2311: 0.08741483972807415
Position 1728: 0.0795255424931236
Position 1518: 0.022667380973700208
Position 395: 0.014201914851333229
Position 460: 0.011038246480755968
Position 2314: 0.010632744567908869
Position 1042: 0.009627525201889474
Position 1829: 0.007516433157307569
Position 2496: 0.007081820645202629
Position 1521: 0.005008705249837126
Position 2635: 0.004579361148422754
Position 2726: 0.004285668903922814
Position 1011: 0.003967592607540398
Position 2395: 0.0030267264530926805
Position 1944: 0.002166803110135145
Position 1210: 0.0021403789876405428
Position 1392: 0.0017110247171797212
Position 1287: 0.0016513458352717379
Position 2386: 0.0006540359518486738
Position 2461: 0.0005367033301756295
Position 2693: 0.0004469472075361771
Position 366: 0.00044467747109763495
Position 2659: 0.0004095164227942936
Position 2521: 0.000407632005126024
Position 2060: 0.0003003895362669148
Position 481: 0.00018359333974211935
Position 522: 7.889415863375864e-05
Position 1251: 2.3746419009524803e-05
Position 1059: 2.048316458530781e-05
