Gene = SEMA3B
index = 1245
Annotated 5SS: [ 162 1741 2676 2887 3401 3573 3872 5835 6038 6220 6449 6974 7326 7445
 7851 8007 8236]
Annotated 3SS: [1552 2517 2823 3280 3478 3751 5688 5925 6149 6303 6753 7233 7402 7692
 7950 8095 8692]
SMsplice 5SS: [ 162 1741 3401 3573 3872 5835 6038 6220 6974 7326 7851 8007 8236]
SMsplice 3SS: [1552 3280 3478 3751 5688 5925 6149 6753 7233 7692 7950 8095 8692]
top_k =  100
Partition function (log Z): 21.545366373224148

Sorted 5' Splice Sites (High to Low Probability):
Position 8007: 0.9923644497516052
Position 3872: 0.9846826834537648
Position 6038: 0.97709537783348
Position 6974: 0.9571193163652357
Position 3401: 0.9547219098485602
Position 1741: 0.9262922952028958
Position 190: 0.8954886157754902
Position 6220: 0.8854069943733711
Position 8236: 0.8150078607888055
Position 7851: 0.7690212060490287
Position 3573: 0.7101098704053875
Position 7326: 0.6912675411016092
Position 5835: 0.632410837374532
Position 2676: 0.5380079791206342
Position 7445: 0.4704569928197542
Position 3024: 0.12739810535436333
Position 3569: 0.06875657277975933
Position 6234: 0.06666865045491444
Position 6449: 0.049686034438816445
Position 8466: 0.03987510964819609
Position 6840: 0.03954754967298766
Position 5563: 0.03695913896278296
Position 168: 0.025207390619974575
Position 6403: 0.023167597640524392
Position 7254: 0.02155526853129225
Position 6054: 0.02134812019261778
Position 358: 0.017344956351125367
Position 105: 0.015411051524471772
Position 3892: 0.014917741495406516
Position 8165: 0.014540340187746794
Position 1778: 0.012429761397833266
Position 2047: 0.012334564067248095
Position 456: 0.011958454726159504
Position 8911: 0.007804866889321419
Position 375: 0.007149358642933242
Position 1294: 0.006254624868234044
Position 5775: 0.005528463690680937
Position 2073: 0.005141701290762707
Position 5706: 0.005015635582910686
Position 234: 0.004699807276957531
Position 1339: 0.004645275347479474
Position 166: 0.004623607379498721
Position 679: 0.004076604566471532
Position 2357: 0.004068348840944438
Position 3438: 0.003905471744679055
Position 6350: 0.0035000626345423435
Position 405: 0.0020575609264170997
Position 2083: 0.001992668738866337
Position 6497: 0.0018260508757966716
Position 7970: 0.0016150415532554447
Position 196: 0.0013119740625390044
Position 1393: 0.0012771006996393215
Position 8494: 0.0012098803687240634
Position 53: 0.001113709302709304
Position 98: 0.0009054418093800125
Position 6042: 0.0007948508886160009
Position 881: 0.0007569060058963385
Position 2887: 0.0006783454889939527
Position 2922: 0.0005821297362679048
Position 1233: 0.0005181240839921009
Position 1249: 0.00047169373239000837
Position 3946: 0.0003995750508283516
Position 6050: 0.0003764417848159859
Position 5989: 0.00037234194003075917
Position 3429: 0.00024491764048691463
Position 695: 0.00022672542256392972
Position 1859: 0.0001757056871876808
Position 654: 0.0001089813327729649
Position 1745: 8.083316659034306e-05
Position 1835: 4.2407138862104245e-05
Position 5627: 1.8935993573301142e-06
Position 5554: 1.7982588595035384e-06
Position 320: 9.687751230444424e-07
Position 465: 6.900617843325098e-07
Position 322: 5.990374478126449e-07
Position 122: 4.6586377153138706e-07
Position 91: 1.8133090612420923e-07
Position 35: 7.359500050130617e-09
Position 103: 6.7840250899393516e-09
Position 238: 6.764427985649054e-09
Position 27: 4.815647641623379e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5925: 0.9997052939469816
Position 3751: 0.9916153298053529
Position 8692: 0.9913212588579295
Position 6753: 0.9752245450126229
Position 7950: 0.9632072527283019
Position 3280: 0.9554412869987069
Position 1552: 0.9211828245691558
Position 7233: 0.8382242710944089
Position 8095: 0.8240158091240872
Position 7692: 0.7755622692676384
Position 3478: 0.7091809221784594
Position 6149: 0.6775645529876143
Position 2517: 0.49288208625239105
Position 5688: 0.35785043991790993
Position 7402: 0.25314932440631815
Position 6130: 0.22727580727771293
Position 5458: 0.15897123811162645
Position 5506: 0.14900139654478278
Position 2823: 0.12865858057962512
Position 7120: 0.09102468706593962
Position 6303: 0.053577801760309414
Position 3503: 0.03271316765093411
Position 8351: 0.03179258011806718
Position 3481: 0.02736937464557048
Position 6306: 0.02460194382937039
Position 6134: 0.022438281203345286
Position 1975: 0.01957400731409326
Position 7698: 0.017659293677918617
Position 2551: 0.01720465726614045
Position 1478: 0.014969169855754142
Position 6107: 0.014501116204286428
Position 5536: 0.014389398947820448
Position 2543: 0.012348593164539937
Position 2576: 0.012294070295468851
Position 3104: 0.010285930121437477
Position 6151: 0.010244796762972387
Position 6886: 0.010063460525409403
Position 8329: 0.00978021775192442
Position 3815: 0.008190409594157367
Position 8127: 0.007913420421149458
Position 8986: 0.007140384822521551
Position 7526: 0.00662760251464139
Position 6782: 0.006135527570755179
Position 6934: 0.005188438931135707
Position 8315: 0.003985649458592924
Position 1952: 0.0033950932591461595
Position 2443: 0.002998574388814393
Position 3546: 0.0027480608237650268
Position 584: 0.002644606934802615
Position 1514: 0.0022566002818039887
Position 8465: 0.0013328875315452662
Position 1233: 0.00117575618931979
Position 9271: 0.0010119095525743128
Position 1248: 0.0009657249572946883
Position 7422: 0.0007875604875126986
Position 2217: 0.0005681823645821456
Position 1687: 0.0005429016565497505
Position 266: 0.0004400697012179205
Position 2412: 0.0002799977532791018
Position 3685: 0.00019426060048852091
Position 327: 0.00010095632937524394
Position 1017: 0.00010036136732626763
Position 7050: 9.39593984750714e-05
Position 1254: 8.94252068035668e-05
Position 8184: 8.821940978904032e-05
Position 387: 6.706721074159171e-05
Position 1740: 4.858903088085785e-05
Position 6219: 3.822303191741716e-05
Position 6677: 2.8466812372568566e-05
Position 263: 2.6927352847591495e-05
Position 6640: 2.6427185928506196e-05
Position 1564: 1.496429421577585e-05
Position 1414: 5.952905006575512e-06
