Gene = HMHB1
index = 657
Annotated 5SS: [144]
Annotated 3SS: [8318]
SMsplice 5SS: [144]
SMsplice 3SS: [8318]
top_k =  100
Partition function (log Z): -10.041098132219748

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9957820542623922
Position 1029: 0.09785911672804834
Position 2489: 0.05023464755832472
Position 3294: 0.02432944018069428
Position 3289: 0.009724315979144013
Position 3510: 0.0062702711012187435
Position 250: 0.0041362427584206935
Position 487: 0.0036273171357406766
Position 475: 0.003552159020308657
Position 1498: 0.002954899103264339
Position 1510: 0.0011126889900758229
Position 1298: 0.000773541785415156
Position 686: 0.00015007939519974745
Position 285: 1.161162202397658e-05
Position 448: 5.555341341556946e-06
Position 338: 2.875169838657323e-07
Position 224: 7.590142795704326e-08
Position 92: 8.325361441588836e-09
Position 332: 5.069534618958664e-09
Position 299: 1.1255441718717807e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8318: 0.2534301257160686
Position 1662: 0.15042665598900481
Position 3206: 0.10998686033150032
Position 3381: 0.09559515922552674
Position 2336: 0.09319304208958896
Position 4062: 0.0626456986494902
Position 869: 0.056206950814231646
Position 2205: 0.05134134575149183
Position 837: 0.04402195002206595
Position 373: 0.04166191501477572
Position 8400: 0.03997510237736778
Position 1677: 0.024766346067322486
Position 1126: 0.01843296685175421
Position 576: 0.013413809179997968
Position 6386: 0.012719397298904506
Position 3086: 0.011706813224629655
Position 1094: 0.011423634055460503
Position 6018: 0.010813592409642175
Position 1834: 0.009687232445001482
Position 755: 0.008439670251014638
Position 1600: 0.008029960649171775
Position 985: 0.007308947166762723
Position 2820: 0.006832621801473801
Position 4351: 0.006429745785151873
Position 1438: 0.005846723765282805
Position 3559: 0.005821792751710408
Position 2753: 0.004121447157667151
Position 894: 0.003916514008011744
Position 4730: 0.003874580542252101
Position 4259: 0.003835617927314541
Position 1174: 0.0037290582737481846
Position 1952: 0.0031572559628676353
Position 2635: 0.0029546435263614525
Position 3976: 0.0028400756015303573
Position 1157: 0.0025858507912933128
Position 3405: 0.0019716918744042506
Position 670: 0.0018542161418704406
Position 351: 0.0011433212302390963
Position 316: 0.0010005924876293792
Position 1210: 0.0008605688462445764
Position 1253: 0.0007418450144164019
Position 621: 0.0005482198397075627
Position 1314: 0.0004264305876149329
Position 927: 0.0003415873365962445
Position 1399: 0.00021947741965235755
Position 839: 0.00019447842863850193
Position 872: 1.78344807733083e-05
Position 708: 1.5970124158329578e-05
Position 380: 8.66235770476174e-06
Position 388: 3.8095426704136165e-06
Position 531: 1.1688891701836486e-06
Position 249: 4.2946250942083607e-07
Position 332: 3.1520743016176177e-07
Position 390: 1.484793152047274e-07
Position 337: 1.1843579355280654e-07
Position 394: 9.845111185559349e-08
Position 485: 9.484866842772167e-08
Position 406: 4.622328685213528e-08
Position 259: 4.5941407108015105e-08
Position 397: 4.377401044285652e-08
