Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [236 436]
SMsplice 3SS: [340 830]
top_k =  100
Partition function (log Z): -7.648768875386155

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7630837456459126
Position 236: 0.7003010827529031
Position 436: 0.517410601602573
Position 249: 0.17146777549394168
Position 166: 0.09635230657054485
Position 403: 0.09199636942198393
Position 2914: 0.045236160259975726
Position 419: 0.014072203667190246
Position 1659: 0.013345477754710225
Position 1682: 0.01112999954670734
Position 657: 0.010220678002497693
Position 443: 0.010075709330720333
Position 240: 0.00854378683628007
Position 661: 0.006673520158746173
Position 413: 0.004689133884942323
Position 710: 0.0027578587576374413
Position 670: 0.0011692208396538633
Position 705: 0.0011531095495232674
Position 557: 0.00101941452463454
Position 510: 0.0008201069032370359
Position 522: 0.0006772377420644557
Position 178: 0.000634077127597315
Position 939: 0.0001305133704794995
Position 134: 3.610839345888681e-05
Position 153: 1.3368346049347915e-05
Position 180: 7.34170980679742e-06
Position 59: 2.048892245545428e-06
Position 300: 8.337862830733309e-07
Position 305: 7.083240739906364e-07
Position 297: 7.272177641330347e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.6574681373378396
Position 830: 0.48683607118111993
Position 917: 0.23206525744196593
Position 1852: 0.22615531747643317
Position 1493: 0.17818301880290366
Position 3044: 0.1365873224496474
Position 855: 0.10991318588446522
Position 2973: 0.07825790290266796
Position 2444: 0.07586199964781493
Position 2709: 0.0646772203420586
Position 3184: 0.05292483493100159
Position 2494: 0.04577442587376715
Position 895: 0.020879998613187067
Position 1259: 0.01986084600905511
Position 1531: 0.014221581317191107
Position 1764: 0.013459786119824815
Position 528: 0.012880013417199021
Position 2295: 0.010317239468541645
Position 3458: 0.008827898066051974
Position 801: 0.006645367159106352
Position 937: 0.006595118142772432
Position 2169: 0.005575049765136949
Position 1560: 0.0030146920431213904
Position 1412: 0.0028356984535348887
Position 400: 0.0016932764912765334
Position 287: 0.0006019308022768632
Position 297: 0.000412330952472848
Position 835: 0.0002991465621792893
Position 345: 0.00011324713747351043
Position 366: 8.126635118219981e-05
Position 369: 4.407995753676501e-07
Position 349: 4.126340732405153e-07
Position 372: 2.322176819304531e-07
Position 422: 1.7132211426046098e-07
Position 419: 6.180687556285865e-08
