Gene = EBNA1BP2
index = 477
Annotated 5SS: [ 208  375  782 1505 3322 5101 5435 7618]
Annotated 3SS: [ 290  608 1380 3231 5024 5340 7454 7766]
SMsplice 5SS: [ 208  375 1505 3322 5101 7618]
SMsplice 3SS: [ 290 1380 3167 5024 7454 7694]
top_k =  100
Partition function (log Z): 1.7786609117126069

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9990259868061876
Position 1505: 0.9356567889381541
Position 375: 0.9012940343033563
Position 5101: 0.8948215847958706
Position 3322: 0.7600206829584997
Position 7618: 0.5638924349838151
Position 5435: 0.3697264938652385
Position 782: 0.12561236972994105
Position 34: 0.12447873542621994
Position 3523: 0.07950503853018605
Position 5137: 0.07773541138365961
Position 7640: 0.03851901182968453
Position 6480: 0.02079391619010192
Position 1331: 0.018446073554348352
Position 5105: 0.014211541284768694
Position 1754: 0.008441827279721403
Position 1800: 0.006340820392025008
Position 28: 0.004700237637868601
Position 4599: 0.0040320844689907195
Position 3703: 0.003704306715561479
Position 3273: 0.003479252946220334
Position 5474: 0.0034783631333666345
Position 15: 0.0030800455692795185
Position 399: 0.002481158145493978
Position 392: 0.0019678659929658654
Position 3362: 0.0015835655515189409
Position 508: 0.0010169775485778473
Position 8: 0.000978006167331235
Position 212: 0.0005066719389485643
Position 5130: 0.0002466566419655031
Position 128: 0.00021857209341611053
Position 214: 0.00011393114874303716
Position 115: 6.518184156333563e-05
Position 119: 2.8493015535672683e-05
Position 227: 5.0991111664778995e-06
Position 132: 3.6116422437418754e-06
Position 90: 1.761283052730511e-06
Position 121: 1.8425582512980475e-09
Position 105: 6.463572895941547e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5024: 0.9924294455132446
Position 290: 0.7941665186490238
Position 7694: 0.6188126293188247
Position 7454: 0.6095987126082617
Position 1432: 0.45944725358411687
Position 5340: 0.44110220261450517
Position 1380: 0.4407958655221849
Position 3167: 0.4005298715984849
Position 3231: 0.3812084084102848
Position 7766: 0.28915119911133114
Position 118: 0.13322091471030853
Position 296: 0.10377469346355495
Position 608: 0.06486315701761187
Position 3447: 0.05656975414664433
Position 633: 0.027914956167186675
Position 6317: 0.023838885310982903
Position 1200: 0.017423414522626256
Position 1222: 0.015832249572526047
Position 1636: 0.012952045865092389
Position 544: 0.01158305497632446
Position 664: 0.011339566227225085
Position 7720: 0.008149952170464802
Position 1172: 0.00802660261533425
Position 1271: 0.0064907128642466205
Position 3100: 0.00628050583101072
Position 592: 0.005698922748839677
Position 312: 0.005215112155286558
Position 1276: 0.005214439340315832
Position 4465: 0.0040320844689907195
Position 695: 0.0038163940172729898
Position 345: 0.002064308906723981
Position 3694: 0.0020188044757351964
Position 1709: 0.0018306018066540145
Position 3605: 0.0016855022398262827
Position 323: 0.0014224797126821758
Position 1495: 0.0008723244711518162
Position 641: 0.0003807787640123422
Position 4791: 0.0003423874608546974
Position 327: 9.347740766793072e-05
Position 460: 1.553981146789783e-05
Position 199: 7.4265048769552e-06
Position 203: 8.293956424101159e-07
Position 171: 2.8888729598640097e-07
Position 81: 2.869499920023777e-07
Position 141: 2.91582822451342e-08
Position 205: 5.677807432763703e-09
