Gene = RP11-475E11.9
index = 1172
Annotated 5SS: [   124 113948 114573 114733 120351]
Annotated 3SS: [113907 114423 114669 120216 125777]
SMsplice 5SS: [   124    739  13176  13665  15874  16147  20010  22080  23440  23849
  26205  26408  85920 103015 103263 114733 120351]
SMsplice 3SS: [   616  13035  13562  15765  15975  19868  21985  23341  23701  26065
  26323  85720 102721 103096 114669 120216 124791]
top_k =  100
Partition function (log Z): -41.530692555618984

Sorted 5' Splice Sites (High to Low Probability):
Position 739: 1.0000000000000007
Position 13665: 1.0
Position 23849: 0.9739083647090662
Position 26205: 0.9733388491909173
Position 23440: 0.9682299736001339
Position 26408: 0.9666403807061121
Position 15874: 0.9215106720295333
Position 124: 0.8611721683809525
Position 20010: 0.8330820946743047
Position 16147: 0.8106356189095315
Position 22080: 0.6099361693186416
Position 16581: 0.23300421564400262
Position 25961: 0.20173620608973297
Position 26754: 0.19524124658403197
Position 88: 0.11276874840796346
Position 19926: 0.1092846771862157
Position 28794: 0.0867884552421243
Position 16261: 0.06909620494357449
Position 16155: 0.04409515040760807
Position 28381: 0.04392410985614174
Position 28765: 0.024246452779656202
Position 24795: 0.02082438250556943
Position 26879: 0.01857390736793543
Position 25319: 0.01657581264639302
Position 142: 0.015503658443295586
Position 16539: 0.009286449225773255
Position 23421: 0.00829936122988667
Position 28376: 0.006657532907444277
Position 29318: 0.006511877596070544
Position 28681: 0.005253389610676116
Position 25540: 0.0051191351775553146
Position 23472: 0.004738028220925782
Position 128: 0.003184830293507535
Position 359: 0.0027029904201480055
Position 23943: 0.0026434318599353954
Position 264: 0.002561358242777114
Position 25569: 0.0019908434398730143
Position 24911: 0.0010112399612299111
Position 25068: 0.0009739726704811755
Position 282: 0.0009027241188860433
Position 13894: 0.0007801338979385732
Position 158: 0.0006928227421687053
Position 57: 0.0002639120036496274
Position 444: 0.00013865433871143853
Position 424: 0.00010813260794010662

Sorted 3' Splice Sites (High to Low Probability):
Position 13562: 1.0
Position 26065: 0.9920782878351204
Position 23341: 0.981267363050949
Position 23701: 0.9765203122068808
Position 616: 0.947837935767271
Position 19868: 0.9423667718605223
Position 26323: 0.9408272047840457
Position 15765: 0.9215106720295333
Position 30982: 0.7871446061044929
Position 21985: 0.6099361693186373
Position 15975: 0.5073991923938758
Position 16002: 0.33529756794050336
Position 16327: 0.2422906648697759
Position 28541: 0.20428349932404152
Position 25793: 0.11947158557117221
Position 16093: 0.08113021392633518
Position 26640: 0.06594808305456744
Position 33279: 0.06075336308447969
Position 25715: 0.04590813850412469
Position 26624: 0.04450240838797313
Position 29632: 0.03832213767932237
Position 25816: 0.03635648201443632
Position 26670: 0.03434442450447742
Position 28255: 0.028772868307202142
Position 26674: 0.026955539103611686
Position 640: 0.026437195515021845
Position 28205: 0.025679576475310696
Position 551: 0.01907966807153937
Position 24696: 0.018137307740328935
Position 26708: 0.0177737676219525
Position 26837: 0.010991546516141343
Position 29235: 0.009996022327478139
Position 25175: 0.009077598755193395
Position 32283: 0.007545501995504378
Position 25458: 0.007109978617428278
Position 622: 0.006645200646167529
Position 26627: 0.00663693530668615
Position 25219: 0.006191353630519397
Position 26369: 0.0058971704447727605
Position 26559: 0.004940428256217811
Position 24719: 0.0036983147264703915
Position 29466: 0.003214362116329749
Position 28568: 0.002755702592018829
Position 26874: 0.001993994301041098
Position 29155: 0.0019634490629315137
Position 25222: 0.0013068602606802376
Position 28305: 0.001270061950862677
Position 26093: 0.0009760321457135252
Position 24899: 0.0009739726704811756
Position 26690: 0.0008923677941890426
Position 13753: 0.0007801338979385677
Position 26140: 0.00046317172432442294
Position 26226: 0.00019868844047199127
Position 26710: 5.50005998283657e-05
Position 23660: 1.867107503380359e-05
Position 23746: 6.551841050371659e-06
Position 23620: 6.261446042631448e-06
