Gene = SMIM4
index = 1285
Annotated 5SS: [302]
Annotated 3SS: [3818]
SMsplice 5SS: [169]
SMsplice 3SS: [3818]
top_k =  100
Partition function (log Z): -8.083859301887276

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.7244869246643997
Position 2784: 0.34557880661121604
Position 302: 0.2674776216935784
Position 2722: 0.04919717548625203
Position 3905: 0.023960063424100203
Position 3549: 0.016012039798269102
Position 2883: 0.008256229931820912
Position 803: 0.006900707728441253
Position 570: 0.006852509290093655
Position 277: 0.005652806135503066
Position 637: 0.005652666541766143
Position 2273: 0.0055200760968276245
Position 2853: 0.004149744740027393
Position 2754: 0.003067840252525588
Position 466: 0.002875441643682778
Position 2395: 0.0021548455318195856
Position 52: 0.0020877137857736464
Position 1594: 0.0020778165603922076
Position 3177: 0.0016165355325235536
Position 352: 0.0014844277968652513
Position 2799: 0.0013926245442021775
Position 1265: 7.69481112854722e-05
Position 306: 6.887411907904337e-05
Position 222: 4.821285248420838e-05
Position 2476: 3.655389047103493e-05
Position 58: 3.185671464399222e-05
Position 760: 2.1584619041000323e-05
Position 190: 2.000647289057079e-05
Position 283: 5.559843469090589e-06
Position 144: 1.7718411807478772e-06
Position 314: 1.4645931535630022e-06
Position 83: 1.1742681759390936e-06
Position 94: 4.712042204665534e-07
Position 43: 3.3691368385960766e-07
Position 108: 1.5232159688894996e-07
Position 261: 2.9355101134138592e-08
Position 241: 2.5337101565098586e-08
Position 153: 2.2552054231518867e-08
Position 4: 4.8483607310168185e-09
Position 115: 1.2584464481001835e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3818: 0.7436480490119838
Position 2694: 0.31082271320516625
Position 2682: 0.06556480303364015
Position 337: 0.061063614154971545
Position 4880: 0.044590654931012545
Position 3834: 0.04275480296941962
Position 4943: 0.03677781081128391
Position 4250: 0.033465241468278735
Position 2450: 0.027473180857091134
Position 3425: 0.024206361695690595
Position 4861: 0.01806512615684241
Position 516: 0.016167184271089954
Position 3958: 0.011928091056802528
Position 3058: 0.009387532782563112
Position 2291: 0.008421406024793784
Position 4503: 0.006487064948406389
Position 741: 0.005921342472976445
Position 1901: 0.005811805356357742
Position 2808: 0.0033504537403906145
Position 3977: 0.0029519059581904457
Position 1482: 0.0024633732368345767
Position 2174: 0.002302201191348679
Position 2119: 0.0012889790544964436
Position 384: 0.0007222255302735208
Position 539: 0.0005519144766123101
Position 341: 0.00027635672052050416
Position 778: 0.0002720463741361822
Position 1067: 3.3427415344264106e-05
