Gene = RER1
index = 1130
Annotated 5SS: [  126  4039  5388  7682  9103 10510]
Annotated 3SS: [ 3950  5282  7581  9023 10373 11201]
SMsplice 5SS: [  543  5388  7682  9103 10510]
SMsplice 3SS: [ 5282  7581  9023 10263 11201]
top_k =  100
Partition function (log Z): -1.7527033057402355

Sorted 5' Splice Sites (High to Low Probability):
Position 5388: 0.9945104321199313
Position 9103: 0.9115912762216584
Position 7682: 0.8720142861418652
Position 543: 0.7651285492144897
Position 10510: 0.6440775639976416
Position 1523: 0.633626832087076
Position 4039: 0.5844945309760892
Position 883: 0.3417825430688293
Position 8253: 0.27777126589970436
Position 2896: 0.17437678934029463
Position 294: 0.1603312466445047
Position 3816: 0.13702953699367168
Position 9698: 0.11245650042947712
Position 5712: 0.08565000005344382
Position 9121: 0.08024727075340296
Position 9708: 0.06639527335210244
Position 4043: 0.06247879513089647
Position 10018: 0.04746737512888108
Position 11249: 0.042213995796989284
Position 126: 0.04010564039658307
Position 7718: 0.03318740916308179
Position 3542: 0.02866359111381463
Position 8434: 0.02508174116462513
Position 8405: 0.020227142541295467
Position 340: 0.01824562113511242
Position 10322: 0.012534654749500062
Position 7924: 0.009942485281033735
Position 6464: 0.008073597849307983
Position 1399: 0.007127809639441184
Position 960: 0.00651414469015847
Position 10408: 0.006236610366896505
Position 3157: 0.0054304026892340465
Position 87: 0.003205781316675049
Position 8049: 0.00317272473742505
Position 8006: 0.003001411002499656
Position 8138: 0.0024797555635538027
Position 313: 0.0014237626455199629
Position 512: 0.0014189622169043462
Position 7687: 0.0011120701252033268
Position 708: 0.0010585462141859887
Position 557: 0.0010151397633220087
Position 945: 0.000614180215887183
Position 582: 0.00041378811777881475
Position 368: 0.00032624880597285937
Position 300: 0.00029740233261981407
Position 330: 0.00028046904425079914
Position 537: 0.00023160994857821882
Position 981: 0.00019400555089907063
Position 5392: 6.217819789347083e-05
Position 5862: 5.126145631807242e-05
Position 253: 3.890316693723837e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9023: 0.9923643928970355
Position 5282: 0.9759212766032128
Position 11201: 0.9056452109360614
Position 7581: 0.9049009462446675
Position 10263: 0.5044886913119297
Position 3950: 0.41769497484273416
Position 729: 0.3085405543448103
Position 7895: 0.2904244299741899
Position 1436: 0.27628056369069237
Position 3774: 0.2452810866125773
Position 10373: 0.18835093961624677
Position 9605: 0.1854212510482299
Position 1398: 0.17854407947428833
Position 2813: 0.17415715976916263
Position 1374: 0.13556749250813258
Position 3956: 0.12102680164534577
Position 5557: 0.06442061795951476
Position 11492: 0.050598140818506734
Position 9864: 0.050292603915321234
Position 8317: 0.042101396413092386
Position 1239: 0.027764332515389394
Position 11601: 0.025638240457171172
Position 3391: 0.02265002097139318
Position 1210: 0.022598173538014573
Position 5175: 0.01865133371461173
Position 803: 0.018551314890574974
Position 12233: 0.011106676275318507
Position 5652: 0.008118471561028094
Position 6327: 0.008073597849307985
Position 5480: 0.007831131887160139
Position 3326: 0.006013570142421452
Position 8006: 0.005813182283248219
Position 10797: 0.005342133228247338
Position 5592: 0.005331040102058924
Position 405: 0.005198109707038391
Position 646: 0.004670495700862385
Position 3043: 0.00361537543732228
Position 10241: 0.003477335736644282
Position 8252: 0.003207487292828209
Position 707: 0.002705747767231761
Position 3008: 0.0018150272519117658
Position 740: 0.001023982459233134
Position 808: 0.0010071965530626323
Position 7636: 0.0008968331760267214
Position 7390: 0.0005159860094558609
Position 9052: 0.0004949045558369332
Position 864: 0.00044450915617057283
Position 485: 0.0002908102092366428
Position 2828: 0.00021962957113199412
Position 7856: 0.00013003022677824934
Position 845: 8.476740588438456e-05
Position 670: 2.4930252699974844e-05
Position 542: 2.4604764998397115e-05
Position 463: 2.4508427163728034e-05
